자치구,연도,거주인구,버스승객수,지하철_승객_수,승객수,발생건수,부상자수
은평구,2009,469695.75,0.0,0.0,0.0,0.0,0.0
은평구,2010,480844.5,0.0,0.0,0.0,0.0,0.0
은평구,2011,497221.25,0.0,0.0,0.0,0.0,0.0
은평구,2012,505468.75,0.0,0.0,0.0,0.0,0.0
은평구,2013,508204.75,0.0,0.0,0.0,0.0,0.0
은평구,2014,505085.25,0.0,0.0,0.0,0.0,0.0
은평구,2015,503785.75,0.0,0.0,0.0,0.0,0.0
은평구,2016,498885.75,0.0,0.0,0.0,0.0,0.0
은평구,2017,492581.0,4629292.33,3750587.92,8464471.75,88.92,124.08
은평구,2018,488703.25,5122893.25,4043812.5,9337102.08,94.5,131.67
은평구,2019,486925.75,4898709.83,3661359.08,8720693.67,93.25,122.0
은평구,2020,484083.0,4266181.5,3634787.25,7948619.42,79.42,117.92
은평구,2021,478537.5,4239708.67,3450354.25,7707656.92,72.25,101.5
은평구,2022,474549.75,5148811.83,4065512.83,9189798.67,76.5,104.67
은평구,2023,469521.25,5278292.17,4318704.17,9515830.83,86.58,112.75
종로구,2005,0.0,0.0,0.0,0.0,0.0,0.0
종로구,2006,0.0,0.0,0.0,0.0,0.0,0.0
종로구,2007,0.0,0.0,0.0,0.0,0.0,0.0
종로구,2008,178458.5,0.0,0.0,0.0,0.0,0.0
종로구,2009,178531.25,0.0,0.0,0.0,0.0,0.0
종로구,2010,176894.25,0.0,0.0,0.0,0.0,0.0
종로구,2011,178451.25,0.0,0.0,0.0,0.0,0.0
종로구,2012,175048.5,0.0,0.0,0.0,0.0,0.0
종로구,2013,169196.25,0.0,0.0,0.0,0.0,0.0
종로구,2014,166389.75,0.0,0.0,0.0,0.0,0.0
종로구,2015,164463.0,0.0,0.0,0.0,0.0,0.0
종로구,2016,163026.75,0.0,0.0,0.0,0.0,0.0
종로구,2017,163809.5,4899531.58,6488382.58,11527647.5,99.17,140.75
종로구,2018,163507.25,5231496.17,6129569.5,11586021.42,94.5,128.83
종로구,2019,162513.75,5015408.58,6122504.25,11348786.08,94.42,129.92
종로구,2020,160335.5,4315074.33,5268624.5,9688201.0,75.25,102.0
종로구,2021,154945.0,4228252.67,5177603.5,9476305.92,64.83,87.5
종로구,2022,152787.25,5619769.17,7421705.75,13640449.08,81.17,112.58
종로구,2023,151285.25,5890150.58,8396481.42,14701703.33,82.33,110.92
중구,2005,0.0,0.0,0.0,0.0,0.0,0.0
중구,2006,0.0,0.0,0.0,0.0,0.0,0.0
중구,2007,0.0,0.0,0.0,0.0,0.0,0.0
중구,2008,138854.0,0.0,0.0,0.0,0.0,0.0
중구,2009,138368.5,0.0,0.0,0.0,0.0,0.0
중구,2010,138612.0,0.0,0.0,0.0,0.0,0.0
중구,2011,141183.25,0.0,0.0,0.0,0.0,0.0
중구,2012,142895.0,0.0,0.0,0.0,0.0,0.0
중구,2013,139138.5,0.0,0.0,0.0,0.0,0.0
중구,2014,136897.0,0.0,0.0,0.0,0.0,0.0
중구,2015,135105.0,0.0,0.0,0.0,0.0,0.0
중구,2016,134370.75,0.0,0.0,0.0,0.0,0.0
중구,2017,133711.25,5002080.17,6636110.0,11787867.08,104.33,140.33
중구,2018,135364.25,5235550.67,6201989.17,11668265.0,94.0,125.5
중구,2019,136315.75,5094406.17,6435276.83,11746515.08,98.67,134.58
중구,2020,135613.75,4398182.75,5474168.58,9983956.0,79.58,104.0
중구,2021,132424.25,4338440.75,5600633.75,10014781.75,71.17,96.33
중구,2022,131168.0,3811217.75,10034865.67,13783335.5,78.58,101.0
중구,2023,131765.5,4060342.08,12051800.0,15974601.25,77.58,99.5
중랑구,2005,0.0,0.0,0.0,0.0,0.0,0.0
중랑구,2006,0.0,0.0,0.0,0.0,0.0,0.0
중랑구,2007,0.0,0.0,0.0,0.0,0.0,0.0
중랑구,2008,432734.0,0.0,0.0,0.0,0.0,0.0
중랑구,2009,431430.5,0.0,0.0,0.0,0.0,0.0
중랑구,2010,430378.5,0.0,0.0,0.0,0.0,0.0
중랑구,2011,430373.0,0.0,0.0,0.0,0.0,0.0
중랑구,2012,425631.0,0.0,0.0,0.0,0.0,0.0
중랑구,2013,422150.5,0.0,0.0,0.0,0.0,0.0
중랑구,2014,423284.0,0.0,0.0,0.0,0.0,0.0
중랑구,2015,421048.25,0.0,0.0,0.0,0.0,0.0
중랑구,2016,417259.75,0.0,0.0,0.0,0.0,0.0
중랑구,2017,414155.0,5434805.58,6143995.42,11690472.83,136.58,185.67
중랑구,2018,409763.25,5736449.17,5975255.75,11905826.17,130.42,177.92
중랑구,2019,404662.5,5607593.75,5881423.08,11675141.42,135.0,176.83
중랑구,2020,400161.0,4976900.92,5505028.67,10559750.92,120.58,162.67
중랑구,2021,394130.0,4961575.42,5530624.33,10538075.58,114.42,152.17
중랑구,2022,391999.25,3835905.08,2653405.33,6473132.25,116.75,157.5
중랑구,2023,388663.5,4029635.67,2819611.5,6791142.5,105.67,142.0
