구,연월,거주인구
은평구,2017-11,491202.0
서대문구,2017-11,325028.0
마포구,2017-11,385783.0
양천구,2017-11,475018.0
강서구,2017-11,608255.0
구로구,2017-11,441559.0
금천구,2017-11,253491.0
영등포구,2017-11,402024.0
동작구,2017-11,408493.0
관악구,2017-11,520929.0
서초구,2017-11,445401.0
강남구,2017-11,561052.0
송파구,2017-11,671173.0
강동구,2017-11,440359.0
종로구,2017-12,164257.0
중구,2017-12,134593.0
용산구,2017-12,244444.0
성동구,2017-12,312711.0
광진구,2017-12,372298.0
동대문구,2017-12,366011.0
중랑구,2017-12,412780.0
성북구,2017-12,455407.0
강북구,2017-12,328002.0
도봉구,2017-12,346234.0
노원구,2017-12,558075.0
은평구,2017-12,491202.0
서대문구,2017-12,325028.0
마포구,2017-12,385783.0
양천구,2017-12,475018.0
강서구,2017-12,608255.0
구로구,2017-12,441559.0
금천구,2017-12,253491.0
영등포구,2017-12,402024.0
동작구,2017-12,408493.0
관악구,2017-12,520929.0
서초구,2017-12,445401.0
강남구,2017-12,561052.0
송파구,2017-12,671173.0
강동구,2017-12,440359.0
종로구,2018-01,164348.0
중구,2018-01,135139.0
용산구,2018-01,245411.0
성동구,2018-01,314551.0
광진구,2018-01,371671.0
동대문구,2018-01,364962.0
중랑구,2018-01,411552.0
성북구,2018-01,453902.0
강북구,2018-01,327511.0
도봉구,2018-01,345041.0
노원구,2018-01,555803.0
은평구,2018-01,490253.0
서대문구,2018-01,324871.0
마포구,2018-01,385624.0
양천구,2018-01,473087.0
강서구,2018-01,608361.0
구로구,2018-01,440396.0
금천구,2018-01,253344.0
영등포구,2018-01,403988.0
동작구,2018-01,406715.0
관악구,2018-01,522292.0
서초구,2018-01,445164.0
강남구,2018-01,557865.0
송파구,2018-01,671994.0
강동구,2018-01,438225.0
종로구,2018-02,164348.0
중구,2018-02,135139.0
용산구,2018-02,245411.0
성동구,2018-02,314551.0
광진구,2018-02,371671.0
동대문구,2018-02,364962.0
중랑구,2018-02,411552.0
성북구,2018-02,453902.0
강북구,2018-02,327511.0
도봉구,2018-02,345041.0
노원구,2018-02,555803.0
은평구,2018-02,490253.0
서대문구,2018-02,324871.0
마포구,2018-02,385624.0
양천구,2018-02,473087.0
강서구,2018-02,608361.0
구로구,2018-02,440396.0
금천구,2018-02,253344.0
영등포구,2018-02,403988.0
동작구,2018-02,406715.0
관악구,2018-02,522292.0
서초구,2018-02,445164.0
강남구,2018-02,557865.0
송파구,2018-02,671994.0
강동구,2018-02,438225.0
종로구,2018-03,164348.0
중구,2018-03,135139.0
용산구,2018-03,245411.0
성동구,2018-03,314551.0
광진구,2018-03,371671.0
동대문구,2018-03,364962.0
중랑구,2018-03,411552.0
성북구,2018-03,453902.0
강북구,2018-03,327511.0
도봉구,2018-03,345041.0
노원구,2018-03,555803.0
은평구,2018-03,490253.0
서대문구,2018-03,324871.0
마포구,2018-03,385624.0
양천구,2018-03,473087.0
강서구,2018-03,608361.0
구로구,2018-03,440396.0
금천구,2018-03,253344.0
영등포구,2018-03,403988.0
동작구,2018-03,406715.0
관악구,2018-03,522292.0
서초구,2018-03,445164.0
강남구,2018-03,557865.0
송파구,2018-03,671994.0
강동구,2018-03,438225.0
종로구,2018-04,163569.0
중구,2018-04,135427.0
용산구,2018-04,245245.0
성동구,2018-04,316068.0
광진구,2018-04,370519.0
동대문구,2018-04,364527.0
중랑구,2018-04,410296.0
성북구,2018-04,451829.0
강북구,2018-04,326063.0
도봉구,2018-04,344096.0
노원구,2018-04,553177.0
은평구,2018-04,489045.0
서대문구,2018-04,323261.0
마포구,2018-04,385507.0
양천구,2018-04,471026.0
강서구,2018-04,606981.0
구로구,2018-04,440305.0
금천구,2018-04,252752.0
영등포구,2018-04,404501.0
동작구,2018-04,407275.0
관악구,2018-04,521960.0
서초구,2018-04,443989.0
강남구,2018-04,551888.0
송파구,2018-04,673161.0
강동구,2018-04,437050.0
종로구,2018-05,163569.0
중구,2018-05,135427.0
용산구,2018-05,245245.0
성동구,2018-05,316068.0
광진구,2018-05,370519.0
동대문구,2018-05,364527.0
중랑구,2018-05,410296.0
성북구,2018-05,451829.0
강북구,2018-05,326063.0
도봉구,2018-05,344096.0
노원구,2018-05,553177.0
은평구,2018-05,489045.0
서대문구,2018-05,323261.0
마포구,2018-05,385507.0
양천구,2018-05,471026.0
강서구,2018-05,606981.0
구로구,2018-05,440305.0
금천구,2018-05,252752.0
영등포구,2018-05,404501.0
동작구,2018-05,407275.0
관악구,2018-05,521960.0
서초구,2018-05,443989.0
강남구,2018-05,551888.0
송파구,2018-05,673161.0
강동구,2018-05,437050.0
종로구,2018-06,163569.0
중구,2018-06,135427.0
용산구,2018-06,245245.0
성동구,2018-06,316068.0
광진구,2018-06,370519.0
동대문구,2018-06,364527.0
중랑구,2018-06,410296.0
성북구,2018-06,451829.0
강북구,2018-06,326063.0
도봉구,2018-06,344096.0
노원구,2018-06,553177.0
은평구,2018-06,489045.0
서대문구,2018-06,323261.0
마포구,2018-06,385507.0
양천구,2018-06,471026.0
강서구,2018-06,606981.0
구로구,2018-06,440305.0
금천구,2018-06,252752.0
영등포구,2018-06,404501.0
동작구,2018-06,407275.0
관악구,2018-06,521960.0
서초구,2018-06,443989.0
강남구,2018-06,551888.0
송파구,2018-06,673161.0
강동구,2018-06,437050.0
종로구,2018-07,163086.0
중구,2018-07,135258.0
용산구,2018-07,245087.0
성동구,2018-07,317197.0
광진구,2018-07,369999.0
동대문구,2018-07,366101.0
중랑구,2018-07,409058.0
성북구,2018-07,449574.0
강북구,2018-07,324276.0
도봉구,2018-07,342990.0
노원구,2018-07,551069.0
은평구,2018-07,487849.0
서대문구,2018-07,322497.0
마포구,2018-07,385032.0
양천구,2018-07,469945.0
강서구,2018-07,605068.0
구로구,2018-07,439234.0
금천구,2018-07,252359.0
영등포구,2018-07,403724.0
동작구,2018-07,407925.0
관악구,2018-07,521685.0
서초구,2018-07,441539.0
강남구,2018-07,549255.0
송파구,2018-07,673582.0
강동구,2018-07,434992.0
종로구,2018-08,163086.0
중구,2018-08,135258.0
용산구,2018-08,245087.0
성동구,2018-08,317197.0
광진구,2018-08,369999.0
동대문구,2018-08,366101.0
중랑구,2018-08,409058.0
성북구,2018-08,449574.0
강북구,2018-08,324276.0
도봉구,2018-08,342990.0
노원구,2018-08,551069.0
은평구,2018-08,487849.0
서대문구,2018-08,322497.0
마포구,2018-08,385032.0
양천구,2018-08,469945.0
강서구,2018-08,605068.0
구로구,2018-08,439234.0
금천구,2018-08,252359.0
영등포구,2018-08,403724.0
동작구,2018-08,407925.0
관악구,2018-08,521685.0
서초구,2018-08,441539.0
강남구,2018-08,549255.0
송파구,2018-08,673582.0
강동구,2018-08,434992.0
종로구,2018-09,163086.0
중구,2018-09,135258.0
용산구,2018-09,245087.0
성동구,2018-09,317197.0
광진구,2018-09,369999.0
동대문구,2018-09,366101.0
중랑구,2018-09,409058.0
성북구,2018-09,449574.0
강북구,2018-09,324276.0
도봉구,2018-09,342990.0
노원구,2018-09,551069.0
은평구,2018-09,487849.0
서대문구,2018-09,322497.0
마포구,2018-09,385032.0
양천구,2018-09,469945.0
강서구,2018-09,605068.0
구로구,2018-09,439234.0
금천구,2018-09,252359.0
영등포구,2018-09,403724.0
동작구,2018-09,407925.0
관악구,2018-09,521685.0
서초구,2018-09,441539.0
강남구,2018-09,549255.0
송파구,2018-09,673582.0
강동구,2018-09,434992.0
종로구,2018-10,163026.0
중구,2018-10,135633.0
용산구,2018-10,245090.0
성동구,2018-10,316463.0
광진구,2018-10,371063.0
동대문구,2018-10,364338.0
중랑구,2018-10,408147.0
성북구,2018-10,447687.0
강북구,2018-10,322915.0
도봉구,2018-10,341649.0
노원구,2018-10,548160.0
은평구,2018-10,487666.0
서대문구,2018-10,323080.0
마포구,2018-10,386359.0
양천구,2018-10,468145.0
강서구,2018-10,603611.0
구로구,2018-10,438486.0
금천구,2018-10,254021.0
영등포구,2018-10,403600.0
동작구,2018-10,409385.0
관악구,2018-10,520040.0
서초구,2018-10,438163.0
강남구,2018-10,547453.0
송파구,2018-10,673507.0
강동구,2018-10,431920.0
종로구,2018-11,163026.0
중구,2018-11,135633.0
용산구,2018-11,245090.0
성동구,2018-11,316463.0
광진구,2018-11,371063.0
동대문구,2018-11,364338.0
중랑구,2018-11,408147.0
성북구,2018-11,447687.0
강북구,2018-11,322915.0
도봉구,2018-11,341649.0
노원구,2018-11,548160.0
은평구,2018-11,487666.0
서대문구,2018-11,323080.0
마포구,2018-11,386359.0
양천구,2018-11,468145.0
강서구,2018-11,603611.0
구로구,2018-11,438486.0
금천구,2018-11,254021.0
영등포구,2018-11,403600.0
동작구,2018-11,409385.0
관악구,2018-11,520040.0
서초구,2018-11,438163.0
강남구,2018-11,547453.0
송파구,2018-11,673507.0
강동구,2018-11,431920.0
종로구,2018-12,163026.0
중구,2018-12,135633.0
용산구,2018-12,245090.0
성동구,2018-12,316463.0
광진구,2018-12,371063.0
동대문구,2018-12,364338.0
중랑구,2018-12,408147.0
성북구,2018-12,447687.0
강북구,2018-12,322915.0
도봉구,2018-12,341649.0
노원구,2018-12,548160.0
은평구,2018-12,487666.0
서대문구,2018-12,323080.0
마포구,2018-12,386359.0
양천구,2018-12,468145.0
강서구,2018-12,603611.0
구로구,2018-12,438486.0
금천구,2018-12,254021.0
영등포구,2018-12,403600.0
동작구,2018-12,409385.0
관악구,2018-12,520040.0
서초구,2018-12,438163.0
강남구,2018-12,547453.0
송파구,2018-12,673507.0
강동구,2018-12,431920.0
종로구,2019-01,162913.0
중구,2019-01,135836.0
용산구,2019-01,245139.0
성동구,2019-01,314608.0
광진구,2019-01,370658.0
동대문구,2019-01,363262.0
중랑구,2019-01,407211.0
성북구,2019-01,450021.0
강북구,2019-01,321151.0
도봉구,2019-01,340089.0
노원구,2019-01,545486.0
은평구,2019-01,488713.0
서대문구,2019-01,324604.0
마포구,2019-01,386571.0
양천구,2019-01,466622.0
강서구,2019-01,602886.0
구로구,2019-01,438889.0
금천구,2019-01,254244.0
영등포구,2019-01,404556.0
동작구,2019-01,412031.0
관악구,2019-01,520645.0
서초구,2019-01,437007.0
강남구,2019-01,546875.0
송파구,2019-01,685361.0
강동구,2019-01,429601.0
종로구,2019-02,162913.0
중구,2019-02,135836.0
용산구,2019-02,245139.0
성동구,2019-02,314608.0
광진구,2019-02,370658.0
동대문구,2019-02,363262.0
중랑구,2019-02,407211.0
성북구,2019-02,450021.0
강북구,2019-02,321151.0
도봉구,2019-02,340089.0
노원구,2019-02,545486.0
은평구,2019-02,488713.0
서대문구,2019-02,324604.0
마포구,2019-02,386571.0
양천구,2019-02,466622.0
강서구,2019-02,602886.0
구로구,2019-02,438889.0
금천구,2019-02,254244.0
영등포구,2019-02,404556.0
동작구,2019-02,412031.0
관악구,2019-02,520645.0
서초구,2019-02,437007.0
강남구,2019-02,546875.0
송파구,2019-02,685361.0
강동구,2019-02,429601.0
종로구,2019-03,162913.0
중구,2019-03,135836.0
용산구,2019-03,245139.0
성동구,2019-03,314608.0
광진구,2019-03,370658.0
동대문구,2019-03,363262.0
중랑구,2019-03,407211.0
성북구,2019-03,450021.0
강북구,2019-03,321151.0
도봉구,2019-03,340089.0
노원구,2019-03,545486.0
은평구,2019-03,488713.0
서대문구,2019-03,324604.0
마포구,2019-03,386571.0
양천구,2019-03,466622.0
강서구,2019-03,602886.0
구로구,2019-03,438889.0
금천구,2019-03,254244.0
영등포구,2019-03,404556.0
동작구,2019-03,412031.0
관악구,2019-03,520645.0
서초구,2019-03,437007.0
강남구,2019-03,546875.0
송파구,2019-03,685361.0
강동구,2019-03,429601.0
종로구,2019-04,162413.0
중구,2019-04,136276.0
용산구,2019-04,245069.0
성동구,2019-04,312991.0
광진구,2019-04,369470.0
동대문구,2019-04,363101.0
중랑구,2019-04,405639.0
성북구,2019-04,452292.0
강북구,2019-04,319377.0
도봉구,2019-04,339001.0
노원구,2019-04,542603.0
은평구,2019-04,488285.0
서대문구,2019-04,324304.0
마포구,2019-04,385985.0
양천구,2019-04,465095.0
강서구,2019-04,602230.0
구로구,2019-04,439328.0
금천구,2019-04,254061.0
영등포구,2019-04,404229.0
동작구,2019-04,412000.0
관악구,2019-04,519864.0
서초구,2019-04,435631.0
강남구,2019-04,547602.0
송파구,2019-04,686181.0
강동구,2019-04,428547.0
종로구,2019-05,162413.0
중구,2019-05,136276.0
용산구,2019-05,245069.0
성동구,2019-05,312991.0
광진구,2019-05,369470.0
동대문구,2019-05,363101.0
중랑구,2019-05,405639.0
성북구,2019-05,452292.0
강북구,2019-05,319377.0
도봉구,2019-05,339001.0
노원구,2019-05,542603.0
은평구,2019-05,488285.0
서대문구,2019-05,324304.0
마포구,2019-05,385985.0
양천구,2019-05,465095.0
강서구,2019-05,602230.0
구로구,2019-05,439328.0
금천구,2019-05,254061.0
영등포구,2019-05,404229.0
동작구,2019-05,412000.0
관악구,2019-05,519864.0
서초구,2019-05,435631.0
강남구,2019-05,547602.0
송파구,2019-05,686181.0
강동구,2019-05,428547.0
종로구,2019-06,162413.0
중구,2019-06,136276.0
용산구,2019-06,245069.0
성동구,2019-06,312991.0
광진구,2019-06,369470.0
동대문구,2019-06,363101.0
중랑구,2019-06,405639.0
성북구,2019-06,452292.0
강북구,2019-06,319377.0
도봉구,2019-06,339001.0
노원구,2019-06,542603.0
은평구,2019-06,488285.0
서대문구,2019-06,324304.0
마포구,2019-06,385985.0
양천구,2019-06,465095.0
강서구,2019-06,602230.0
구로구,2019-06,439328.0
금천구,2019-06,254061.0
영등포구,2019-06,404229.0
동작구,2019-06,412000.0
관악구,2019-06,519864.0
서초구,2019-06,435631.0
강남구,2019-06,547602.0
송파구,2019-06,686181.0
강동구,2019-06,428547.0
종로구,2019-07,162860.0
중구,2019-07,136663.0
용산구,2019-07,244989.0
성동구,2019-07,311290.0
광진구,2019-07,368337.0
동대문구,2019-07,363779.0
중랑구,2019-07,403776.0
성북구,2019-07,454114.0
강북구,2019-07,317875.0
도봉구,2019-07,337594.0
노원구,2019-07,539829.0
은평구,2019-07,486159.0
서대문구,2019-07,324089.0
마포구,2019-07,385605.0
양천구,2019-07,463931.0
강서구,2019-07,600240.0
구로구,2019-07,439850.0
금천구,2019-07,252868.0
영등포구,2019-07,402478.0
동작구,2019-07,410487.0
관악구,2019-07,519953.0
서초구,2019-07,435258.0
강남구,2019-07,549043.0
송파구,2019-07,684338.0
강동구,2019-07,430522.0
종로구,2019-08,162860.0
중구,2019-08,136663.0
용산구,2019-08,244989.0
성동구,2019-08,311290.0
광진구,2019-08,368337.0
동대문구,2019-08,363779.0
중랑구,2019-08,403776.0
성북구,2019-08,454114.0
강북구,2019-08,317875.0
도봉구,2019-08,337594.0
노원구,2019-08,539829.0
은평구,2019-08,486159.0
서대문구,2019-08,324089.0
마포구,2019-08,385605.0
양천구,2019-08,463931.0
강서구,2019-08,600240.0
구로구,2019-08,439850.0
금천구,2019-08,252868.0
영등포구,2019-08,402478.0
동작구,2019-08,410487.0
관악구,2019-08,519953.0
서초구,2019-08,435258.0
강남구,2019-08,549043.0
송파구,2019-08,684338.0
강동구,2019-08,430522.0
종로구,2019-09,162860.0
중구,2019-09,136663.0
용산구,2019-09,244989.0
성동구,2019-09,311290.0
광진구,2019-09,368337.0
동대문구,2019-09,363779.0
중랑구,2019-09,403776.0
성북구,2019-09,454114.0
강북구,2019-09,317875.0
도봉구,2019-09,337594.0
노원구,2019-09,539829.0
은평구,2019-09,486159.0
서대문구,2019-09,324089.0
마포구,2019-09,385605.0
양천구,2019-09,463931.0
강서구,2019-09,600240.0
구로구,2019-09,439850.0
금천구,2019-09,252868.0
영등포구,2019-09,402478.0
동작구,2019-09,410487.0
관악구,2019-09,519953.0
서초구,2019-09,435258.0
강남구,2019-09,549043.0
송파구,2019-09,684338.0
강동구,2019-09,430522.0
종로구,2019-10,161869.0
중구,2019-10,136488.0
용산구,2019-10,245185.0
성동구,2019-10,308979.0
광진구,2019-10,366972.0
동대문구,2019-10,363023.0
중랑구,2019-10,402024.0
성북구,2019-10,454744.0
강북구,2019-10,317695.0
도봉구,2019-10,335631.0
노원구,2019-10,537303.0
은평구,2019-10,484546.0
서대문구,2019-10,323171.0
마포구,2019-10,385925.0
양천구,2019-10,462285.0
강서구,2019-10,598273.0
구로구,2019-10,439371.0
금천구,2019-10,251820.0
영등포구,2019-10,400986.0
동작구,2019-10,408912.0
관악구,2019-10,517334.0
서초구,2019-10,435107.0
강남구,2019-10,550209.0
송파구,2019-10,682741.0
강동구,2019-10,440390.0
종로구,2019-11,161869.0
중구,2019-11,136488.0
용산구,2019-11,245185.0
성동구,2019-11,308979.0
광진구,2019-11,366972.0
동대문구,2019-11,363023.0
중랑구,2019-11,402024.0
성북구,2019-11,454744.0
강북구,2019-11,317695.0
도봉구,2019-11,335631.0
노원구,2019-11,537303.0
은평구,2019-11,484546.0
서대문구,2019-11,323171.0
마포구,2019-11,385925.0
양천구,2019-11,462285.0
강서구,2019-11,598273.0
구로구,2019-11,439371.0
금천구,2019-11,251820.0
영등포구,2019-11,400986.0
동작구,2019-11,408912.0
관악구,2019-11,517334.0
서초구,2019-11,435107.0
강남구,2019-11,550209.0
송파구,2019-11,682741.0
강동구,2019-11,440390.0
종로구,2019-12,161869.0
중구,2019-12,136488.0
용산구,2019-12,245185.0
성동구,2019-12,308979.0
광진구,2019-12,366972.0
동대문구,2019-12,363023.0
중랑구,2019-12,402024.0
성북구,2019-12,454744.0
강북구,2019-12,317695.0
도봉구,2019-12,335631.0
노원구,2019-12,537303.0
은평구,2019-12,484546.0
서대문구,2019-12,323171.0
마포구,2019-12,385925.0
양천구,2019-12,462285.0
강서구,2019-12,598273.0
구로구,2019-12,439371.0
금천구,2019-12,251820.0
영등포구,2019-12,400986.0
동작구,2019-12,408912.0
관악구,2019-12,517334.0
서초구,2019-12,435107.0
강남구,2019-12,550209.0
송파구,2019-12,682741.0
강동구,2019-12,440390.0
종로구,2020-01,161984.0
중구,2020-01,136469.0
용산구,2020-01,246165.0
성동구,2020-01,307193.0
광진구,2020-01,365990.0
동대문구,2020-01,362793.0
중랑구,2020-01,400678.0
성북구,2020-01,454532.0
강북구,2020-01,316750.0
도봉구,2020-01,333495.0
노원구,2020-01,535495.0
은평구,2020-01,482509.0
서대문구,2020-01,325875.0
마포구,2020-01,386086.0
양천구,2020-01,460532.0
강서구,2020-01,595703.0
구로구,2020-01,438308.0
금천구,2020-01,251370.0
영등포구,2020-01,404766.0
동작구,2020-01,407802.0
관악구,2020-01,516662.0
서초구,2020-01,434801.0
강남구,2020-01,549898.0
송파구,2020-01,680883.0
강동구,2020-01,457042.0
종로구,2020-02,161984.0
중구,2020-02,136469.0
용산구,2020-02,246165.0
성동구,2020-02,307193.0
광진구,2020-02,365990.0
동대문구,2020-02,362793.0
중랑구,2020-02,400678.0
성북구,2020-02,454532.0
강북구,2020-02,316750.0
도봉구,2020-02,333495.0
노원구,2020-02,535495.0
은평구,2020-02,482509.0
서대문구,2020-02,325875.0
마포구,2020-02,386086.0
양천구,2020-02,460532.0
강서구,2020-02,595703.0
구로구,2020-02,438308.0
금천구,2020-02,251370.0
영등포구,2020-02,404766.0
동작구,2020-02,407802.0
관악구,2020-02,516662.0
서초구,2020-02,434801.0
강남구,2020-02,549898.0
송파구,2020-02,680883.0
강동구,2020-02,457042.0
종로구,2020-03,161984.0
중구,2020-03,136469.0
용산구,2020-03,246165.0
성동구,2020-03,307193.0
광진구,2020-03,365990.0
동대문구,2020-03,362793.0
중랑구,2020-03,400678.0
성북구,2020-03,454532.0
강북구,2020-03,316750.0
도봉구,2020-03,333495.0
노원구,2020-03,535495.0
은평구,2020-03,482509.0
서대문구,2020-03,325875.0
마포구,2020-03,386086.0
양천구,2020-03,460532.0
강서구,2020-03,595703.0
구로구,2020-03,438308.0
금천구,2020-03,251370.0
영등포구,2020-03,404766.0
동작구,2020-03,407802.0
관악구,2020-03,516662.0
서초구,2020-03,434801.0
강남구,2020-03,549898.0
송파구,2020-03,680883.0
강동구,2020-03,457042.0
종로구,2020-04,160520.0
중구,2020-04,136030.0
용산구,2020-04,245362.0
성동구,2020-04,304851.0
광진구,2020-04,363925.0
동대문구,2020-04,360380.0
중랑구,2020-04,399415.0
성북구,2020-04,452290.0
강북구,2020-04,315395.0
도봉구,2020-04,331744.0
노원구,2020-04,533041.0
은평구,2020-04,483938.0
서대문구,2020-04,324224.0
마포구,2020-04,384957.0
양천구,2020-04,462034.0
강서구,2020-04,593203.0
구로구,2020-04,436707.0
금천구,2020-04,250554.0
영등포구,2020-04,405154.0
동작구,2020-04,406776.0
관악구,2020-04,516318.0
서초구,2020-04,433062.0
강남구,2020-04,546158.0
송파구,2020-04,678067.0
강동구,2020-04,461547.0
종로구,2020-05,160520.0
중구,2020-05,136030.0
용산구,2020-05,245362.0
성동구,2020-05,304851.0
광진구,2020-05,363925.0
동대문구,2020-05,360380.0
중랑구,2020-05,399415.0
성북구,2020-05,452290.0
강북구,2020-05,315395.0
도봉구,2020-05,331744.0
노원구,2020-05,533041.0
은평구,2020-05,483938.0
서대문구,2020-05,324224.0
마포구,2020-05,384957.0
양천구,2020-05,462034.0
강서구,2020-05,593203.0
구로구,2020-05,436707.0
금천구,2020-05,250554.0
영등포구,2020-05,405154.0
동작구,2020-05,406776.0
관악구,2020-05,516318.0
서초구,2020-05,433062.0
강남구,2020-05,546158.0
송파구,2020-05,678067.0
강동구,2020-05,461547.0
종로구,2020-06,160520.0
중구,2020-06,136030.0
용산구,2020-06,245362.0
성동구,2020-06,304851.0
광진구,2020-06,363925.0
동대문구,2020-06,360380.0
중랑구,2020-06,399415.0
성북구,2020-06,452290.0
강북구,2020-06,315395.0
도봉구,2020-06,331744.0
노원구,2020-06,533041.0
은평구,2020-06,483938.0
서대문구,2020-06,324224.0
마포구,2020-06,384957.0
양천구,2020-06,462034.0
강서구,2020-06,593203.0
구로구,2020-06,436707.0
금천구,2020-06,250554.0
영등포구,2020-06,405154.0
동작구,2020-06,406776.0
관악구,2020-06,516318.0
서초구,2020-06,433062.0
강남구,2020-06,546158.0
송파구,2020-06,678067.0
강동구,2020-06,461547.0
종로구,2020-07,159842.0
중구,2020-07,135321.0
용산구,2020-07,244953.0
성동구,2020-07,302695.0
광진구,2020-07,361923.0
동대문구,2020-07,358679.0
중랑구,2020-07,400989.0
성북구,2020-07,449871.0
강북구,2020-07,313550.0
도봉구,2020-07,329300.0
노원구,2020-07,529532.0
은평구,2020-07,485842.0
서대문구,2020-07,323860.0
마포구,2020-07,383494.0
양천구,2020-07,460048.0
강서구,2020-07,589536.0
구로구,2020-07,435751.0
금천구,2020-07,249641.0
영등포구,2020-07,405982.0
동작구,2020-07,404617.0
관악구,2020-07,514555.0
서초구,2020-07,429995.0
강남구,2020-07,544085.0
송파구,2020-07,676673.0
강동구,2020-07,462275.0
종로구,2020-08,159842.0
중구,2020-08,135321.0
용산구,2020-08,244953.0
성동구,2020-08,302695.0
광진구,2020-08,361923.0
동대문구,2020-08,358679.0
중랑구,2020-08,400989.0
성북구,2020-08,449871.0
강북구,2020-08,313550.0
도봉구,2020-08,329300.0
노원구,2020-08,529532.0
은평구,2020-08,485842.0
서대문구,2020-08,323860.0
마포구,2020-08,383494.0
양천구,2020-08,460048.0
강서구,2020-08,589536.0
구로구,2020-08,435751.0
금천구,2020-08,249641.0
영등포구,2020-08,405982.0
동작구,2020-08,404617.0
관악구,2020-08,514555.0
서초구,2020-08,429995.0
강남구,2020-08,544085.0
송파구,2020-08,676673.0
강동구,2020-08,462275.0
종로구,2020-09,159842.0
중구,2020-09,135321.0
용산구,2020-09,244953.0
성동구,2020-09,302695.0
광진구,2020-09,361923.0
동대문구,2020-09,358679.0
중랑구,2020-09,400989.0
성북구,2020-09,449871.0
강북구,2020-09,313550.0
도봉구,2020-09,329300.0
노원구,2020-09,529532.0
은평구,2020-09,485842.0
서대문구,2020-09,323860.0
마포구,2020-09,383494.0
양천구,2020-09,460048.0
강서구,2020-09,589536.0
구로구,2020-09,435751.0
금천구,2020-09,249641.0
영등포구,2020-09,405982.0
동작구,2020-09,404617.0
관악구,2020-09,514555.0
서초구,2020-09,429995.0
강남구,2020-09,544085.0
송파구,2020-09,676673.0
강동구,2020-09,462275.0
종로구,2020-10,158996.0
중구,2020-10,134635.0
용산구,2020-10,244645.0
성동구,2020-10,300505.0
광진구,2020-10,360109.0
동대문구,2020-10,357014.0
중랑구,2020-10,399562.0
성북구,2020-10,447056.0
강북구,2020-10,311569.0
도봉구,2020-10,327361.0
노원구,2020-10,527032.0
은평구,2020-10,484043.0
서대문구,2020-10,322952.0
마포구,2020-10,381858.0
양천구,2020-10,457781.0
강서구,2020-10,585901.0
구로구,2020-10,432488.0
금천구,2020-10,247835.0
영등포구,2020-10,407367.0
동작구,2020-10,401572.0
관악구,2020-10,509803.0
서초구,2020-10,429025.0
강남구,2020-10,544055.0
송파구,2020-10,673926.0
강동구,2020-10,463998.0
종로구,2020-11,158996.0
중구,2020-11,134635.0
용산구,2020-11,244645.0
성동구,2020-11,300505.0
광진구,2020-11,360109.0
동대문구,2020-11,357014.0
중랑구,2020-11,399562.0
성북구,2020-11,447056.0
강북구,2020-11,311569.0
도봉구,2020-11,327361.0
노원구,2020-11,527032.0
은평구,2020-11,484043.0
서대문구,2020-11,322952.0
마포구,2020-11,381858.0
양천구,2020-11,457781.0
강서구,2020-11,585901.0
구로구,2020-11,432488.0
금천구,2020-11,247835.0
영등포구,2020-11,407367.0
동작구,2020-11,401572.0
관악구,2020-11,509803.0
서초구,2020-11,429025.0
강남구,2020-11,544055.0
송파구,2020-11,673926.0
강동구,2020-11,463998.0
종로구,2020-12,158996.0
중구,2020-12,134635.0
용산구,2020-12,244645.0
성동구,2020-12,300505.0
광진구,2020-12,360109.0
동대문구,2020-12,357014.0
중랑구,2020-12,399562.0
성북구,2020-12,447056.0
강북구,2020-12,311569.0
도봉구,2020-12,327361.0
노원구,2020-12,527032.0
은평구,2020-12,484043.0
서대문구,2020-12,322952.0
마포구,2020-12,381858.0
양천구,2020-12,457781.0
강서구,2020-12,585901.0
구로구,2020-12,432488.0
금천구,2020-12,247835.0
영등포구,2020-12,407367.0
동작구,2020-12,401572.0
관악구,2020-12,509803.0
서초구,2020-12,429025.0
강남구,2020-12,544055.0
송파구,2020-12,673926.0
강동구,2020-12,463998.0
종로구,2021-01,156567.0
중구,2021-01,133708.0
용산구,2021-01,243336.0
성동구,2021-01,298421.0
광진구,2021-01,356191.0
동대문구,2021-01,352570.0
중랑구,2021-01,396807.0
성북구,2021-01,444295.0
강북구,2021-01,307537.0
도봉구,2021-01,323752.0
노원구,2021-01,522225.0
은평구,2021-01,479607.0
서대문구,2021-01,318814.0
마포구,2021-01,378216.0
양천구,2021-01,456019.0
강서구,2021-01,582804.0
구로구,2021-01,426675.0
금천구,2021-01,244564.0
영등포구,2021-01,403070.0
동작구,2021-01,398205.0
관악구,2021-01,504140.0
서초구,2021-01,425103.0
강남구,2021-01,539538.0
송파구,2021-01,667115.0
강동구,2021-01,468815.0
종로구,2021-02,156567.0
중구,2021-02,133708.0
용산구,2021-02,243336.0
성동구,2021-02,298421.0
광진구,2021-02,356191.0
동대문구,2021-02,352570.0
중랑구,2021-02,396807.0
성북구,2021-02,444295.0
강북구,2021-02,307537.0
도봉구,2021-02,323752.0
노원구,2021-02,522225.0
은평구,2021-02,479607.0
서대문구,2021-02,318814.0
마포구,2021-02,378216.0
양천구,2021-02,456019.0
강서구,2021-02,582804.0
구로구,2021-02,426675.0
금천구,2021-02,244564.0
영등포구,2021-02,403070.0
동작구,2021-02,398205.0
관악구,2021-02,504140.0
서초구,2021-02,425103.0
강남구,2021-02,539538.0
송파구,2021-02,667115.0
