district,metric,year,weather,count
성북구,사망자 (명),2021,맑음,13
성북구,사망자 (명),2021,비,2
성북구,사망자 (명),2021,안개,-
성북구,사망자 (명),2021,흐림,-
성북구,사망자 (명),2022,눈,-
성북구,사망자 (명),2022,맑음,6
성북구,사망자 (명),2022,비,1
성북구,사망자 (명),2022,안개,-
성북구,사망자 (명),2022,흐림,1
성북구,사망자 (명),2023,눈,-
성북구,사망자 (명),2023,맑음,6
성북구,사망자 (명),2023,비,1
성북구,사망자 (명),2023,안개,-
성북구,사망자 (명),2023,흐림,-
성북구,부상자 (명),2013,눈,33
성북구,부상자 (명),2013,맑음,1780
성북구,부상자 (명),2013,비,178
성북구,부상자 (명),2013,안개,1
성북구,부상자 (명),2013,흐림,152
성북구,부상자 (명),2014,눈,22
성북구,부상자 (명),2014,맑음,1969
성북구,부상자 (명),2014,비,119
성북구,부상자 (명),2014,안개,-
성북구,부상자 (명),2014,흐림,116
성북구,부상자 (명),2015,눈,1
성북구,부상자 (명),2015,맑음,1964
성북구,부상자 (명),2015,비,176
성북구,부상자 (명),2015,안개,-
성북구,부상자 (명),2015,흐림,141
성북구,부상자 (명),2016,눈,1
성북구,부상자 (명),2016,맑음,1831
성북구,부상자 (명),2016,비,124
성북구,부상자 (명),2016,안개,-
성북구,부상자 (명),2016,흐림,150
성북구,부상자 (명),2017,눈,14
성북구,부상자 (명),2017,맑음,1811
성북구,부상자 (명),2017,비,141
성북구,부상자 (명),2017,안개,3
성북구,부상자 (명),2017,흐림,98
성북구,부상자 (명),2018,눈,12
성북구,부상자 (명),2018,맑음,1659
성북구,부상자 (명),2018,비,157
성북구,부상자 (명),2018,안개,-
성북구,부상자 (명),2018,흐림,152
성북구,부상자 (명),2019,눈,3
성북구,부상자 (명),2019,맑음,1778
성북구,부상자 (명),2019,비,120
성북구,부상자 (명),2019,안개,-
성북구,부상자 (명),2019,흐림,104
성북구,부상자 (명),2020,눈,5
성북구,부상자 (명),2020,맑음,1431
성북구,부상자 (명),2020,비,118
성북구,부상자 (명),2020,안개,-
성북구,부상자 (명),2020,흐림,65
성북구,부상자 (명),2021,눈,11
성북구,부상자 (명),2021,맑음,1385
성북구,부상자 (명),2021,비,84
성북구,부상자 (명),2021,안개,-
성북구,부상자 (명),2021,흐림,83
성북구,부상자 (명),2022,눈,4
성북구,부상자 (명),2022,맑음,1473
성북구,부상자 (명),2022,비,93
성북구,부상자 (명),2022,안개,-
성북구,부상자 (명),2022,흐림,38
성북구,부상자 (명),2023,눈,15
성북구,부상자 (명),2023,맑음,1349
성북구,부상자 (명),2023,비,110
성북구,부상자 (명),2023,안개,-
성북구,부상자 (명),2023,흐림,34
강북구,발생건수 (건),2013,눈,8
강북구,발생건수 (건),2013,맑음,860
강북구,발생건수 (건),2013,비,85
강북구,발생건수 (건),2013,안개,-
강북구,발생건수 (건),2013,흐림,152
강북구,발생건수 (건),2014,눈,6
강북구,발생건수 (건),2014,맑음,967
강북구,발생건수 (건),2014,비,93
강북구,발생건수 (건),2014,안개,-
강북구,발생건수 (건),2014,흐림,245
강북구,발생건수 (건),2015,눈,1
강북구,발생건수 (건),2015,맑음,1025
강북구,발생건수 (건),2015,비,92
강북구,발생건수 (건),2015,안개,-
강북구,발생건수 (건),2015,흐림,142
강북구,발생건수 (건),2016,눈,3
강북구,발생건수 (건),2016,맑음,1014
강북구,발생건수 (건),2016,비,84
강북구,발생건수 (건),2016,안개,-
강북구,발생건수 (건),2016,흐림,121
강북구,발생건수 (건),2017,눈,13
강북구,발생건수 (건),2017,맑음,992
강북구,발생건수 (건),2017,비,65
강북구,발생건수 (건),2017,안개,-
강북구,발생건수 (건),2017,흐림,108
강북구,발생건수 (건),2018,눈,11
강북구,발생건수 (건),2018,맑음,963
강북구,발생건수 (건),2018,비,73
강북구,발생건수 (건),2018,안개,-
강북구,발생건수 (건),2018,흐림,166
강북구,발생건수 (건),2019,눈,1
강북구,발생건수 (건),2019,맑음,1034
강북구,발생건수 (건),2019,비,80
강북구,발생건수 (건),2019,안개,-
강북구,발생건수 (건),2019,흐림,162
강북구,발생건수 (건),2020,눈,3
강북구,발생건수 (건),2020,맑음,938
강북구,발생건수 (건),2020,비,88
강북구,발생건수 (건),2020,안개,-
강북구,발생건수 (건),2020,흐림,53
강북구,발생건수 (건),2021,눈,5
강북구,발생건수 (건),2021,맑음,934
강북구,발생건수 (건),2021,비,51
강북구,발생건수 (건),2021,안개,-
강북구,발생건수 (건),2021,흐림,26
강북구,발생건수 (건),2022,눈,3
강북구,발생건수 (건),2022,맑음,936
강북구,발생건수 (건),2022,비,72
강북구,발생건수 (건),2022,안개,-
강북구,발생건수 (건),2022,흐림,22
강북구,발생건수 (건),2023,눈,3
강북구,발생건수 (건),2023,맑음,869
강북구,발생건수 (건),2023,비,67
강북구,발생건수 (건),2023,안개,-
강북구,발생건수 (건),2023,흐림,32
강북구,사망자 (명),2013,눈,-
강북구,사망자 (명),2013,맑음,7
강북구,사망자 (명),2013,비,-
강북구,사망자 (명),2013,안개,-
강북구,사망자 (명),2013,흐림,3
강북구,사망자 (명),2014,눈,-
강북구,사망자 (명),2014,맑음,9
강북구,사망자 (명),2014,비,-
강북구,사망자 (명),2014,안개,-
강북구,사망자 (명),2014,흐림,3
강북구,사망자 (명),2015,눈,-
강북구,사망자 (명),2015,맑음,14
강북구,사망자 (명),2015,비,1
강북구,사망자 (명),2015,안개,-
강북구,사망자 (명),2015,흐림,1
강북구,사망자 (명),2016,눈,-
강북구,사망자 (명),2016,맑음,11
강북구,사망자 (명),2016,비,-
강북구,사망자 (명),2016,안개,-
강북구,사망자 (명),2016,흐림,4
강북구,사망자 (명),2017,눈,-
강북구,사망자 (명),2017,맑음,8
강북구,사망자 (명),2017,비,-
강북구,사망자 (명),2017,안개,-
강북구,사망자 (명),2017,흐림,1
강북구,사망자 (명),2018,눈,-
강북구,사망자 (명),2018,맑음,7
강북구,사망자 (명),2018,비,1
강북구,사망자 (명),2018,안개,-
강북구,사망자 (명),2018,흐림,5
강북구,사망자 (명),2019,눈,-
강북구,사망자 (명),2019,맑음,5
강북구,사망자 (명),2019,비,1
강북구,사망자 (명),2019,안개,-
강북구,사망자 (명),2019,흐림,1
강북구,사망자 (명),2020,눈,-
강북구,사망자 (명),2020,맑음,3
강북구,사망자 (명),2020,비,-
강북구,사망자 (명),2020,안개,-
강북구,사망자 (명),2020,흐림,-
강북구,사망자 (명),2021,눈,-
강북구,사망자 (명),2021,맑음,5
강북구,사망자 (명),2021,비,1
강북구,사망자 (명),2021,안개,-
강북구,사망자 (명),2021,흐림,-
강북구,사망자 (명),2022,눈,-
강북구,사망자 (명),2022,맑음,5
강북구,사망자 (명),2022,비,1
강북구,사망자 (명),2022,안개,-
강북구,사망자 (명),2022,흐림,-
강북구,사망자 (명),2023,눈,-
강북구,사망자 (명),2023,맑음,4
강북구,사망자 (명),2023,비,-
강북구,사망자 (명),2023,안개,-
강북구,사망자 (명),2023,흐림,1
강북구,부상자 (명),2013,눈,10
강북구,부상자 (명),2013,맑음,1183
강북구,부상자 (명),2013,비,112
강북구,부상자 (명),2013,안개,-
강북구,부상자 (명),2013,흐림,217
강북구,부상자 (명),2014,눈,8
강북구,부상자 (명),2014,맑음,1324
강북구,부상자 (명),2014,비,111
강북구,부상자 (명),2014,안개,-
강북구,부상자 (명),2014,흐림,328
강북구,부상자 (명),2015,눈,1
강북구,부상자 (명),2015,맑음,1370
강북구,부상자 (명),2015,비,130
강북구,부상자 (명),2015,안개,-
강북구,부상자 (명),2015,흐림,176
강북구,부상자 (명),2016,눈,3
강북구,부상자 (명),2016,맑음,1379
강북구,부상자 (명),2016,비,128
강북구,부상자 (명),2016,안개,-
강북구,부상자 (명),2016,흐림,163
강북구,부상자 (명),2017,눈,26
강북구,부상자 (명),2017,맑음,1291
강북구,부상자 (명),2017,비,82
강북구,부상자 (명),2017,안개,-
강북구,부상자 (명),2017,흐림,139
강북구,부상자 (명),2018,눈,15
강북구,부상자 (명),2018,맑음,1283
강북구,부상자 (명),2018,비,107
강북구,부상자 (명),2018,안개,-
강북구,부상자 (명),2018,흐림,225
강북구,부상자 (명),2019,눈,1
강북구,부상자 (명),2019,맑음,1366
강북구,부상자 (명),2019,비,110
강북구,부상자 (명),2019,안개,-
강북구,부상자 (명),2019,흐림,229
강북구,부상자 (명),2020,눈,3
강북구,부상자 (명),2020,맑음,1236
강북구,부상자 (명),2020,비,113
강북구,부상자 (명),2020,안개,-
강북구,부상자 (명),2020,흐림,63
강북구,부상자 (명),2021,눈,5
강북구,부상자 (명),2021,맑음,1191
강북구,부상자 (명),2021,비,64
강북구,부상자 (명),2021,안개,-
강북구,부상자 (명),2021,흐림,40
강북구,부상자 (명),2022,눈,3
강북구,부상자 (명),2022,맑음,1131
강북구,부상자 (명),2022,비,89
강북구,부상자 (명),2022,안개,-
강북구,부상자 (명),2022,흐림,30
강북구,부상자 (명),2023,눈,3
강북구,부상자 (명),2023,맑음,1087
강북구,부상자 (명),2023,비,89
강북구,부상자 (명),2023,안개,-
강북구,부상자 (명),2023,흐림,37
도봉구,발생건수 (건),2013,눈,9
도봉구,발생건수 (건),2013,맑음,736
도봉구,발생건수 (건),2013,비,60
도봉구,발생건수 (건),2013,안개,-
도봉구,발생건수 (건),2013,흐림,70
도봉구,발생건수 (건),2014,눈,6
도봉구,발생건수 (건),2014,맑음,765
도봉구,발생건수 (건),2014,비,55
도봉구,발생건수 (건),2014,안개,-
도봉구,발생건수 (건),2014,흐림,39
도봉구,발생건수 (건),2015,눈,3
도봉구,발생건수 (건),2015,맑음,800
도봉구,발생건수 (건),2015,비,82
도봉구,발생건수 (건),2015,안개,-
도봉구,발생건수 (건),2015,흐림,29
도봉구,발생건수 (건),2016,눈,2
도봉구,발생건수 (건),2016,맑음,832
도봉구,발생건수 (건),2016,비,75
도봉구,발생건수 (건),2016,안개,-
도봉구,발생건수 (건),2016,흐림,26
도봉구,발생건수 (건),2017,눈,4
도봉구,발생건수 (건),2017,맑음,807
도봉구,발생건수 (건),2017,비,61
도봉구,발생건수 (건),2017,안개,-
도봉구,발생건수 (건),2017,흐림,70
도봉구,발생건수 (건),2018,눈,4
도봉구,발생건수 (건),2018,맑음,709
도봉구,발생건수 (건),2018,비,66
도봉구,발생건수 (건),2018,안개,-
도봉구,발생건수 (건),2018,흐림,45
도봉구,발생건수 (건),2019,눈,1
도봉구,발생건수 (건),2019,맑음,743
도봉구,발생건수 (건),2019,비,55
도봉구,발생건수 (건),2019,안개,-
도봉구,발생건수 (건),2019,흐림,53
도봉구,발생건수 (건),2020,눈,2
도봉구,발생건수 (건),2020,맑음,618
도봉구,발생건수 (건),2020,비,66
도봉구,발생건수 (건),2020,안개,-
도봉구,발생건수 (건),2020,흐림,54
도봉구,발생건수 (건),2021,눈,3
도봉구,발생건수 (건),2021,맑음,497
도봉구,발생건수 (건),2021,비,34
도봉구,발생건수 (건),2021,안개,-
도봉구,발생건수 (건),2021,흐림,34
도봉구,발생건수 (건),2022,눈,1
도봉구,발생건수 (건),2022,맑음,459
도봉구,발생건수 (건),2022,비,38
도봉구,발생건수 (건),2022,안개,-
도봉구,발생건수 (건),2022,흐림,19
도봉구,발생건수 (건),2023,눈,1
도봉구,발생건수 (건),2023,맑음,467
도봉구,발생건수 (건),2023,비,43
도봉구,발생건수 (건),2023,안개,-
도봉구,발생건수 (건),2023,흐림,17
도봉구,사망자 (명),2013,눈,-
도봉구,사망자 (명),2013,맑음,7
도봉구,사망자 (명),2013,비,-
도봉구,사망자 (명),2013,안개,-
도봉구,사망자 (명),2013,흐림,-
도봉구,사망자 (명),2014,눈,-
도봉구,사망자 (명),2014,맑음,12
도봉구,사망자 (명),2014,비,1
도봉구,사망자 (명),2014,안개,-
도봉구,사망자 (명),2014,흐림,1
도봉구,사망자 (명),2015,눈,-
도봉구,사망자 (명),2015,맑음,8
도봉구,사망자 (명),2015,비,-
도봉구,사망자 (명),2015,안개,-
도봉구,사망자 (명),2015,흐림,-
도봉구,사망자 (명),2016,눈,-
도봉구,사망자 (명),2016,맑음,10
도봉구,사망자 (명),2016,비,1
도봉구,사망자 (명),2016,안개,-
도봉구,사망자 (명),2016,흐림,-
도봉구,사망자 (명),2017,눈,-
도봉구,사망자 (명),2017,맑음,8
도봉구,사망자 (명),2017,비,-
도봉구,사망자 (명),2017,안개,-
도봉구,사망자 (명),2017,흐림,1
도봉구,사망자 (명),2018,눈,-
도봉구,사망자 (명),2018,맑음,5
도봉구,사망자 (명),2018,비,1
도봉구,사망자 (명),2018,안개,-
도봉구,사망자 (명),2018,흐림,-
도봉구,사망자 (명),2019,눈,-
도봉구,사망자 (명),2019,맑음,3
도봉구,사망자 (명),2019,비,-
도봉구,사망자 (명),2019,안개,-
도봉구,사망자 (명),2019,흐림,1
도봉구,사망자 (명),2020,눈,-
도봉구,사망자 (명),2020,맑음,7
도봉구,사망자 (명),2020,비,-
도봉구,사망자 (명),2020,안개,-
도봉구,사망자 (명),2020,흐림,-
도봉구,사망자 (명),2021,눈,-
도봉구,사망자 (명),2021,맑음,3
도봉구,사망자 (명),2021,비,-
도봉구,사망자 (명),2021,안개,-
도봉구,사망자 (명),2021,흐림,-
도봉구,사망자 (명),2022,눈,-
도봉구,사망자 (명),2022,맑음,1
도봉구,사망자 (명),2022,비,-
도봉구,사망자 (명),2022,안개,-
도봉구,사망자 (명),2022,흐림,1
도봉구,사망자 (명),2023,눈,-
도봉구,사망자 (명),2023,맑음,7
도봉구,사망자 (명),2023,비,-
도봉구,사망자 (명),2023,안개,-
도봉구,사망자 (명),2023,흐림,-
도봉구,부상자 (명),2013,눈,13
도봉구,부상자 (명),2013,맑음,997
도봉구,부상자 (명),2013,비,75
도봉구,부상자 (명),2013,안개,-
도봉구,부상자 (명),2013,흐림,95
도봉구,부상자 (명),2014,눈,12
도봉구,부상자 (명),2014,맑음,997
도봉구,부상자 (명),2014,비,79
도봉구,부상자 (명),2014,안개,-
도봉구,부상자 (명),2014,흐림,49
도봉구,부상자 (명),2015,눈,8
도봉구,부상자 (명),2015,맑음,1079
도봉구,부상자 (명),2015,비,120
도봉구,부상자 (명),2015,안개,-
도봉구,부상자 (명),2015,흐림,48
도봉구,부상자 (명),2016,눈,2
도봉구,부상자 (명),2016,맑음,1128
도봉구,부상자 (명),2016,비,117
도봉구,부상자 (명),2016,안개,-
도봉구,부상자 (명),2016,흐림,43
도봉구,부상자 (명),2017,눈,5
도봉구,부상자 (명),2017,맑음,1053
도봉구,부상자 (명),2017,비,80
도봉구,부상자 (명),2017,안개,-
도봉구,부상자 (명),2017,흐림,98
도봉구,부상자 (명),2018,눈,7
도봉구,부상자 (명),2018,맑음,906
도봉구,부상자 (명),2018,비,85
도봉구,부상자 (명),2018,안개,-
도봉구,부상자 (명),2018,흐림,63
도봉구,부상자 (명),2019,눈,1
도봉구,부상자 (명),2019,맑음,1008
도봉구,부상자 (명),2019,비,78
도봉구,부상자 (명),2019,안개,-
도봉구,부상자 (명),2019,흐림,76
도봉구,부상자 (명),2020,눈,5
도봉구,부상자 (명),2020,맑음,815
도봉구,부상자 (명),2020,비,90
도봉구,부상자 (명),2020,안개,-
도봉구,부상자 (명),2020,흐림,79
도봉구,부상자 (명),2021,눈,3
도봉구,부상자 (명),2021,맑음,638
도봉구,부상자 (명),2021,비,47
도봉구,부상자 (명),2021,안개,-
도봉구,부상자 (명),2021,흐림,51
도봉구,부상자 (명),2022,눈,1
도봉구,부상자 (명),2022,맑음,618
도봉구,부상자 (명),2022,비,47
도봉구,부상자 (명),2022,안개,-
도봉구,부상자 (명),2022,흐림,23
도봉구,부상자 (명),2023,눈,2
도봉구,부상자 (명),2023,맑음,601
도봉구,부상자 (명),2023,비,53
도봉구,부상자 (명),2023,안개,-
도봉구,부상자 (명),2023,흐림,27
노원구,발생건수 (건),2013,눈,18
노원구,발생건수 (건),2013,맑음,1271
노원구,발생건수 (건),2013,비,126
노원구,발생건수 (건),2013,안개,-
노원구,발생건수 (건),2013,흐림,106
노원구,발생건수 (건),2014,눈,10
노원구,발생건수 (건),2014,맑음,1364
노원구,발생건수 (건),2014,비,90
노원구,발생건수 (건),2014,안개,-
노원구,발생건수 (건),2014,흐림,47
노원구,발생건수 (건),2015,눈,8
노원구,발생건수 (건),2015,맑음,1308
노원구,발생건수 (건),2015,비,99
노원구,발생건수 (건),2015,안개,1
노원구,발생건수 (건),2015,흐림,43
노원구,발생건수 (건),2016,눈,7
노원구,발생건수 (건),2016,맑음,1378
노원구,발생건수 (건),2016,비,103
노원구,발생건수 (건),2016,안개,-
노원구,발생건수 (건),2016,흐림,47
노원구,발생건수 (건),2017,눈,13
노원구,발생건수 (건),2017,맑음,1348
노원구,발생건수 (건),2017,비,99
노원구,발생건수 (건),2017,안개,-
노원구,발생건수 (건),2017,흐림,39
노원구,발생건수 (건),2018,눈,10
노원구,발생건수 (건),2018,맑음,1324
노원구,발생건수 (건),2018,비,125
노원구,발생건수 (건),2018,안개,-
노원구,발생건수 (건),2018,흐림,94
노원구,발생건수 (건),2019,눈,3
노원구,발생건수 (건),2019,맑음,1518
노원구,발생건수 (건),2019,비,111
노원구,발생건수 (건),2019,안개,-
노원구,발생건수 (건),2019,흐림,70
노원구,발생건수 (건),2020,눈,5
노원구,발생건수 (건),2020,맑음,1273
노원구,발생건수 (건),2020,비,105
노원구,발생건수 (건),2020,안개,-
노원구,발생건수 (건),2020,흐림,77
노원구,발생건수 (건),2021,눈,6
노원구,발생건수 (건),2021,맑음,1255
노원구,발생건수 (건),2021,비,90
노원구,발생건수 (건),2021,안개,-
노원구,발생건수 (건),2021,흐림,50
노원구,발생건수 (건),2022,눈,10
노원구,발생건수 (건),2022,맑음,1240
노원구,발생건수 (건),2022,비,69
노원구,발생건수 (건),2022,안개,-
노원구,발생건수 (건),2022,흐림,56
노원구,발생건수 (건),2023,눈,5
노원구,발생건수 (건),2023,맑음,1247
노원구,발생건수 (건),2023,비,82
노원구,발생건수 (건),2023,안개,1
노원구,발생건수 (건),2023,흐림,27
노원구,사망자 (명),2013,눈,-
노원구,사망자 (명),2013,맑음,11
노원구,사망자 (명),2013,비,2
노원구,사망자 (명),2013,안개,-
노원구,사망자 (명),2013,흐림,-
노원구,사망자 (명),2014,눈,1
노원구,사망자 (명),2014,맑음,13
노원구,사망자 (명),2014,비,1
노원구,사망자 (명),2014,안개,-
노원구,사망자 (명),2014,흐림,2
노원구,사망자 (명),2015,눈,-
노원구,사망자 (명),2015,맑음,13
노원구,사망자 (명),2015,비,2
노원구,사망자 (명),2015,안개,-
노원구,사망자 (명),2015,흐림,-
노원구,사망자 (명),2016,눈,-
노원구,사망자 (명),2016,맑음,13
노원구,사망자 (명),2016,비,-
노원구,사망자 (명),2016,안개,-
노원구,사망자 (명),2016,흐림,-
노원구,사망자 (명),2017,눈,-
노원구,사망자 (명),2017,맑음,10
노원구,사망자 (명),2017,비,-
노원구,사망자 (명),2017,안개,-
노원구,사망자 (명),2017,흐림,1
노원구,사망자 (명),2018,눈,-
노원구,사망자 (명),2018,맑음,14
노원구,사망자 (명),2018,비,-
노원구,사망자 (명),2018,안개,-
노원구,사망자 (명),2018,흐림,-
노원구,사망자 (명),2019,눈,-
노원구,사망자 (명),2019,맑음,7
노원구,사망자 (명),2019,비,-
노원구,사망자 (명),2019,안개,-
노원구,사망자 (명),2019,흐림,1
노원구,사망자 (명),2020,눈,-
노원구,사망자 (명),2020,맑음,5
노원구,사망자 (명),2020,비,-
노원구,사망자 (명),2020,안개,-
노원구,사망자 (명),2020,흐림,-
노원구,사망자 (명),2021,눈,-
노원구,사망자 (명),2021,맑음,6
노원구,사망자 (명),2021,비,-
노원구,사망자 (명),2021,안개,-
노원구,사망자 (명),2021,흐림,2
노원구,사망자 (명),2022,눈,-
노원구,사망자 (명),2022,맑음,6
노원구,사망자 (명),2022,비,-
노원구,사망자 (명),2022,안개,-
노원구,사망자 (명),2022,흐림,-
노원구,사망자 (명),2023,눈,-
노원구,사망자 (명),2023,맑음,7
노원구,사망자 (명),2023,비,2
노원구,사망자 (명),2023,안개,-
노원구,사망자 (명),2023,흐림,-
노원구,부상자 (명),2013,눈,29
노원구,부상자 (명),2013,맑음,1811
노원구,부상자 (명),2013,비,176
노원구,부상자 (명),2013,안개,-
노원구,부상자 (명),2013,흐림,158
노원구,부상자 (명),2014,눈,14
노원구,부상자 (명),2014,맑음,1843
노원구,부상자 (명),2014,비,112
노원구,부상자 (명),2014,안개,-
노원구,부상자 (명),2014,흐림,64
노원구,부상자 (명),2015,눈,15
노원구,부상자 (명),2015,맑음,1892
노원구,부상자 (명),2015,비,138
노원구,부상자 (명),2015,안개,1
노원구,부상자 (명),2015,흐림,52
노원구,부상자 (명),2016,눈,9
노원구,부상자 (명),2016,맑음,1965
노원구,부상자 (명),2016,비,166
노원구,부상자 (명),2016,안개,-
노원구,부상자 (명),2016,흐림,76
노원구,부상자 (명),2017,눈,23
노원구,부상자 (명),2017,맑음,1829
노원구,부상자 (명),2017,비,136
노원구,부상자 (명),2017,안개,-
노원구,부상자 (명),2017,흐림,67
노원구,부상자 (명),2018,눈,11
노원구,부상자 (명),2018,맑음,1858
노원구,부상자 (명),2018,비,196
노원구,부상자 (명),2018,안개,-
노원구,부상자 (명),2018,흐림,138
노원구,부상자 (명),2019,눈,6
노원구,부상자 (명),2019,맑음,2072
노원구,부상자 (명),2019,비,134
노원구,부상자 (명),2019,안개,-
노원구,부상자 (명),2019,흐림,89
노원구,부상자 (명),2020,눈,7
노원구,부상자 (명),2020,맑음,1754
노원구,부상자 (명),2020,비,147
노원구,부상자 (명),2020,안개,-
노원구,부상자 (명),2020,흐림,106
노원구,부상자 (명),2021,눈,7
노원구,부상자 (명),2021,맑음,1737
노원구,부상자 (명),2021,비,125
노원구,부상자 (명),2021,안개,-
노원구,부상자 (명),2021,흐림,55
노원구,부상자 (명),2022,눈,12
노원구,부상자 (명),2022,맑음,1724
노원구,부상자 (명),2022,비,95
노원구,부상자 (명),2022,안개,-
노원구,부상자 (명),2022,흐림,71
노원구,부상자 (명),2023,눈,6
노원구,부상자 (명),2023,맑음,1716
노원구,부상자 (명),2023,비,102
노원구,부상자 (명),2023,안개,2
노원구,부상자 (명),2023,흐림,37
은평구,발생건수 (건),2013,눈,16
은평구,발생건수 (건),2013,맑음,1052
은평구,발생건수 (건),2013,비,101
은평구,발생건수 (건),2013,안개,-
은평구,발생건수 (건),2013,흐림,78
은평구,발생건수 (건),2014,눈,9
은평구,발생건수 (건),2014,맑음,1147
은평구,발생건수 (건),2014,비,71
은평구,발생건수 (건),2014,안개,-
은평구,발생건수 (건),2014,흐림,88
은평구,발생건수 (건),2015,눈,2
은평구,발생건수 (건),2015,맑음,1048
은평구,발생건수 (건),2015,비,94
은평구,발생건수 (건),2015,안개,-
은평구,발생건수 (건),2015,흐림,52
은평구,발생건수 (건),2016,눈,8
은평구,발생건수 (건),2016,맑음,974
은평구,발생건수 (건),2016,비,76
은평구,발생건수 (건),2016,안개,-
은평구,발생건수 (건),2016,흐림,57
은평구,발생건수 (건),2017,눈,8
은평구,발생건수 (건),2017,맑음,930
은평구,발생건수 (건),2017,비,55
은평구,발생건수 (건),2017,안개,-
은평구,발생건수 (건),2017,흐림,64
은평구,발생건수 (건),2018,눈,5
은평구,발생건수 (건),2018,맑음,1013
은평구,발생건수 (건),2018,비,71
은평구,발생건수 (건),2018,안개,-
은평구,발생건수 (건),2018,흐림,40
은평구,발생건수 (건),2019,눈,5
은평구,발생건수 (건),2019,맑음,1018
은평구,발생건수 (건),2019,비,65
은평구,발생건수 (건),2019,안개,1
은평구,발생건수 (건),2019,흐림,28
은평구,발생건수 (건),2020,눈,4
은평구,발생건수 (건),2020,맑음,828
은평구,발생건수 (건),2020,비,83
은평구,발생건수 (건),2020,안개,-
은평구,발생건수 (건),2020,흐림,35
은평구,발생건수 (건),2021,눈,3
은평구,발생건수 (건),2021,맑음,777
은평구,발생건수 (건),2021,비,56
은평구,발생건수 (건),2021,안개,-
은평구,발생건수 (건),2021,흐림,29
은평구,발생건수 (건),2022,눈,1
은평구,발생건수 (건),2022,맑음,840
은평구,발생건수 (건),2022,비,44
은평구,발생건수 (건),2022,안개,-
은평구,발생건수 (건),2022,흐림,28
은평구,발생건수 (건),2023,눈,5
은평구,발생건수 (건),2023,맑음,918
은평구,발생건수 (건),2023,비,93
은평구,발생건수 (건),2023,안개,-
은평구,발생건수 (건),2023,흐림,21
은평구,사망자 (명),2013,눈,-
은평구,사망자 (명),2013,맑음,8
은평구,사망자 (명),2013,비,-
은평구,사망자 (명),2013,안개,-
은평구,사망자 (명),2013,흐림,-
은평구,사망자 (명),2014,눈,-
은평구,사망자 (명),2014,맑음,7
은평구,사망자 (명),2014,비,1
은평구,사망자 (명),2014,안개,-
은평구,사망자 (명),2014,흐림,3
은평구,사망자 (명),2015,눈,-
은평구,사망자 (명),2015,맑음,12
은평구,사망자 (명),2015,비,2
은평구,사망자 (명),2015,안개,-
은평구,사망자 (명),2015,흐림,2
은평구,사망자 (명),2016,눈,-
은평구,사망자 (명),2016,맑음,12
은평구,사망자 (명),2016,비,2
은평구,사망자 (명),2016,안개,-
은평구,사망자 (명),2016,흐림,-
은평구,사망자 (명),2017,눈,-
은평구,사망자 (명),2017,맑음,9
은평구,사망자 (명),2017,비,2
은평구,사망자 (명),2017,안개,-
은평구,사망자 (명),2017,흐림,1
은평구,사망자 (명),2018,눈,-
은평구,사망자 (명),2018,맑음,12
은평구,사망자 (명),2018,비,-
은평구,사망자 (명),2018,안개,-
은평구,사망자 (명),2018,흐림,-
은평구,사망자 (명),2019,눈,-
은평구,사망자 (명),2019,맑음,7
은평구,사망자 (명),2019,비,-
은평구,사망자 (명),2019,안개,-
은평구,사망자 (명),2019,흐림,-
은평구,사망자 (명),2020,눈,-
은평구,사망자 (명),2020,맑음,11
은평구,사망자 (명),2020,비,3
은평구,사망자 (명),2020,안개,-
은평구,사망자 (명),2020,흐림,-
은평구,사망자 (명),2021,눈,-
은평구,사망자 (명),2021,맑음,11
은평구,사망자 (명),2021,비,-
은평구,사망자 (명),2021,안개,-
은평구,사망자 (명),2021,흐림,-
은평구,사망자 (명),2022,눈,-
은평구,사망자 (명),2022,맑음,7
은평구,사망자 (명),2022,비,1
은평구,사망자 (명),2022,안개,-
은평구,사망자 (명),2022,흐림,1
은평구,사망자 (명),2023,눈,-
은평구,사망자 (명),2023,맑음,6
은평구,사망자 (명),2023,비,-
은평구,사망자 (명),2023,안개,-
은평구,사망자 (명),2023,흐림,1
은평구,부상자 (명),2013,눈,24
은평구,부상자 (명),2013,맑음,1396
은평구,부상자 (명),2013,비,151
은평구,부상자 (명),2013,안개,-
은평구,부상자 (명),2013,흐림,106
은평구,부상자 (명),2014,눈,20
은평구,부상자 (명),2014,맑음,1643
은평구,부상자 (명),2014,비,90
은평구,부상자 (명),2014,안개,-
은평구,부상자 (명),2014,흐림,118
은평구,부상자 (명),2015,눈,8
은평구,부상자 (명),2015,맑음,1442
은평구,부상자 (명),2015,비,138
은평구,부상자 (명),2015,안개,-
은평구,부상자 (명),2015,흐림,76
은평구,부상자 (명),2016,눈,9
은평구,부상자 (명),2016,맑음,1321
은평구,부상자 (명),2016,비,99
은평구,부상자 (명),2016,안개,-
은평구,부상자 (명),2016,흐림,82
은평구,부상자 (명),2017,눈,8
은평구,부상자 (명),2017,맑음,1310
은평구,부상자 (명),2017,비,75
은평구,부상자 (명),2017,안개,-
은평구,부상자 (명),2017,흐림,84
은평구,부상자 (명),2018,눈,7
은평구,부상자 (명),2018,맑음,1419
은평구,부상자 (명),2018,비,91
은평구,부상자 (명),2018,안개,-
은평구,부상자 (명),2018,흐림,56
은평구,부상자 (명),2019,눈,7
