district,metric,year,weather,count
구로구,발생건수 (건),2016,흐림,46
구로구,발생건수 (건),2017,눈,11
구로구,발생건수 (건),2017,맑음,1301
구로구,발생건수 (건),2017,비,70
구로구,발생건수 (건),2017,안개,-
구로구,발생건수 (건),2017,흐림,42
구로구,발생건수 (건),2018,눈,4
구로구,발생건수 (건),2018,맑음,1375
구로구,발생건수 (건),2018,비,108
구로구,발생건수 (건),2018,안개,-
구로구,발생건수 (건),2018,흐림,34
구로구,발생건수 (건),2019,눈,1
구로구,발생건수 (건),2019,맑음,1353
구로구,발생건수 (건),2019,비,92
구로구,발생건수 (건),2019,안개,-
구로구,발생건수 (건),2019,흐림,32
구로구,발생건수 (건),2020,눈,1
구로구,발생건수 (건),2020,맑음,1180
구로구,발생건수 (건),2020,비,93
구로구,발생건수 (건),2020,안개,-
구로구,발생건수 (건),2020,흐림,45
구로구,발생건수 (건),2021,눈,7
구로구,발생건수 (건),2021,맑음,1198
구로구,발생건수 (건),2021,비,93
구로구,발생건수 (건),2021,안개,-
구로구,발생건수 (건),2021,흐림,22
구로구,발생건수 (건),2022,눈,5
구로구,발생건수 (건),2022,맑음,1135
구로구,발생건수 (건),2022,비,69
구로구,발생건수 (건),2022,안개,1
구로구,발생건수 (건),2022,흐림,23
구로구,발생건수 (건),2023,눈,3
구로구,발생건수 (건),2023,맑음,1231
구로구,발생건수 (건),2023,비,88
구로구,발생건수 (건),2023,안개,1
구로구,발생건수 (건),2023,흐림,31
구로구,사망자 (명),2013,눈,-
구로구,사망자 (명),2013,맑음,15
구로구,사망자 (명),2013,비,2
구로구,사망자 (명),2013,안개,-
구로구,사망자 (명),2013,흐림,1
구로구,사망자 (명),2014,눈,1
구로구,사망자 (명),2014,맑음,18
구로구,사망자 (명),2014,비,-
구로구,사망자 (명),2014,안개,-
구로구,사망자 (명),2014,흐림,-
구로구,사망자 (명),2015,눈,-
구로구,사망자 (명),2015,맑음,16
구로구,사망자 (명),2015,비,2
구로구,사망자 (명),2015,안개,-
구로구,사망자 (명),2015,흐림,1
구로구,사망자 (명),2016,눈,-
구로구,사망자 (명),2016,맑음,7
구로구,사망자 (명),2016,비,1
구로구,사망자 (명),2016,안개,-
구로구,사망자 (명),2016,흐림,1
구로구,사망자 (명),2017,눈,-
구로구,사망자 (명),2017,맑음,11
구로구,사망자 (명),2017,비,-
구로구,사망자 (명),2017,안개,-
구로구,사망자 (명),2017,흐림,1
구로구,사망자 (명),2018,눈,-
구로구,사망자 (명),2018,맑음,12
구로구,사망자 (명),2018,비,1
구로구,사망자 (명),2018,안개,-
구로구,사망자 (명),2018,흐림,-
구로구,사망자 (명),2019,눈,-
구로구,사망자 (명),2019,맑음,12
구로구,사망자 (명),2019,비,1
구로구,사망자 (명),2019,안개,-
구로구,사망자 (명),2019,흐림,-
구로구,사망자 (명),2020,눈,-
구로구,사망자 (명),2020,맑음,9
구로구,사망자 (명),2020,비,-
구로구,사망자 (명),2020,안개,-
구로구,사망자 (명),2020,흐림,1
구로구,사망자 (명),2021,눈,-
구로구,사망자 (명),2021,맑음,9
구로구,사망자 (명),2021,비,-
구로구,사망자 (명),2021,안개,-
구로구,사망자 (명),2021,흐림,-
구로구,사망자 (명),2022,눈,-
구로구,사망자 (명),2022,맑음,11
구로구,사망자 (명),2022,비,1
구로구,사망자 (명),2022,안개,-
구로구,사망자 (명),2022,흐림,-
구로구,사망자 (명),2023,눈,-
구로구,사망자 (명),2023,맑음,5
구로구,사망자 (명),2023,비,-
구로구,사망자 (명),2023,안개,-
구로구,사망자 (명),2023,흐림,-
구로구,부상자 (명),2013,눈,13
구로구,부상자 (명),2013,맑음,1879
구로구,부상자 (명),2013,비,173
구로구,부상자 (명),2013,안개,-
구로구,부상자 (명),2013,흐림,98
구로구,부상자 (명),2014,눈,12
구로구,부상자 (명),2014,맑음,1927
구로구,부상자 (명),2014,비,194
구로구,부상자 (명),2014,안개,-
구로구,부상자 (명),2014,흐림,71
구로구,부상자 (명),2015,눈,6
구로구,부상자 (명),2015,맑음,1830
구로구,부상자 (명),2015,비,211
구로구,부상자 (명),2015,안개,-
구로구,부상자 (명),2015,흐림,79
구로구,부상자 (명),2016,눈,7
구로구,부상자 (명),2016,맑음,1924
구로구,부상자 (명),2016,비,132
구로구,부상자 (명),2016,안개,1
구로구,부상자 (명),2016,흐림,74
구로구,부상자 (명),2017,눈,12
구로구,부상자 (명),2017,맑음,1761
구로구,부상자 (명),2017,비,110
구로구,부상자 (명),2017,안개,-
구로구,부상자 (명),2017,흐림,63
구로구,부상자 (명),2018,눈,7
구로구,부상자 (명),2018,맑음,1917
구로구,부상자 (명),2018,비,139
구로구,부상자 (명),2018,안개,-
구로구,부상자 (명),2018,흐림,50
구로구,부상자 (명),2019,눈,1
구로구,부상자 (명),2019,맑음,1837
구로구,부상자 (명),2019,비,144
구로구,부상자 (명),2019,안개,-
구로구,부상자 (명),2019,흐림,44
구로구,부상자 (명),2020,눈,1
구로구,부상자 (명),2020,맑음,1598
구로구,부상자 (명),2020,비,145
구로구,부상자 (명),2020,안개,-
구로구,부상자 (명),2020,흐림,60
구로구,부상자 (명),2021,눈,9
구로구,부상자 (명),2021,맑음,1536
구로구,부상자 (명),2021,비,122
구로구,부상자 (명),2021,안개,-
구로구,부상자 (명),2021,흐림,26
구로구,부상자 (명),2022,눈,7
구로구,부상자 (명),2022,맑음,1508
구로구,부상자 (명),2022,비,96
구로구,부상자 (명),2022,안개,1
구로구,부상자 (명),2022,흐림,27
구로구,부상자 (명),2023,눈,3
구로구,부상자 (명),2023,맑음,1652
구로구,부상자 (명),2023,비,129
구로구,부상자 (명),2023,안개,3
구로구,부상자 (명),2023,흐림,48
금천구,발생건수 (건),2013,눈,11
금천구,발생건수 (건),2013,맑음,777
금천구,발생건수 (건),2013,비,92
금천구,발생건수 (건),2013,안개,-
금천구,발생건수 (건),2013,흐림,47
금천구,발생건수 (건),2014,눈,11
금천구,발생건수 (건),2014,맑음,888
금천구,발생건수 (건),2014,비,68
금천구,발생건수 (건),2014,안개,-
금천구,발생건수 (건),2014,흐림,51
금천구,발생건수 (건),2015,눈,3
금천구,발생건수 (건),2015,맑음,796
금천구,발생건수 (건),2015,비,68
금천구,발생건수 (건),2015,안개,-
금천구,발생건수 (건),2015,흐림,44
금천구,발생건수 (건),2016,눈,5
금천구,발생건수 (건),2016,맑음,699
금천구,발생건수 (건),2016,비,45
금천구,발생건수 (건),2016,안개,-
금천구,발생건수 (건),2016,흐림,26
금천구,발생건수 (건),2017,눈,5
금천구,발생건수 (건),2017,맑음,720
금천구,발생건수 (건),2017,비,35
금천구,발생건수 (건),2017,안개,-
금천구,발생건수 (건),2017,흐림,25
금천구,발생건수 (건),2018,눈,7
금천구,발생건수 (건),2018,맑음,788
금천구,발생건수 (건),2018,비,86
금천구,발생건수 (건),2018,안개,-
금천구,발생건수 (건),2018,흐림,31
금천구,발생건수 (건),2019,눈,1
금천구,발생건수 (건),2019,맑음,821
금천구,발생건수 (건),2019,비,54
금천구,발생건수 (건),2019,안개,-
금천구,발생건수 (건),2019,흐림,43
금천구,발생건수 (건),2020,눈,-
금천구,발생건수 (건),2020,맑음,698
금천구,발생건수 (건),2020,비,58
금천구,발생건수 (건),2020,안개,-
금천구,발생건수 (건),2020,흐림,50
금천구,발생건수 (건),2021,눈,7
금천구,발생건수 (건),2021,맑음,725
금천구,발생건수 (건),2021,비,61
금천구,발생건수 (건),2021,안개,-
금천구,발생건수 (건),2021,흐림,33
금천구,발생건수 (건),2022,눈,3
금천구,발생건수 (건),2022,맑음,763
금천구,발생건수 (건),2022,비,38
금천구,발생건수 (건),2022,안개,-
금천구,발생건수 (건),2022,흐림,34
금천구,발생건수 (건),2023,눈,-
금천구,발생건수 (건),2023,맑음,784
금천구,발생건수 (건),2023,비,58
금천구,발생건수 (건),2023,안개,-
금천구,발생건수 (건),2023,흐림,25
금천구,사망자 (명),2013,눈,-
금천구,사망자 (명),2013,맑음,10
금천구,사망자 (명),2013,비,-
금천구,사망자 (명),2013,안개,-
금천구,사망자 (명),2013,흐림,-
금천구,사망자 (명),2014,눈,-
금천구,사망자 (명),2014,맑음,10
금천구,사망자 (명),2014,비,-
금천구,사망자 (명),2014,안개,-
금천구,사망자 (명),2014,흐림,3
금천구,사망자 (명),2015,눈,-
금천구,사망자 (명),2015,맑음,9
금천구,사망자 (명),2015,비,-
금천구,사망자 (명),2015,안개,-
금천구,사망자 (명),2015,흐림,1
금천구,사망자 (명),2016,눈,-
금천구,사망자 (명),2016,맑음,14
금천구,사망자 (명),2016,비,1
금천구,사망자 (명),2016,안개,-
금천구,사망자 (명),2016,흐림,-
금천구,사망자 (명),2017,눈,-
금천구,사망자 (명),2017,맑음,5
금천구,사망자 (명),2017,비,1
금천구,사망자 (명),2017,안개,-
금천구,사망자 (명),2017,흐림,-
금천구,사망자 (명),2018,눈,-
금천구,사망자 (명),2018,맑음,5
금천구,사망자 (명),2018,비,1
금천구,사망자 (명),2018,안개,-
금천구,사망자 (명),2018,흐림,-
금천구,사망자 (명),2019,눈,-
금천구,사망자 (명),2019,맑음,6
금천구,사망자 (명),2019,비,2
금천구,사망자 (명),2019,안개,-
금천구,사망자 (명),2019,흐림,1
금천구,사망자 (명),2020,눈,-
금천구,사망자 (명),2020,맑음,6
금천구,사망자 (명),2020,비,-
금천구,사망자 (명),2020,안개,-
금천구,사망자 (명),2020,흐림,-
금천구,사망자 (명),2021,눈,-
금천구,사망자 (명),2021,맑음,16
금천구,사망자 (명),2021,비,-
금천구,사망자 (명),2021,안개,-
금천구,사망자 (명),2021,흐림,-
금천구,사망자 (명),2022,눈,-
금천구,사망자 (명),2022,맑음,6
금천구,사망자 (명),2022,비,1
금천구,사망자 (명),2022,안개,-
금천구,사망자 (명),2022,흐림,2
금천구,사망자 (명),2023,눈,-
금천구,사망자 (명),2023,맑음,6
금천구,사망자 (명),2023,비,-
금천구,사망자 (명),2023,안개,-
금천구,사망자 (명),2023,흐림,-
금천구,부상자 (명),2013,눈,15
금천구,부상자 (명),2013,맑음,1157
금천구,부상자 (명),2013,비,143
금천구,부상자 (명),2013,안개,-
금천구,부상자 (명),2013,흐림,77
금천구,부상자 (명),2014,눈,17
금천구,부상자 (명),2014,맑음,1333
금천구,부상자 (명),2014,비,98
금천구,부상자 (명),2014,안개,-
금천구,부상자 (명),2014,흐림,75
금천구,부상자 (명),2015,눈,3
금천구,부상자 (명),2015,맑음,1205
금천구,부상자 (명),2015,비,97
금천구,부상자 (명),2015,안개,-
금천구,부상자 (명),2015,흐림,66
금천구,부상자 (명),2016,눈,7
금천구,부상자 (명),2016,맑음,995
금천구,부상자 (명),2016,비,63
금천구,부상자 (명),2016,안개,-
금천구,부상자 (명),2016,흐림,34
금천구,부상자 (명),2017,눈,12
금천구,부상자 (명),2017,맑음,1060
금천구,부상자 (명),2017,비,63
금천구,부상자 (명),2017,안개,-
금천구,부상자 (명),2017,흐림,31
금천구,부상자 (명),2018,눈,9
금천구,부상자 (명),2018,맑음,1110
금천구,부상자 (명),2018,비,123
금천구,부상자 (명),2018,안개,-
금천구,부상자 (명),2018,흐림,47
금천구,부상자 (명),2019,눈,1
금천구,부상자 (명),2019,맑음,1223
금천구,부상자 (명),2019,비,68
금천구,부상자 (명),2019,안개,-
금천구,부상자 (명),2019,흐림,60
금천구,부상자 (명),2020,눈,-
금천구,부상자 (명),2020,맑음,936
금천구,부상자 (명),2020,비,77
금천구,부상자 (명),2020,안개,-
금천구,부상자 (명),2020,흐림,65
금천구,부상자 (명),2021,눈,10
금천구,부상자 (명),2021,맑음,1009
금천구,부상자 (명),2021,비,101
금천구,부상자 (명),2021,안개,-
금천구,부상자 (명),2021,흐림,46
금천구,부상자 (명),2022,눈,5
금천구,부상자 (명),2022,맑음,1048
금천구,부상자 (명),2022,비,51
금천구,부상자 (명),2022,안개,-
금천구,부상자 (명),2022,흐림,41
금천구,부상자 (명),2023,눈,-
금천구,부상자 (명),2023,맑음,1110
금천구,부상자 (명),2023,비,81
금천구,부상자 (명),2023,안개,-
금천구,부상자 (명),2023,흐림,28
영등포구,발생건수 (건),2013,눈,13
영등포구,발생건수 (건),2013,맑음,1801
영등포구,발생건수 (건),2013,비,170
영등포구,발생건수 (건),2013,안개,1
영등포구,발생건수 (건),2013,흐림,172
영등포구,발생건수 (건),2014,눈,16
영등포구,발생건수 (건),2014,맑음,1926
영등포구,발생건수 (건),2014,비,153
영등포구,발생건수 (건),2014,안개,-
영등포구,발생건수 (건),2014,흐림,95
영등포구,발생건수 (건),2015,눈,14
영등포구,발생건수 (건),2015,맑음,2124
영등포구,발생건수 (건),2015,비,206
영등포구,발생건수 (건),2015,안개,-
영등포구,발생건수 (건),2015,흐림,115
영등포구,발생건수 (건),2016,눈,8
영등포구,발생건수 (건),2016,맑음,2136
영등포구,발생건수 (건),2016,비,174
영등포구,발생건수 (건),2016,안개,-
영등포구,발생건수 (건),2016,흐림,74
영등포구,발생건수 (건),2017,눈,11
영등포구,발생건수 (건),2017,맑음,2182
영등포구,발생건수 (건),2017,비,119
영등포구,발생건수 (건),2017,안개,-
영등포구,발생건수 (건),2017,흐림,71
영등포구,발생건수 (건),2018,눈,7
영등포구,발생건수 (건),2018,맑음,2272
영등포구,발생건수 (건),2018,비,142
영등포구,발생건수 (건),2018,안개,-
영등포구,발생건수 (건),2018,흐림,66
영등포구,발생건수 (건),2019,눈,9
영등포구,발생건수 (건),2019,맑음,2240
영등포구,발생건수 (건),2019,비,133
영등포구,발생건수 (건),2019,안개,-
영등포구,발생건수 (건),2019,흐림,54
영등포구,발생건수 (건),2020,눈,3
영등포구,발생건수 (건),2020,맑음,1984
영등포구,발생건수 (건),2020,비,162
영등포구,발생건수 (건),2020,안개,-
영등포구,발생건수 (건),2020,흐림,55
영등포구,발생건수 (건),2021,눈,2
영등포구,발생건수 (건),2021,맑음,1939
영등포구,발생건수 (건),2021,비,103
영등포구,발생건수 (건),2021,안개,1
영등포구,발생건수 (건),2021,흐림,40
영등포구,발생건수 (건),2022,눈,5
영등포구,발생건수 (건),2022,맑음,1812
영등포구,발생건수 (건),2022,비,95
영등포구,발생건수 (건),2022,안개,2
영등포구,발생건수 (건),2022,흐림,24
영등포구,발생건수 (건),2023,눈,6
영등포구,발생건수 (건),2023,맑음,1686
영등포구,발생건수 (건),2023,비,129
영등포구,발생건수 (건),2023,안개,-
영등포구,발생건수 (건),2023,흐림,41
영등포구,사망자 (명),2013,눈,-
영등포구,사망자 (명),2013,맑음,24
영등포구,사망자 (명),2013,비,3
영등포구,사망자 (명),2013,안개,-
영등포구,사망자 (명),2013,흐림,2
영등포구,사망자 (명),2014,눈,-
영등포구,사망자 (명),2014,맑음,25
영등포구,사망자 (명),2014,비,-
영등포구,사망자 (명),2014,안개,-
영등포구,사망자 (명),2014,흐림,1
영등포구,사망자 (명),2015,눈,-
영등포구,사망자 (명),2015,맑음,19
영등포구,사망자 (명),2015,비,4
영등포구,사망자 (명),2015,안개,-
영등포구,사망자 (명),2015,흐림,5
영등포구,사망자 (명),2016,눈,-
영등포구,사망자 (명),2016,맑음,18
영등포구,사망자 (명),2016,비,4
영등포구,사망자 (명),2016,안개,-
영등포구,사망자 (명),2016,흐림,-
영등포구,사망자 (명),2017,눈,-
영등포구,사망자 (명),2017,맑음,19
영등포구,사망자 (명),2017,비,-
영등포구,사망자 (명),2017,안개,-
영등포구,사망자 (명),2017,흐림,3
영등포구,사망자 (명),2018,눈,-
영등포구,사망자 (명),2018,맑음,21
영등포구,사망자 (명),2018,비,1
영등포구,사망자 (명),2018,안개,-
영등포구,사망자 (명),2018,흐림,-
영등포구,사망자 (명),2019,눈,-
영등포구,사망자 (명),2019,맑음,8
영등포구,사망자 (명),2019,비,3
영등포구,사망자 (명),2019,안개,-
영등포구,사망자 (명),2019,흐림,-
영등포구,사망자 (명),2020,눈,-
영등포구,사망자 (명),2020,맑음,5
영등포구,사망자 (명),2020,비,2
영등포구,사망자 (명),2020,안개,-
영등포구,사망자 (명),2020,흐림,-
영등포구,사망자 (명),2021,눈,-
영등포구,사망자 (명),2021,맑음,14
영등포구,사망자 (명),2021,비,-
영등포구,사망자 (명),2021,안개,-
영등포구,사망자 (명),2021,흐림,1
영등포구,사망자 (명),2022,눈,-
영등포구,사망자 (명),2022,맑음,17
영등포구,사망자 (명),2022,비,2
영등포구,사망자 (명),2022,안개,-
영등포구,사망자 (명),2022,흐림,1
영등포구,사망자 (명),2023,눈,-
영등포구,사망자 (명),2023,맑음,6
영등포구,사망자 (명),2023,비,-
영등포구,사망자 (명),2023,안개,-
영등포구,사망자 (명),2023,흐림,-
영등포구,부상자 (명),2013,눈,21
영등포구,부상자 (명),2013,맑음,2559
영등포구,부상자 (명),2013,비,271
영등포구,부상자 (명),2013,안개,1
영등포구,부상자 (명),2013,흐림,276
영등포구,부상자 (명),2014,눈,18
영등포구,부상자 (명),2014,맑음,2737
영등포구,부상자 (명),2014,비,218
영등포구,부상자 (명),2014,안개,-
영등포구,부상자 (명),2014,흐림,149
영등포구,부상자 (명),2015,눈,32
영등포구,부상자 (명),2015,맑음,3062
영등포구,부상자 (명),2015,비,289
영등포구,부상자 (명),2015,안개,-
영등포구,부상자 (명),2015,흐림,178
영등포구,부상자 (명),2016,눈,14
영등포구,부상자 (명),2016,맑음,3098
영등포구,부상자 (명),2016,비,237
영등포구,부상자 (명),2016,안개,-
영등포구,부상자 (명),2016,흐림,111
영등포구,부상자 (명),2017,눈,15
영등포구,부상자 (명),2017,맑음,3198
영등포구,부상자 (명),2017,비,191
영등포구,부상자 (명),2017,안개,-
영등포구,부상자 (명),2017,흐림,112
영등포구,부상자 (명),2018,눈,10
영등포구,부상자 (명),2018,맑음,3217
영등포구,부상자 (명),2018,비,203
영등포구,부상자 (명),2018,안개,-
영등포구,부상자 (명),2018,흐림,95
영등포구,부상자 (명),2019,눈,11
영등포구,부상자 (명),2019,맑음,3174
영등포구,부상자 (명),2019,비,195
영등포구,부상자 (명),2019,안개,-
영등포구,부상자 (명),2019,흐림,68
영등포구,부상자 (명),2020,눈,3
영등포구,부상자 (명),2020,맑음,2784
영등포구,부상자 (명),2020,비,243
영등포구,부상자 (명),2020,안개,-
영등포구,부상자 (명),2020,흐림,65
영등포구,부상자 (명),2021,눈,2
영등포구,부상자 (명),2021,맑음,2657
영등포구,부상자 (명),2021,비,132
영등포구,부상자 (명),2021,안개,1
영등포구,부상자 (명),2021,흐림,49
영등포구,부상자 (명),2022,눈,6
영등포구,부상자 (명),2022,맑음,2467
영등포구,부상자 (명),2022,비,131
영등포구,부상자 (명),2022,안개,3
영등포구,부상자 (명),2022,흐림,26
영등포구,부상자 (명),2023,눈,9
영등포구,부상자 (명),2023,맑음,2314
영등포구,부상자 (명),2023,비,184
영등포구,부상자 (명),2023,안개,-
영등포구,부상자 (명),2023,흐림,65
동작구,발생건수 (건),2013,눈,13
동작구,발생건수 (건),2013,맑음,1057
동작구,발생건수 (건),2013,비,106
동작구,발생건수 (건),2013,안개,-
동작구,발생건수 (건),2013,흐림,55
동작구,발생건수 (건),2014,눈,13
동작구,발생건수 (건),2014,맑음,1204
동작구,발생건수 (건),2014,비,94
동작구,발생건수 (건),2014,안개,-
동작구,발생건수 (건),2014,흐림,85
동작구,발생건수 (건),2015,눈,9
동작구,발생건수 (건),2015,맑음,1225
동작구,발생건수 (건),2015,비,98
동작구,발생건수 (건),2015,안개,1
동작구,발생건수 (건),2015,흐림,52
동작구,발생건수 (건),2016,눈,8
동작구,발생건수 (건),2016,맑음,1343
동작구,발생건수 (건),2016,비,78
동작구,발생건수 (건),2016,안개,-
동작구,발생건수 (건),2016,흐림,39
동작구,발생건수 (건),2017,눈,11
동작구,발생건수 (건),2017,맑음,1272
동작구,발생건수 (건),2017,비,63
동작구,발생건수 (건),2017,안개,-
동작구,발생건수 (건),2017,흐림,61
동작구,발생건수 (건),2018,눈,11
동작구,발생건수 (건),2018,맑음,1251
동작구,발생건수 (건),2018,비,105
동작구,발생건수 (건),2018,안개,-
동작구,발생건수 (건),2018,흐림,43
동작구,발생건수 (건),2019,눈,3
동작구,발생건수 (건),2019,맑음,1282
동작구,발생건수 (건),2019,비,85
동작구,발생건수 (건),2019,안개,-
동작구,발생건수 (건),2019,흐림,35
동작구,발생건수 (건),2020,눈,3
동작구,발생건수 (건),2020,맑음,1152
동작구,발생건수 (건),2020,비,112
동작구,발생건수 (건),2020,안개,-
동작구,발생건수 (건),2020,흐림,36
동작구,발생건수 (건),2021,눈,10
동작구,발생건수 (건),2021,맑음,988
동작구,발생건수 (건),2021,비,80
동작구,발생건수 (건),2021,안개,-
동작구,발생건수 (건),2021,흐림,54
동작구,발생건수 (건),2022,눈,5
동작구,발생건수 (건),2022,맑음,1053
동작구,발생건수 (건),2022,비,71
동작구,발생건수 (건),2022,안개,2
동작구,발생건수 (건),2022,흐림,41
동작구,발생건수 (건),2023,눈,3
동작구,발생건수 (건),2023,맑음,998
동작구,발생건수 (건),2023,비,83
동작구,발생건수 (건),2023,안개,-
동작구,발생건수 (건),2023,흐림,118
동작구,사망자 (명),2013,눈,-
동작구,사망자 (명),2013,맑음,10
동작구,사망자 (명),2013,비,-
동작구,사망자 (명),2013,안개,-
동작구,사망자 (명),2013,흐림,1
동작구,사망자 (명),2014,눈,-
동작구,사망자 (명),2014,맑음,12
동작구,사망자 (명),2014,비,-
동작구,사망자 (명),2014,안개,-
동작구,사망자 (명),2014,흐림,1
동작구,사망자 (명),2015,눈,-
동작구,사망자 (명),2015,맑음,7
동작구,사망자 (명),2015,비,-
동작구,사망자 (명),2015,안개,-
동작구,사망자 (명),2015,흐림,-
동작구,사망자 (명),2016,눈,-
동작구,사망자 (명),2016,맑음,17
동작구,사망자 (명),2016,비,1
동작구,사망자 (명),2016,안개,-
동작구,사망자 (명),2016,흐림,1
동작구,사망자 (명),2017,눈,1
동작구,사망자 (명),2017,맑음,19
동작구,사망자 (명),2017,비,-
동작구,사망자 (명),2017,안개,-
동작구,사망자 (명),2017,흐림,-
동작구,사망자 (명),2018,눈,-
동작구,사망자 (명),2018,맑음,8
동작구,사망자 (명),2018,비,1
동작구,사망자 (명),2018,안개,-
동작구,사망자 (명),2018,흐림,-
동작구,사망자 (명),2019,눈,-
동작구,사망자 (명),2019,맑음,5
동작구,사망자 (명),2019,비,-
동작구,사망자 (명),2019,안개,-
동작구,사망자 (명),2019,흐림,-
동작구,사망자 (명),2020,눈,-
동작구,사망자 (명),2020,맑음,10
동작구,사망자 (명),2020,비,-
동작구,사망자 (명),2020,안개,-
동작구,사망자 (명),2020,흐림,-
동작구,사망자 (명),2021,눈,-
동작구,사망자 (명),2021,맑음,8
동작구,사망자 (명),2021,비,-
동작구,사망자 (명),2021,안개,-
동작구,사망자 (명),2021,흐림,2
동작구,사망자 (명),2022,눈,-
동작구,사망자 (명),2022,맑음,6
동작구,사망자 (명),2022,비,1
동작구,사망자 (명),2022,안개,-
동작구,사망자 (명),2022,흐림,-
동작구,사망자 (명),2023,눈,-
동작구,사망자 (명),2023,맑음,5
동작구,사망자 (명),2023,비,-
동작구,사망자 (명),2023,안개,-
동작구,사망자 (명),2023,흐림,1
동작구,부상자 (명),2013,눈,18
동작구,부상자 (명),2013,맑음,1569
동작구,부상자 (명),2013,비,168
동작구,부상자 (명),2013,안개,-
동작구,부상자 (명),2013,흐림,91
동작구,부상자 (명),2014,눈,20
동작구,부상자 (명),2014,맑음,1619
동작구,부상자 (명),2014,비,147
동작구,부상자 (명),2014,안개,-
동작구,부상자 (명),2014,흐림,111
동작구,부상자 (명),2015,눈,17
동작구,부상자 (명),2015,맑음,1774
동작구,부상자 (명),2015,비,129
동작구,부상자 (명),2015,안개,1
동작구,부상자 (명),2015,흐림,72
동작구,부상자 (명),2016,눈,13
동작구,부상자 (명),2016,맑음,1848
동작구,부상자 (명),2016,비,106
동작구,부상자 (명),2016,안개,-
동작구,부상자 (명),2016,흐림,57
동작구,부상자 (명),2017,눈,18
동작구,부상자 (명),2017,맑음,1845
동작구,부상자 (명),2017,비,84
동작구,부상자 (명),2017,안개,-
동작구,부상자 (명),2017,흐림,94
동작구,부상자 (명),2018,눈,13
동작구,부상자 (명),2018,맑음,1687
동작구,부상자 (명),2018,비,136
동작구,부상자 (명),2018,안개,-
동작구,부상자 (명),2018,흐림,52
동작구,부상자 (명),2019,눈,3
동작구,부상자 (명),2019,맑음,1827
동작구,부상자 (명),2019,비,130
동작구,부상자 (명),2019,안개,-
동작구,부상자 (명),2019,흐림,59
동작구,부상자 (명),2020,눈,4
동작구,부상자 (명),2020,맑음,1608
동작구,부상자 (명),2020,비,153
동작구,부상자 (명),2020,안개,-
동작구,부상자 (명),2020,흐림,50
동작구,부상자 (명),2021,눈,12
동작구,부상자 (명),2021,맑음,1315
동작구,부상자 (명),2021,비,100
동작구,부상자 (명),2021,안개,-
동작구,부상자 (명),2021,흐림,75
동작구,부상자 (명),2022,눈,5
동작구,부상자 (명),2022,맑음,1427
동작구,부상자 (명),2022,비,105
동작구,부상자 (명),2022,안개,2
동작구,부상자 (명),2022,흐림,51
동작구,부상자 (명),2023,눈,9
동작구,부상자 (명),2023,맑음,1326
동작구,부상자 (명),2023,비,121
동작구,부상자 (명),2023,안개,-
동작구,부상자 (명),2023,흐림,162
관악구,발생건수 (건),2013,눈,8
관악구,발생건수 (건),2013,맑음,1489
관악구,발생건수 (건),2013,비,128
관악구,발생건수 (건),2013,안개,-
관악구,발생건수 (건),2013,흐림,72
관악구,발생건수 (건),2014,눈,14
관악구,발생건수 (건),2014,맑음,1434
관악구,발생건수 (건),2014,비,103
관악구,발생건수 (건),2014,안개,-
관악구,발생건수 (건),2014,흐림,56
관악구,발생건수 (건),2015,눈,11
관악구,발생건수 (건),2015,맑음,1424
관악구,발생건수 (건),2015,비,107
관악구,발생건수 (건),2015,안개,-
관악구,발생건수 (건),2015,흐림,44
관악구,발생건수 (건),2016,눈,5
관악구,발생건수 (건),2016,맑음,1216
관악구,발생건수 (건),2016,비,68
관악구,발생건수 (건),2016,안개,-
관악구,발생건수 (건),2016,흐림,37
관악구,발생건수 (건),2017,눈,9
관악구,발생건수 (건),2017,맑음,1150
관악구,발생건수 (건),2017,비,37
관악구,발생건수 (건),2017,안개,-
관악구,발생건수 (건),2017,흐림,37
관악구,발생건수 (건),2018,눈,5
관악구,발생건수 (건),2018,맑음,1091
관악구,발생건수 (건),2018,비,91
관악구,발생건수 (건),2018,안개,-
관악구,발생건수 (건),2018,흐림,37
관악구,발생건수 (건),2019,눈,4
관악구,발생건수 (건),2019,맑음,1175
관악구,발생건수 (건),2019,비,96
관악구,발생건수 (건),2019,안개,-
관악구,발생건수 (건),2019,흐림,34
관악구,발생건수 (건),2020,눈,5
관악구,발생건수 (건),2020,맑음,1128
관악구,발생건수 (건),2020,비,99
관악구,발생건수 (건),2020,안개,-
관악구,발생건수 (건),2020,흐림,89
관악구,발생건수 (건),2021,눈,16
관악구,발생건수 (건),2021,맑음,1175
관악구,발생건수 (건),2021,비,94
관악구,발생건수 (건),2021,안개,-
관악구,발생건수 (건),2021,흐림,92
관악구,발생건수 (건),2022,눈,4
관악구,발생건수 (건),2022,맑음,1017
관악구,발생건수 (건),2022,비,73
관악구,발생건수 (건),2022,안개,-
관악구,발생건수 (건),2022,흐림,66
관악구,발생건수 (건),2023,눈,3
관악구,발생건수 (건),2023,맑음,806
관악구,발생건수 (건),2023,비,61
관악구,발생건수 (건),2023,안개,-
관악구,발생건수 (건),2023,흐림,88
관악구,사망자 (명),2013,눈,-
관악구,사망자 (명),2013,맑음,13
관악구,사망자 (명),2013,비,3
관악구,사망자 (명),2013,안개,-
관악구,사망자 (명),2013,흐림,1
관악구,사망자 (명),2014,눈,1
