구,연월,발생건수,부상자수,사망자수
영등포구,2005-04-01,220,334,2
영등포구,2005-05-01,182,282,5
영등포구,2005-06-01,186,268,2
영등포구,2005-07-01,162,257,2
영등포구,2005-08-01,193,291,3
영등포구,2005-09-01,183,256,4
영등포구,2005-10-01,207,326,1
영등포구,2005-11-01,198,303,4
영등포구,2005-12-01,224,322,2
영등포구,2006-01-01,157,254,0
영등포구,2006-02-01,160,228,2
영등포구,2006-03-01,171,253,4
영등포구,2006-04-01,168,233,4
영등포구,2006-05-01,190,277,2
영등포구,2006-06-01,171,268,1
영등포구,2006-07-01,203,290,7
영등포구,2006-08-01,193,275,0
영등포구,2006-09-01,191,296,3
영등포구,2006-10-01,189,285,1
영등포구,2006-11-01,202,287,4
영등포구,2006-12-01,171,257,0
영등포구,2007-01-01,159,233,4
영등포구,2007-02-01,156,228,3
영등포구,2007-03-01,175,266,3
영등포구,2007-04-01,182,271,3
영등포구,2007-05-01,181,275,2
영등포구,2007-06-01,167,244,5
영등포구,2007-07-01,193,277,3
영등포구,2007-08-01,178,246,3
영등포구,2007-09-01,225,367,3
영등포구,2007-10-01,199,287,2
영등포구,2007-11-01,205,306,0
영등포구,2007-12-01,177,262,4
영등포구,2008-01-01,142,214,5
영등포구,2008-02-01,144,214,4
영등포구,2008-03-01,175,293,1
영등포구,2008-04-01,181,286,4
영등포구,2008-05-01,199,286,3
영등포구,2008-06-01,217,331,3
영등포구,2008-07-01,214,315,1
영등포구,2008-08-01,192,276,3
영등포구,2008-09-01,206,289,6
영등포구,2008-10-01,194,295,1
영등포구,2008-11-01,172,237,2
영등포구,2008-12-01,175,273,3
영등포구,2009-01-01,169,268,2
영등포구,2009-02-01,168,258,6
영등포구,2009-03-01,156,219,3
영등포구,2009-04-01,185,266,2
영등포구,2009-05-01,223,347,4
영등포구,2009-06-01,226,302,6
영등포구,2009-07-01,202,301,2
영등포구,2009-08-01,183,261,0
영등포구,2009-09-01,177,266,2
영등포구,2009-10-01,234,322,2
영등포구,2009-11-01,205,296,3
영등포구,2009-12-01,208,342,1
영등포구,2010-01-01,158,237,2
영등포구,2010-02-01,164,271,2
영등포구,2010-03-01,194,302,4
영등포구,2010-04-01,190,266,0
영등포구,2010-05-01,222,351,1
영등포구,2010-06-01,177,252,7
영등포구,2010-07-01,216,282,2
영등포구,2010-08-01,184,272,3
영등포구,2010-09-01,192,298,2
영등포구,2010-10-01,187,291,3
영등포구,2010-11-01,190,287,0
영등포구,2010-12-01,179,239,4
영등포구,2011-01-01,181,268,1
영등포구,2011-02-01,141,224,4
영등포구,2011-03-01,176,238,2
영등포구,2011-04-01,217,318,3
영등포구,2011-05-01,233,324,1
영등포구,2011-06-01,192,281,2
영등포구,2011-07-01,200,269,2
영등포구,2011-08-01,180,272,4
영등포구,2011-09-01,182,263,2
영등포구,2011-10-01,212,301,1
영등포구,2011-11-01,194,291,2
영등포구,2011-12-01,202,277,4
영등포구,2012-01-01,159,240,2
영등포구,2012-02-01,159,230,5
영등포구,2012-03-01,182,232,3
영등포구,2012-04-01,163,243,4
영등포구,2012-05-01,184,268,4
영등포구,2012-06-01,189,286,3
영등포구,2012-07-01,189,268,2
영등포구,2012-08-01,188,264,3
영등포구,2012-09-01,180,261,2
영등포구,2012-10-01,200,297,1
영등포구,2012-11-01,202,312,1
영등포구,2012-12-01,184,305,2
영등포구,2013-01-01,157,223,2
영등포구,2013-02-01,144,225,2
영등포구,2013-03-01,180,266,3
영등포구,2013-04-01,193,260,1
영등포구,2013-05-01,194,258,1
영등포구,2013-06-01,191,260,4
영등포구,2013-07-01,174,258,1
영등포구,2013-08-01,177,258,2
영등포구,2013-09-01,187,244,4
영등포구,2013-10-01,182,271,3
영등포구,2013-11-01,191,297,3
영등포구,2013-12-01,187,308,3
영등포구,2014-01-01,154,225,3
영등포구,2014-02-01,130,187,3
영등포구,2014-03-01,194,309,4
영등포구,2014-04-01,185,240,2
영등포구,2014-05-01,220,305,1
영등포구,2014-06-01,168,236,2
영등포구,2014-07-01,191,293,1
영등포구,2014-08-01,199,295,2
영등포구,2014-09-01,192,269,1
영등포구,2014-10-01,200,263,3
영등포구,2014-11-01,196,269,3
영등포구,2014-12-01,164,237,1
영등포구,2015-01-01,147,253,5
영등포구,2015-02-01,155,221,4
영등포구,2015-03-01,186,254,2
영등포구,2015-04-01,197,285,1
영등포구,2015-05-01,219,317,0
영등포구,2015-06-01,213,325,2
영등포구,2015-07-01,241,340,1
영등포구,2015-08-01,246,352,1
영등포구,2015-09-01,216,296,2
영등포구,2015-10-01,215,297,1
영등포구,2015-11-01,211,317,4
영등포구,2015-12-01,216,307,5
영등포구,2016-01-01,181,267,4
영등포구,2016-02-01,154,215,0
영등포구,2016-03-01,194,278,1
영등포구,2016-04-01,208,315,2
영등포구,2016-05-01,231,330,2
영등포구,2016-06-01,189,272,1
영등포구,2016-07-01,204,274,3
영등포구,2016-08-01,190,269,2
영등포구,2016-09-01,204,306,0
영등포구,2016-10-01,217,300,4
영등포구,2016-11-01,202,272,3
영등포구,2016-12-01,229,375,0
영등포구,2017-01-01,175,269,3
영등포구,2017-02-01,186,283,0
영등포구,2017-03-01,197,285,2
영등포구,2017-04-01,185,248,4
영등포구,2017-05-01,209,354,0
영등포구,2017-06-01,195,264,3
영등포구,2017-07-01,181,255,2
영등포구,2017-08-01,217,309,1
영등포구,2017-09-01,214,312,3
영등포구,2017-10-01,197,284,1
영등포구,2017-11-01,237,332,3
영등포구,2017-12-01,193,324,0
영등포구,2018-01-01,222,316,2
영등포구,2018-02-01,185,261,3
영등포구,2018-03-01,193,274,2
영등포구,2018-04-01,197,269,1
영등포구,2018-05-01,196,277,2
영등포구,2018-06-01,221,309,1
영등포구,2018-07-01,195,283,2
영등포구,2018-08-01,223,310,3
영등포구,2018-09-01,221,325,1
영등포구,2018-10-01,207,279,3
영등포구,2018-11-01,220,313,2
영등포구,2018-12-01,213,316,0
영등포구,2019-01-01,197,268,0
영등포구,2019-02-01,139,186,2
영등포구,2019-03-01,187,252,1
영등포구,2019-04-01,228,360,1
영등포구,2019-05-01,214,325,0
영등포구,2019-06-01,217,293,2
영등포구,2019-07-01,212,285,1
영등포구,2019-08-01,214,295,1
영등포구,2019-09-01,190,286,0
영등포구,2019-10-01,238,344,2
영등포구,2019-11-01,200,279,1
영등포구,2019-12-01,203,278,0
영등포구,2020-01-01,195,267,1
영등포구,2020-02-01,193,256,1
영등포구,2020-03-01,174,234,1
영등포구,2020-04-01,170,235,1
영등포구,2020-05-01,188,282,0
영등포구,2020-06-01,194,277,2
영등포구,2020-07-01,222,315,0
영등포구,2020-08-01,186,265,1
영등포구,2020-09-01,165,228,0
영등포구,2020-10-01,177,250,0
영등포구,2020-11-01,166,237,0
영등포구,2020-12-01,178,256,0
영등포구,2021-01-01,166,234,1
영등포구,2021-02-01,169,240,1
영등포구,2021-03-01,191,274,1
영등포구,2021-04-01,185,273,0
영등포구,2021-05-01,208,278,3
영등포구,2021-06-01,174,236,0
영등포구,2021-07-01,155,193,1
영등포구,2021-08-01,191,250,0
영등포구,2021-09-01,197,250,2
영등포구,2021-10-01,177,238,4
영등포구,2021-11-01,177,250,1
영등포구,2021-12-01,188,251,1
영등포구,2022-01-01,183,244,4
영등포구,2022-02-01,117,162,0
영등포구,2022-03-01,126,151,2
영등포구,2022-04-01,164,228,1
영등포구,2022-05-01,183,252,1
영등포구,2022-06-01,180,247,1
영등포구,2022-07-01,172,237,4
영등포구,2022-08-01,142,182,3
영등포구,2022-09-01,190,262,0
영등포구,2022-10-01,195,258,1
영등포구,2022-11-01,178,251,0
영등포구,2022-12-01,168,233,3
영등포구,2023-01-01,134,203,1
영등포구,2023-02-01,150,203,0
영등포구,2023-03-01,146,192,1
영등포구,2023-04-01,143,209,1
영등포구,2023-05-01,155,213,0
영등포구,2023-06-01,139,192,0
영등포구,2023-07-01,149,213,0
영등포구,2023-08-01,172,219,1
영등포구,2023-09-01,178,239,1
영등포구,2023-10-01,173,241,1
영등포구,2023-11-01,182,246,0
영등포구,2023-12-01,179,249,1
영등포구,2024-01-01,145,203,0
영등포구,2024-02-01,127,173,3
영등포구,2024-03-01,146,193,0
영등포구,2024-04-01,157,211,1
영등포구,2024-05-01,152,199,0
영등포구,2024-06-01,193,262,0
영등포구,2024-07-01,159,207,2
영등포구,2024-08-01,163,222,1
영등포구,2024-09-01,191,269,0
영등포구,2024-10-01,199,279,0
영등포구,2024-11-01,181,243,0
영등포구,2024-12-01,135,182,1
용산구,2005-01-01,129,199,3
용산구,2005-02-01,79,126,1
용산구,2005-03-01,109,164,1
용산구,2005-04-01,94,141,4
용산구,2005-05-01,107,172,0
용산구,2005-06-01,107,158,2
용산구,2005-07-01,110,162,1
용산구,2005-08-01,110,179,1
용산구,2005-09-01,144,231,3
용산구,2005-10-01,104,150,0
용산구,2005-11-01,130,220,1
용산구,2005-12-01,137,209,3
용산구,2006-01-01,79,140,1
용산구,2006-02-01,102,150,0
용산구,2006-03-01,101,152,0
용산구,2006-04-01,117,189,1
용산구,2006-05-01,132,207,3
용산구,2006-06-01,97,146,1
용산구,2006-07-01,119,182,0
용산구,2006-08-01,128,202,3
용산구,2006-09-01,117,166,2
용산구,2006-10-01,111,162,0
용산구,2006-11-01,117,163,2
용산구,2006-12-01,109,175,1
용산구,2007-01-01,85,130,3
용산구,2007-02-01,97,141,1
용산구,2007-03-01,113,166,3
용산구,2007-04-01,105,176,1
용산구,2007-05-01,97,154,0
용산구,2007-06-01,108,175,0
용산구,2007-07-01,127,191,2
용산구,2007-08-01,94,160,3
용산구,2007-09-01,126,203,2
용산구,2007-10-01,111,208,1
용산구,2007-11-01,114,170,0
용산구,2007-12-01,110,163,4
용산구,2008-01-01,82,122,1
용산구,2008-02-01,96,180,1
용산구,2008-03-01,99,144,2
용산구,2008-04-01,113,167,3
용산구,2008-05-01,101,135,1
용산구,2008-06-01,129,187,5
용산구,2008-07-01,118,158,1
용산구,2008-08-01,101,149,2
용산구,2008-09-01,96,148,0
용산구,2008-10-01,113,161,2
용산구,2008-11-01,92,123,0
용산구,2008-12-01,93,131,1
용산구,2009-01-01,94,135,3
용산구,2009-02-01,92,131,1
용산구,2009-03-01,104,150,0
용산구,2009-04-01,111,152,3
용산구,2009-05-01,113,164,1
용산구,2009-06-01,107,154,1
용산구,2009-07-01,131,185,1
용산구,2009-08-01,121,188,3
용산구,2009-09-01,120,168,2
용산구,2009-10-01,123,179,3
용산구,2009-11-01,98,127,2
용산구,2009-12-01,131,194,0
용산구,2010-01-01,99,135,1
용산구,2010-02-01,90,118,3
용산구,2010-03-01,118,154,2
용산구,2010-04-01,91,126,1
용산구,2010-05-01,120,163,0
용산구,2010-06-01,109,147,2
용산구,2010-07-01,88,133,1
용산구,2010-08-01,107,178,1
용산구,2010-09-01,118,163,1
용산구,2010-10-01,106,158,2
용산구,2010-11-01,108,143,1
용산구,2010-12-01,91,120,0
용산구,2011-01-01,98,141,0
용산구,2011-02-01,92,134,1
용산구,2011-03-01,88,132,2
용산구,2011-04-01,103,149,1
용산구,2011-05-01,104,151,1
용산구,2011-06-01,98,143,0
용산구,2011-07-01,102,151,0
용산구,2011-08-01,104,146,1
용산구,2011-09-01,75,107,1
용산구,2011-10-01,109,157,1
용산구,2011-11-01,107,156,1
용산구,2011-12-01,90,137,0
용산구,2012-01-01,77,144,2
용산구,2012-02-01,84,138,1
용산구,2012-03-01,103,147,0
용산구,2012-04-01,117,161,1
용산구,2012-05-01,103,128,0
용산구,2012-06-01,107,148,1
용산구,2012-07-01,125,178,1
용산구,2012-08-01,101,148,2
용산구,2012-09-01,105,185,2
용산구,2012-10-01,88,127,0
용산구,2012-11-01,99,150,0
용산구,2012-12-01,94,155,1
용산구,2013-01-01,100,160,0
용산구,2013-02-01,98,126,0
용산구,2013-03-01,136,190,2
용산구,2013-04-01,104,169,3
용산구,2013-05-01,129,180,1
용산구,2013-06-01,118,170,1
용산구,2013-07-01,119,173,3
용산구,2013-08-01,121,166,1
용산구,2013-09-01,114,163,0
용산구,2013-10-01,115,181,1
용산구,2013-11-01,124,185,0
용산구,2013-12-01,113,160,1
용산구,2014-01-01,86,115,1
용산구,2014-02-01,91,123,1
용산구,2014-03-01,108,163,0
용산구,2014-04-01,90,148,0
용산구,2014-05-01,103,153,1
용산구,2014-06-01,132,210,1
용산구,2014-07-01,130,188,3
용산구,2014-08-01,113,158,1
용산구,2014-09-01,113,161,0
용산구,2014-10-01,145,202,0
용산구,2014-11-01,110,161,0
용산구,2014-12-01,129,189,0
용산구,2015-01-01,118,176,2
용산구,2015-02-01,102,145,1
용산구,2015-03-01,135,179,2
용산구,2015-04-01,111,144,1
용산구,2015-05-01,137,187,1
용산구,2015-06-01,121,169,1
용산구,2015-07-01,127,162,2
용산구,2015-08-01,117,162,1
용산구,2015-09-01,157,212,3
용산구,2015-10-01,137,195,2
용산구,2015-11-01,141,217,0
용산구,2015-12-01,113,162,2
용산구,2016-01-01,101,134,0
용산구,2016-02-01,81,119,0
용산구,2016-03-01,111,157,2
용산구,2016-04-01,142,176,2
용산구,2016-05-01,134,195,0
용산구,2016-06-01,107,146,0
용산구,2016-07-01,107,142,1
용산구,2016-08-01,121,192,1
용산구,2016-09-01,119,165,1
용산구,2016-10-01,135,208,2
용산구,2016-11-01,132,205,3
용산구,2016-12-01,138,230,0
용산구,2017-01-01,109,169,0
용산구,2017-02-01,89,122,0
용산구,2017-03-01,89,135,0
용산구,2017-04-01,111,153,0
용산구,2017-05-01,117,161,1
용산구,2017-06-01,103,135,4
용산구,2017-07-01,101,157,2
용산구,2017-08-01,112,155,0
용산구,2017-09-01,134,189,1
용산구,2017-10-01,150,216,1
용산구,2017-11-01,102,157,2
용산구,2017-12-01,120,200,1
용산구,2018-01-01,100,140,3
용산구,2018-02-01,104,149,1
용산구,2018-03-01,102,160,0
용산구,2018-04-01,123,162,0
용산구,2018-05-01,134,182,2
용산구,2018-06-01,105,142,3
용산구,2018-07-01,114,145,1
용산구,2018-08-01,118,169,1
용산구,2018-09-01,102,137,1
용산구,2018-10-01,125,185,1
용산구,2018-11-01,100,132,0
용산구,2018-12-01,103,149,1
용산구,2019-01-01,104,142,1
용산구,2019-02-01,87,105,0
용산구,2019-03-01,112,163,2
용산구,2019-04-01,102,138,0
용산구,2019-05-01,98,143,0
용산구,2019-06-01,99,135,0
용산구,2019-07-01,92,118,2
용산구,2019-08-01,95,131,3
용산구,2019-09-01,95,125,1
용산구,2019-10-01,100,139,0
용산구,2019-11-01,114,151,0
용산구,2019-12-01,89,124,1
용산구,2020-01-01,71,93,0
용산구,2020-02-01,85,106,1
용산구,2020-03-01,66,74,3
용산구,2020-04-01,88,116,1
용산구,2020-05-01,82,108,1
용산구,2020-06-01,95,131,0
용산구,2020-07-01,79,103,2
용산구,2020-08-01,71,103,1
용산구,2020-09-01,62,85,1
용산구,2020-10-01,70,91,1
용산구,2020-11-01,64,91,0
용산구,2020-12-01,57,77,1
용산구,2021-01-01,80,105,1
용산구,2021-02-01,55,77,0
용산구,2021-03-01,97,138,1
용산구,2021-04-01,87,126,0
용산구,2021-05-01,82,104,0
용산구,2021-06-01,95,120,1
용산구,2021-07-01,96,142,0
용산구,2021-08-01,85,107,0
용산구,2021-09-01,90,117,0
용산구,2021-10-01,78,110,0
용산구,2021-11-01,92,123,1
용산구,2021-12-01,77,100,1
용산구,2022-01-01,87,113,0
용산구,2022-02-01,70,92,1
용산구,2022-03-01,59,78,0
용산구,2022-04-01,67,76,1
용산구,2022-05-01,87,117,0
용산구,2022-06-01,82,118,2
용산구,2022-07-01,96,128,0
용산구,2022-08-01,91,121,2
용산구,2022-09-01,80,112,3
용산구,2022-10-01,116,144,1
용산구,2022-11-01,84,103,0
용산구,2022-12-01,95,128,1
용산구,2023-01-01,81,109,0
용산구,2023-02-01,73,94,2
용산구,2023-03-01,63,74,0
용산구,2023-04-01,73,99,1
용산구,2023-05-01,77,108,2
용산구,2023-06-01,80,106,0
용산구,2023-07-01,86,116,3
용산구,2023-08-01,95,139,1
용산구,2023-09-01,101,139,1
용산구,2023-10-01,99,154,0
용산구,2023-11-01,86,119,0
용산구,2023-12-01,82,109,1
용산구,2024-01-01,70,90,1
용산구,2024-02-01,58,91,0
용산구,2024-03-01,67,96,1
용산구,2024-04-01,80,107,0
용산구,2024-05-01,79,100,2
용산구,2024-06-01,78,114,0
용산구,2024-07-01,84,113,2
용산구,2024-08-01,78,104,3
용산구,2024-09-01,64,83,1
용산구,2024-10-01,68,86,2
용산구,2024-11-01,77,106,0
용산구,2024-12-01,65,84,0
은평구,2005-01-01,85,115,0
은평구,2005-02-01,87,124,1
은평구,2005-03-01,102,146,0
은평구,2005-04-01,132,190,1
은평구,2005-05-01,135,184,0
은평구,2005-06-01,128,182,1
은평구,2005-07-01,103,149,1
은평구,2005-08-01,111,175,1
은평구,2005-09-01,124,151,3
은평구,2005-10-01,123,167,0
은평구,2005-11-01,108,156,2
은평구,2005-12-01,135,211,1
은평구,2006-01-01,111,167,1
은평구,2006-02-01,82,123,0
은평구,2006-03-01,118,165,1
은평구,2006-04-01,118,171,0
은평구,2006-05-01,138,189,0
은평구,2006-06-01,104,130,0
은평구,2006-07-01,123,182,3
은평구,2006-08-01,128,181,1
은평구,2006-09-01,125,173,2
은평구,2006-10-01,110,161,6
은평구,2006-11-01,125,171,1
은평구,2006-12-01,109,151,3
은평구,2007-01-01,74,106,2
은평구,2007-02-01,86,126,1
은평구,2007-03-01,112,157,1
은평구,2007-04-01,108,160,0
은평구,2007-05-01,123,165,1
은평구,2007-06-01,110,160,1
은평구,2007-07-01,126,157,4
은평구,2007-08-01,116,153,0
은평구,2007-09-01,125,187,2
은평구,2007-10-01,115,152,3
은평구,2007-11-01,103,161,0
은평구,2007-12-01,117,163,1
은평구,2008-01-01,105,133,1
은평구,2008-02-01,88,122,0
은평구,2008-03-01,90,122,1
은평구,2008-04-01,120,165,0
은평구,2008-05-01,168,233,0
은평구,2008-06-01,159,205,2
은평구,2008-07-01,153,210,1
은평구,2008-08-01,155,215,1
은평구,2008-09-01,150,199,2
은평구,2008-10-01,140,187,1
은평구,2008-11-01,143,187,5
은평구,2008-12-01,125,182,2
은평구,2009-01-01,96,135,1
은평구,2009-02-01,118,177,0
은평구,2009-03-01,133,175,0
은평구,2009-04-01,113,157,0
은평구,2009-05-01,171,227,0
은평구,2009-06-01,144,221,1
은평구,2009-07-01,182,266,1
은평구,2009-08-01,159,207,0
은평구,2009-09-01,167,219,2
은평구,2009-10-01,189,241,3
은평구,2009-11-01,136,169,2
은평구,2009-12-01,131,185,5
은평구,2010-01-01,113,156,2
은평구,2010-02-01,103,153,0
은평구,2010-03-01,126,171,1
은평구,2010-04-01,111,165,0
은평구,2010-05-01,123,162,1
은평구,2010-06-01,157,201,1
은평구,2010-07-01,130,184,1
은평구,2010-08-01,126,169,1
은평구,2010-09-01,126,220,3
은평구,2010-10-01,144,188,2
은평구,2010-11-01,137,180,1
은평구,2010-12-01,118,171,3
은평구,2011-01-01,117,163,2
은평구,2011-02-01,108,163,2
은평구,2011-03-01,117,156,0
은평구,2011-04-01,118,166,2
은평구,2011-05-01,136,180,2
은평구,2011-06-01,127,184,1
은평구,2011-07-01,102,129,2
은평구,2011-08-01,123,169,3
은평구,2011-09-01,132,194,0
은평구,2011-10-01,140,190,2
은평구,2011-11-01,158,191,3
은평구,2011-12-01,131,173,1
은평구,2012-01-01,99,128,2
은평구,2012-02-01,119,166,2
은평구,2012-03-01,136,218,2
은평구,2012-04-01,126,170,3
은평구,2012-05-01,143,190,1
은평구,2012-06-01,138,187,1
은평구,2012-07-01,131,204,2
은평구,2012-08-01,123,164,0
은평구,2012-09-01,121,184,2
은평구,2012-10-01,133,216,2
은평구,2012-11-01,136,189,3
은평구,2012-12-01,114,181,1
은평구,2013-01-01,93,128,0
은평구,2013-02-01,89,123,1
은평구,2013-03-01,119,175,2
은평구,2013-04-01,133,175,0
은평구,2013-05-01,131,186,1
은평구,2013-06-01,117,158,0
은평구,2013-07-01,91,133,0
은평구,2013-08-01,105,133,0
은평구,2013-09-01,87,123,0
은평구,2013-10-01,104,130,3
은평구,2013-11-01,119,154,2
은평구,2013-12-01,82,98,1
은평구,2014-01-01,63,94,0
은평구,2014-02-01,90,118,0
은평구,2014-03-01,96,134,1
은평구,2014-04-01,100,138,1
은평구,2014-05-01,123,194,3
은평구,2014-06-01,119,185,2
은평구,2014-07-01,133,168,0
은평구,2014-08-01,115,155,1
은평구,2014-09-01,111,148,0
은평구,2014-10-01,131,210,0
은평구,2014-11-01,134,193,1
은평구,2014-12-01,110,152,2
은평구,2015-01-01,79,130,1
은평구,2015-02-01,86,118,2
은평구,2015-03-01,98,123,0
은평구,2015-04-01,100,148,2
은평구,2015-05-01,103,150,0
은평구,2015-06-01,108,139,3
은평구,2015-07-01,104,148,2
은평구,2015-08-01,119,162,1
은평구,2015-09-01,121,173,0
은평구,2015-10-01,109,145,2
은평구,2015-11-01,80,106,2
은평구,2015-12-01,96,131,1
은평구,2016-01-01,76,102,1
은평구,2016-02-01,83,118,2
은평구,2016-03-01,88,126,0
은평구,2016-04-01,94,118,2
은평구,2016-05-01,108,141,3
은평구,2016-06-01,108,131,0
은평구,2016-07-01,103,138,2
은평구,2016-08-01,98,150,0
은평구,2016-09-01,95,133,1
은평구,2016-10-01,94,126,1
은평구,2016-11-01,74,106,1
은평구,2016-12-01,100,129,1
은평구,2017-01-01,74,125,1
은평구,2017-02-01,64,92,1
은평구,2017-03-01,88,113,0
은평구,2017-04-01,89,141,0
은평구,2017-05-01,95,128,1
은평구,2017-06-01,74,108,0
은평구,2017-07-01,104,125,3
은평구,2017-08-01,89,115,0
은평구,2017-09-01,94,114,0
은평구,2017-10-01,94,157,2
은평구,2017-11-01,116,163,2
은평구,2017-12-01,86,108,2
은평구,2018-01-01,79,106,1
은평구,2018-02-01,81,146,1
은평구,2018-03-01,73,104,1
은평구,2018-04-01,92,119,1
은평구,2018-05-01,90,123,0
은평구,2018-06-01,102,133,0
은평구,2018-07-01,101,138,1
은평구,2018-08-01,107,149,1
은평구,2018-09-01,112,135,3
은평구,2018-10-01,102,136,1
은평구,2018-11-01,94,126,0
은평구,2018-12-01,101,165,2
은평구,2019-01-01,83,115,1
은평구,2019-02-01,74,94,0
은평구,2019-03-01,85,122,1
은평구,2019-04-01,88,108,0
은평구,2019-05-01,107,134,1
은평구,2019-06-01,92,113,0
은평구,2019-07-01,84,105,0
은평구,2019-08-01,91,115,2
은평구,2019-09-01,99,141,0
은평구,2019-10-01,103,139,1
은평구,2019-11-01,110,139,0
은평구,2019-12-01,103,139,1
은평구,2020-01-01,73,127,1
은평구,2020-02-01,83,117,2
은평구,2020-03-01,68,100,0
은평구,2020-04-01,74,110,0
은평구,2020-05-01,74,140,0
은평구,2020-06-01,75,99,3
은평구,2020-07-01,81,112,1
은평구,2020-08-01,85,124,2
은평구,2020-09-01,98,154,3
은평구,2020-10-01,92,135,0
은평구,2020-11-01,79,106,1
은평구,2020-12-01,71,91,1
은평구,2021-01-01,76,104,0
은평구,2021-02-01,74,105,0
은평구,2021-03-01,61,85,1
은평구,2021-04-01,71,93,1
은평구,2021-05-01,88,126,1
은평구,2021-06-01,77,95,2
은평구,2021-07-01,76,96,1
은평구,2021-08-01,80,106,1
은평구,2021-09-01,80,118,2
은평구,2021-10-01,69,128,1
은평구,2021-11-01,67,87,0
은평구,2021-12-01,48,75,1
은평구,2022-01-01,77,97,1
은평구,2022-02-01,54,86,0
은평구,2022-03-01,62,79,2
은평구,2022-04-01,75,97,1
은평구,2022-05-01,88,116,0
은평구,2022-06-01,87,108,2
은평구,2022-07-01,76,98,1
은평구,2022-08-01,64,88,0
은평구,2022-09-01,97,126,1
은평구,2022-10-01,92,127,0
은평구,2022-11-01,77,112,0
은평구,2022-12-01,69,122,1
은평구,2023-01-01,90,116,0
은평구,2023-02-01,45,64,0
은평구,2023-03-01,83,107,1
은평구,2023-04-01,96,123,1
은평구,2023-05-01,93,117,0
은평구,2023-06-01,75,88,2
은평구,2023-07-01,79,113,0
은평구,2023-08-01,92,114,1
은평구,2023-09-01,98,142,0
은평구,2023-10-01,94,122,1
은평구,2023-11-01,100,133,0
은평구,2023-12-01,94,114,1
은평구,2024-01-01,83,105,0
은평구,2024-02-01,65,92,1
은평구,2024-03-01,91,114,0
은평구,2024-04-01,105,133,0
은평구,2024-05-01,106,132,0
은평구,2024-06-01,111,131,0
은평구,2024-07-01,96,121,0
은평구,2024-08-01,122,155,0
은평구,2024-09-01,103,136,1
은평구,2024-10-01,112,138,0
은평구,2024-11-01,117,167,0
은평구,2024-12-01,107,150,0
종로구,2005-01-01,93,138,2
종로구,2005-02-01,84,125,3
종로구,2005-03-01,117,142,0
종로구,2005-04-01,138,212,2
종로구,2005-05-01,145,207,2
종로구,2005-06-01,134,194,3
종로구,2005-07-01,125,194,2
종로구,2005-08-01,114,166,2
종로구,2005-09-01,128,184,2
종로구,2005-10-01,141,212,2
종로구,2005-11-01,142,207,2
종로구,2005-12-01,141,204,2
종로구,2006-01-01,103,156,2
종로구,2006-02-01,89,135,1
종로구,2006-03-01,113,170,0
종로구,2006-04-01,134,186,1
종로구,2006-05-01,125,202,2
종로구,2006-06-01,99,148,0
종로구,2006-07-01,104,164,2
종로구,2006-08-01,111,185,1
종로구,2006-09-01,133,190,2
종로구,2006-10-01,114,180,1
종로구,2006-11-01,124,182,2
종로구,2006-12-01,112,180,1
종로구,2007-01-01,105,159,0
종로구,2007-02-01,97,130,1
종로구,2007-03-01,140,218,0
종로구,2007-04-01,132,188,0
종로구,2007-05-01,134,200,1
종로구,2007-06-01,131,173,1
종로구,2007-07-01,136,225,1
종로구,2007-08-01,151,228,2
종로구,2007-09-01,141,205,3
종로구,2007-10-01,157,213,2
종로구,2007-11-01,128,182,1
종로구,2007-12-01,138,206,0
종로구,2008-01-01,107,185,1
종로구,2008-02-01,96,117,4
종로구,2008-03-01,114,152,4
종로구,2008-04-01,155,226,1
종로구,2008-05-01,155,213,2
종로구,2008-06-01,144,207,0
종로구,2008-07-01,145,193,1
종로구,2008-08-01,134,172,3
종로구,2008-09-01,143,191,3
종로구,2008-10-01,126,186,2
종로구,2008-11-01,130,154,1
종로구,2008-12-01,116,159,1
종로구,2009-01-01,100,150,4
종로구,2009-02-01,107,156,1
종로구,2009-03-01,124,188,0
종로구,2009-04-01,123,165,1
종로구,2009-05-01,134,183,1
종로구,2009-06-01,128,175,2
종로구,2009-07-01,152,222,1
종로구,2009-08-01,135,171,3
종로구,2009-09-01,151,208,1
종로구,2009-10-01,168,231,3
종로구,2009-11-01,128,163,0
종로구,2009-12-01,129,199,1
종로구,2010-01-01,97,132,1
종로구,2010-02-01,92,133,1
종로구,2010-03-01,86,111,1
종로구,2010-04-01,123,168,0
종로구,2010-05-01,123,183,0
종로구,2010-06-01,117,183,2
종로구,2010-07-01,109,156,2
종로구,2010-08-01,137,173,2
종로구,2010-09-01,125,180,2
종로구,2010-10-01,156,217,3
종로구,2010-11-01,138,181,4
종로구,2010-12-01,133,192,1
종로구,2011-01-01,115,165,2
종로구,2011-02-01,99,134,0
종로구,2011-03-01,116,162,0
종로구,2011-04-01,110,153,1
종로구,2011-05-01,122,157,0
종로구,2011-06-01,116,163,3
종로구,2011-07-01,103,154,1
종로구,2011-08-01,122,171,1
종로구,2011-09-01,121,166,2
종로구,2011-10-01,135,193,2
종로구,2011-11-01,140,204,1
종로구,2011-12-01,122,172,1
종로구,2012-01-01,110,154,1
종로구,2012-02-01,118,177,1
종로구,2012-03-01,126,186,1
종로구,2012-04-01,121,189,2
종로구,2012-05-01,121,179,0
종로구,2012-06-01,109,152,0
종로구,2012-07-01,112,153,2
