자치구,연도,사고유형,발생건수,부상자수,사망자수
영등포구,2006,차량단독,74,88,1
영등포구,2006,합계,2166,3203,28
영등포구,2007,차대사람,487,503,22
영등포구,2007,차대차,1659,2696,11
영등포구,2007,차량단독,51,63,2
영등포구,2007,합계,2197,3262,35
영등포구,2008,차대사람,473,491,20
영등포구,2008,차대차,1660,2727,14
영등포구,2008,차량단독,78,91,2
영등포구,2008,합계,2211,3309,36
영등포구,2009,차대사람,527,562,15
영등포구,2009,차대차,1709,2766,11
영등포구,2009,차량단독,100,120,7
영등포구,2009,합계,2336,3448,33
영등포구,2010,차대사람,519,538,17
영등포구,2010,차대차,1650,2700,11
영등포구,2010,차량단독,84,110,2
영등포구,2010,합계,2253,3348,30
영등포구,2011,차대사람,593,610,16
영등포구,2011,차대차,1628,2608,8
영등포구,2011,차량단독,89,108,4
영등포구,2011,합계,2310,3326,28
영등포구,2012,차대사람,553,578,19
영등포구,2012,차대차,1534,2511,9
영등포구,2012,차량단독,92,117,4
영등포구,2012,합계,2179,3206,32
영등포구,2013,차대사람,577,597,18
영등포구,2013,차대차,1497,2426,9
영등포구,2013,차량단독,83,105,2
영등포구,2013,합계,2157,3128,29
영등포구,2014,차대사람,539,552,18
영등포구,2014,차대차,1579,2486,8
영등포구,2014,차량단독,75,90,-
영등포구,2014,합계,2193,3128,26
영등포구,2015,차대사람,562,579,19
영등포구,2015,차대차,1798,2831,9
영등포구,2015,차량단독,102,154,-
영등포구,2015,합계,2462,3564,28
영등포구,2016,차대사람,531,559,8
영등포구,2016,차대차,1777,2760,12
영등포구,2016,차량단독,95,154,2
영등포구,2016,합계,2403,3473,22
영등포구,2017,차대사람,560,579,13
영등포구,2017,차대차,1730,2794,6
영등포구,2017,차량단독,96,146,3
영등포구,2017,합계,2386,3519,22
영등포구,2018,차대사람,563,599,12
영등포구,2018,차대차,1877,2875,9
영등포구,2018,차량단독,53,58,1
영등포구,2018,합계,2493,3532,22
영등포구,2019,차대사람,565,598,5
영등포구,2019,차대차,1815,2780,3
영등포구,2019,차량단독,59,73,3
영등포구,2019,합계,2439,3451,11
영등포구,2020,차대사람,371,391,3
영등포구,2020,차대차,1786,2653,2
영등포구,2020,차량단독,51,58,2
영등포구,2020,합계,2208,3102,7
영등포구,2021,차대사람,340,352,9
영등포구,2021,차대차,1790,2564,6
영등포구,2021,차량단독,48,51,-
영등포구,2021,합계,2178,2967,15
영등포구,2022,차대사람,384,395,6
영등포구,2022,차대차,1545,2238,8
영등포구,2022,차량단독,69,74,6
영등포구,2022,합계,1998,2707,20
영등포구,2023,차대사람,385,400,3
영등포구,2023,차대차,1442,2137,2
영등포구,2023,차량단독,73,82,2
영등포구,2023,합계,1900,2619,7
용산구,2005,차대사람,230,241,7
용산구,2005,차대차,1082,1809,7
용산구,2005,차량단독,48,61,6
용산구,2005,합계,1360,2111,20
용산구,2006,차대사람,227,241,5
용산구,2006,차대차,1073,1760,6
용산구,2006,차량단독,29,33,3
용산구,2006,합계,1329,2034,14
용산구,2007,차대사람,241,243,7
용산구,2007,차대차,1007,1741,9
용산구,2007,차량단독,38,47,4
용산구,2007,합계,1287,2037,20
용산구,2008,차대사람,262,270,4
용산구,2008,차대차,931,1492,11
용산구,2008,차량단독,40,43,4
용산구,2008,합계,1233,1805,19
용산구,2009,차대사람,285,301,9
용산구,2009,차대차,993,1551,5
용산구,2009,차량단독,67,75,6
용산구,2009,합계,1345,1927,20
용산구,2010,차대사람,272,273,6
용산구,2010,차대차,906,1389,7
용산구,2010,차량단독,67,76,2
용산구,2010,합계,1245,1738,15
용산구,2011,차대사람,273,288,4
용산구,2011,차대차,854,1364,3
용산구,2011,차량단독,43,52,2
용산구,2011,합계,1170,1704,9
용산구,2012,차대사람,267,283,6
용산구,2012,차대차,882,1465,1
용산구,2012,차량단독,53,60,4
용산구,2012,합계,1203,1809,11
용산구,2013,차대사람,298,308,4
용산구,2013,차대차,1030,1646,4
용산구,2013,차량단독,63,69,5
용산구,2013,합계,1391,2023,13
용산구,2014,차대사람,285,296,3
용산구,2014,차대차,1009,1611,4
용산구,2014,차량단독,56,64,1
용산구,2014,합계,1350,1971,8
용산구,2015,차대사람,334,353,9
용산구,2015,차대차,1123,1688,6
용산구,2015,차량단독,59,69,3
용산구,2015,합계,1516,2110,18
용산구,2016,차대사람,302,313,8
용산구,2016,차대차,1079,1704,3
용산구,2016,차량단독,47,52,1
용산구,2016,합계,1428,2069,12
용산구,2017,차대사람,286,305,8
용산구,2017,차대차,994,1581,1
용산구,2017,차량단독,57,63,3
용산구,2017,합계,1337,1949,12
용산구,2018,차대사람,295,307,8
용산구,2018,차대차,990,1496,3
용산구,2018,차량단독,45,49,3
용산구,2018,합계,1330,1852,14
용산구,2019,차대사람,259,270,6
용산구,2019,차대차,896,1311,1
용산구,2019,차량단독,32,33,3
용산구,2019,합계,1187,1614,10
용산구,2020,차대사람,155,158,5
용산구,2020,차대차,697,979,4
용산구,2020,차량단독,38,41,3
용산구,2020,합계,890,1178,12
용산구,2021,차대사람,174,181,2
용산구,2021,차대차,813,1162,1
용산구,2021,차량단독,27,26,2
용산구,2021,합계,1014,1369,5
용산구,2022,차대사람,220,234,5
용산구,2022,차대차,764,1068,3
용산구,2022,차량단독,30,28,3
용산구,2022,합계,1014,1330,11
용산구,2023,차대사람,205,212,2
용산구,2023,차대차,763,1124,5
용산구,2023,차량단독,28,30,4
용산구,2023,합계,996,1366,11
은평구,2005,차대사람,402,426,8
은평구,2005,차대차,941,1492,2
은평구,2005,차량단독,30,32,1
은평구,2005,합계,1373,1950,11
은평구,2006,차대사람,417,441,5
은평구,2006,차대차,955,1503,11
은평구,2006,차량단독,19,20,2
은평구,2006,합계,1391,1964,18
은평구,2007,차대사람,405,425,7
은평구,2007,차대차,891,1397,7
은평구,2007,차량단독,19,25,2
은평구,2007,합계,1315,1847,16
은평구,2008,차대사람,514,530,14
은평구,2008,차대차,1055,1599,2
은평구,2008,차량단독,27,31,-
은평구,2008,합계,1596,2160,16
은평구,2009,차대사람,494,517,9
은평구,2009,차대차,1180,1784,2
은평구,2009,차량단독,65,78,4
은평구,2009,합계,1739,2379,15
은평구,2010,차대사람,487,510,9
은평구,2010,차대차,974,1544,5
은평구,2010,차량단독,53,66,2
은평구,2010,합계,1514,2120,16
은평구,2011,차대사람,530,549,16
은평구,2011,차대차,921,1444,2
은평구,2011,차량단독,58,65,2
은평구,2011,합계,1509,2058,20
은평구,2012,차대사람,521,553,13
은평구,2012,차대차,946,1591,4
은평구,2012,차량단독,52,53,4
은평구,2012,합계,1519,2197,21
은평구,2013,차대사람,463,484,5
은평구,2013,차대차,762,1184,4
은평구,2013,차량단독,45,48,1
은평구,2013,합계,1270,1716,10
은평구,2014,차대사람,445,468,6
은평구,2014,차대차,842,1378,5
은평구,2014,차량단독,38,43,-
은평구,2014,합계,1325,1889,11
은평구,2015,차대사람,391,403,12
은평구,2015,차대차,784,1237,4
은평구,2015,차량단독,28,33,-
은평구,2015,합계,1203,1673,16
은평구,2016,차대사람,394,415,8
은평구,2016,차대차,685,1047,4
은평구,2016,차량단독,42,56,2
은평구,2016,합계,1121,1518,14
은평구,2017,차대사람,416,439,7
은평구,2017,차대차,611,1005,5
은평구,2017,차량단독,40,45,-
은평구,2017,합계,1067,1489,12
은평구,2018,차대사람,367,373,7
은평구,2018,차대차,721,1147,4
은평구,2018,차량단독,46,60,1
은평구,2018,합계,1134,1580,12
은평구,2019,차대사람,361,380,3
은평구,2019,차대차,703,1024,4
은평구,2019,차량단독,55,60,-
은평구,2019,합계,1119,1464,7
은평구,2020,차대사람,275,278,10
은평구,2020,차대차,644,1092,3
은평구,2020,차량단독,34,45,1
은평구,2020,합계,953,1415,14
은평구,2021,차대사람,250,259,2
은평구,2021,차대차,583,917,5
은평구,2021,차량단독,34,42,4
은평구,2021,합계,867,1218,11
은평구,2022,차대사람,272,280,3
은평구,2022,차대차,615,948,3
은평구,2022,차량단독,31,28,3
은평구,2022,합계,918,1256,9
은평구,2023,차대사람,320,334,6
은평구,2023,차대차,670,969,1
은평구,2023,차량단독,49,50,-
은평구,2023,합계,1039,1353,7
종로구,2005,차대사람,304,302,13
종로구,2005,차대차,1164,1841,7
종로구,2005,차량단독,34,42,4
종로구,2005,합계,1502,2185,24
종로구,2006,차대사람,314,332,8
종로구,2006,차대차,1015,1706,5
종로구,2006,차량단독,32,40,2
종로구,2006,합계,1361,2078,15
종로구,2007,차대사람,373,387,7
종로구,2007,차대차,1180,1900,3
종로구,2007,차량단독,37,40,2
종로구,2007,합계,1590,2327,12
종로구,2008,차대사람,393,400,15
종로구,2008,차대차,1124,1696,3
종로구,2008,차량단독,48,59,5
종로구,2008,합계,1565,2155,23
종로구,2009,차대사람,363,383,10
종로구,2009,차대차,1152,1747,5
종로구,2009,차량단독,64,81,3
종로구,2009,합계,1579,2211,18
종로구,2010,차대사람,377,390,12
종로구,2010,차대차,998,1541,6
종로구,2010,차량단독,61,78,1
종로구,2010,합계,1436,2009,19
종로구,2011,차대사람,407,424,13
종로구,2011,차대차,966,1510,-
종로구,2011,차량단독,48,60,1
종로구,2011,합계,1421,1994,14
종로구,2012,차대사람,399,417,9
종로구,2012,차대차,925,1510,3
종로구,2012,차량단독,50,67,-
종로구,2012,합계,1374,1994,12
종로구,2013,차대사람,364,367,11
종로구,2013,차대차,856,1348,-
종로구,2013,차량단독,54,55,2
종로구,2013,합계,1274,1770,13
종로구,2014,차대사람,386,399,7
종로구,2014,차대차,859,1313,3
종로구,2014,차량단독,69,78,1
종로구,2014,합계,1314,1790,11
종로구,2015,차대사람,395,406,7
종로구,2015,차대차,942,1440,-
종로구,2015,차량단독,77,87,1
종로구,2015,합계,1414,1933,8
종로구,2016,차대사람,393,409,7
종로구,2016,차대차,860,1287,2
종로구,2016,차량단독,46,52,-
종로구,2016,합계,1299,1748,9
종로구,2017,차대사람,333,351,8
종로구,2017,차대차,810,1285,3
종로구,2017,차량단독,47,53,2
종로구,2017,합계,1190,1689,13
종로구,2018,차대사람,336,343,4
종로구,2018,차대차,757,1159,2
종로구,2018,차량단독,41,44,-
종로구,2018,합계,1134,1546,6
종로구,2019,차대사람,305,319,3
종로구,2019,차대차,781,1169,3
종로구,2019,차량단독,47,71,-
종로구,2019,합계,1133,1559,6
종로구,2020,차대사람,223,238,2
종로구,2020,차대차,648,953,2
종로구,2020,차량단독,32,33,1
종로구,2020,합계,903,1224,5
종로구,2021,차대사람,182,189,4
종로구,2021,차대차,560,821,1
종로구,2021,차량단독,36,40,1
종로구,2021,합계,778,1050,6
종로구,2022,차대사람,270,291,1
종로구,2022,차대차,651,995,1
종로구,2022,차량단독,53,65,1
종로구,2022,합계,974,1351,3
종로구,2023,차대사람,256,275,6
종로구,2023,차대차,676,999,2
종로구,2023,차량단독,56,57,-
종로구,2023,합계,988,1331,8
중구,2005,차대사람,326,338,7
중구,2005,차대차,994,1504,4
중구,2005,차량단독,13,15,2
중구,2005,합계,1333,1857,13
중구,2006,차대사람,325,340,12
중구,2006,차대차,1039,1562,3
중구,2006,차량단독,24,25,1
중구,2006,합계,1388,1927,16
중구,2007,차대사람,321,329,9
중구,2007,차대차,1069,1588,3
중구,2007,차량단독,22,27,-
중구,2007,합계,1412,1944,12
중구,2008,차대사람,336,364,7
중구,2008,차대차,1065,1557,4
중구,2008,차량단독,34,41,2
중구,2008,합계,1435,1962,13
중구,2009,차대사람,383,397,10
중구,2009,차대차,1117,1634,2
중구,2009,차량단독,39,47,-
중구,2009,합계,1539,2078,12
중구,2010,차대사람,357,377,2
중구,2010,차대차,1149,1737,5
중구,2010,차량단독,34,38,-
중구,2010,합계,1540,2152,7
중구,2011,차대사람,401,419,11
중구,2011,차대차,1063,1572,2
중구,2011,차량단독,33,34,-
중구,2011,합계,1497,2025,13
중구,2012,차대사람,376,391,7
중구,2012,차대차,1046,1586,3
중구,2012,차량단독,36,41,2
중구,2012,합계,1458,2018,12
중구,2013,차대사람,403,410,8
중구,2013,차대차,1000,1517,2
중구,2013,차량단독,39,48,-
중구,2013,합계,1442,1975,10
중구,2014,차대사람,352,367,1
중구,2014,차대차,912,1371,5
중구,2014,차량단독,41,47,1
중구,2014,합계,1305,1785,7
중구,2015,차대사람,373,382,8
중구,2015,차대차,918,1366,-
중구,2015,차량단독,47,55,-
중구,2015,합계,1338,1803,8
중구,2016,차대사람,345,357,11
중구,2016,차대차,906,1321,6
중구,2016,차량단독,37,38,-
중구,2016,합계,1288,1716,17
중구,2017,차대사람,316,326,1
중구,2017,차대차,896,1315,3
중구,2017,차량단독,40,43,-
중구,2017,합계,1252,1684,4
중구,2018,차대사람,291,304,4
중구,2018,차대차,796,1158,5
중구,2018,차량단독,41,44,-
중구,2018,합계,1128,1506,9
중구,2019,차대사람,284,299,4
중구,2019,차대차,862,1277,1
중구,2019,차량단독,38,39,-
중구,2019,합계,1184,1615,5
중구,2020,차대사람,239,251,1
중구,2020,차대차,678,959,3
중구,2020,차량단독,38,38,2
중구,2020,합계,955,1248,6
중구,2021,차대사람,173,183,2
중구,2021,차대차,655,948,-
중구,2021,차량단독,26,25,1
중구,2021,합계,854,1156,3
중구,2022,차대사람,221,232,2
중구,2022,차대차,691,948,-
중구,2022,차량단독,31,32,-
중구,2022,합계,943,1212,2
중구,2023,차대사람,216,230,3
중구,2023,차대차,682,930,-
중구,2023,차량단독,33,34,-
중구,2023,합계,931,1194,3
중랑구,2005,차대사람,481,514,2
중랑구,2005,차대차,1328,2178,6
중랑구,2005,차량단독,41,47,3
중랑구,2005,합계,1850,2739,11
중랑구,2006,차대사람,470,491,9
중랑구,2006,차대차,1321,2090,3
중랑구,2006,차량단독,33,36,2
중랑구,2006,합계,1824,2617,14
중랑구,2007,차대사람,490,505,11
중랑구,2007,차대차,1538,2467,7
중랑구,2007,차량단독,43,50,2
중랑구,2007,합계,2071,3022,20
중랑구,2008,차대사람,524,549,8
중랑구,2008,차대차,1448,2162,5
중랑구,2008,차량단독,67,72,4
중랑구,2008,합계,2039,2783,17
중랑구,2009,차대사람,534,551,9
중랑구,2009,차대차,1433,2203,6
중랑구,2009,차량단독,65,71,-
중랑구,2009,합계,2032,2825,15
중랑구,2010,차대사람,560,578,7
중랑구,2010,차대차,1457,2190,9
중랑구,2010,차량단독,63,73,1
중랑구,2010,합계,2080,2841,17
중랑구,2011,차대사람,484,506,8
중랑구,2011,차대차,1235,1802,3
중랑구,2011,차량단독,63,78,1
중랑구,2011,합계,1782,2386,12
중랑구,2012,차대사람,467,499,8
중랑구,2012,차대차,1220,1828,3
중랑구,2012,차량단독,66,74,-
중랑구,2012,합계,1753,2401,11
중랑구,2013,차대사람,488,508,5
중랑구,2013,차대차,1162,1790,3
중랑구,2013,차량단독,66,71,1
중랑구,2013,합계,1716,2369,9
중랑구,2014,차대사람,452,479,4
중랑구,2014,차대차,1091,1608,7
중랑구,2014,차량단독,79,93,-
중랑구,2014,합계,1622,2180,11
중랑구,2015,차대사람,505,526,5
중랑구,2015,차대차,1146,1670,6
중랑구,2015,차량단독,71,73,5
중랑구,2015,합계,1722,2269,16
중랑구,2016,차대사람,425,453,8
중랑구,2016,차대차,1071,1537,-
중랑구,2016,차량단독,39,40,1
중랑구,2016,합계,1535,2030,9
중랑구,2017,차대사람,432,449,3
중랑구,2017,차대차,1157,1729,2
중랑구,2017,차량단독,50,50,1
중랑구,2017,합계,1639,2228,6
중랑구,2018,차대사람,432,452,8
중랑구,2018,차대차,1075,1619,2
중랑구,2018,차량단독,58,64,-
중랑구,2018,합계,1565,2135,10
중랑구,2019,차대사람,470,486,7
중랑구,2019,차대차,1088,1568,4
중랑구,2019,차량단독,62,68,1
중랑구,2019,합계,1620,2122,12
중랑구,2020,차대사람,358,371,4
중랑구,2020,차대차,1032,1510,-
중랑구,2020,차량단독,57,71,-
중랑구,2020,합계,1447,1952,4
중랑구,2021,차대사람,332,349,6
중랑구,2021,차대차,1000,1432,-
중랑구,2021,차량단독,41,45,1
중랑구,2021,합계,1373,1826,7
중랑구,2022,차대사람,353,362,6
중랑구,2022,차대차,1006,1484,3
중랑구,2022,차량단독,42,44,1
중랑구,2022,합계,1401,1890,10
중랑구,2023,차대사람,332,359,2
중랑구,2023,차대차,887,1292,5
중랑구,2023,차량단독,49,53,-
중랑구,2023,합계,1268,1704,7
