동별,구분별,연월,거주인구,유동인구
종로구,계,2021-08-01,154318,0
종로구,계,2021-09-01,154318,0
종로구,계,2021-10-01,153789,0
종로구,계,2021-11-01,153789,239521
종로구,계,2021-12-01,153789,468213
종로구,계,2022-01-01,153684,6443138
종로구,계,2022-02-01,153684,5414063
종로구,계,2022-03-01,153684,6089827
종로구,계,2022-04-01,153255,7123460
종로구,계,2022-05-01,153255,8222653
종로구,계,2022-06-01,153255,7638730
종로구,계,2022-07-01,151999,7688232
종로구,계,2022-08-01,151999,7653466
종로구,계,2022-09-01,151999,7264341
종로구,계,2022-10-01,152211,8757488
종로구,계,2022-11-01,152211,8350248
종로구,계,2022-12-01,152211,8414823
종로구,계,2023-01-01,152212,7369403
종로구,계,2023-02-01,152212,7738322
종로구,계,2023-03-01,152212,8923625
종로구,계,2023-04-01,151349,8472626
종로구,계,2023-05-01,151349,8845889
종로구,계,2023-06-01,151349,8347210
종로구,계,2023-07-01,151127,8233296
종로구,계,2023-08-01,151127,8031381
종로구,계,2023-09-01,151127,8257046
종로구,계,2023-10-01,150453,8940597
종로구,계,2023-11-01,150453,8751260
종로구,계,2023-12-01,150453,8847122
종로구,계,2024-01-01,150550,8320262
종로구,계,2024-02-01,150550,7699932
종로구,계,2024-03-01,150550,8981546
종로구,계,2024-04-01,150204,8809119
종로구,계,2024-05-01,150204,9192678
종로구,계,2024-06-01,150204,8330810
종로구,계,2024-07-01,150011,8376308
종로구,계,2024-08-01,150011,7713649
종로구,계,2024-09-01,150011,7918675
종로구,계,2024-10-01,149608,9312000
종로구,계,2024-11-01,149608,9137165
종로구,계,2024-12-01,149608,9116750
종로구,계,2025-01-01,149478,7239044
종로구,계,2025-02-01,149478,7953109
종로구,계,2025-03-01,149478,9591442
중구,계,2008-01-01,138233,0
중구,계,2008-02-01,138233,0
중구,계,2008-03-01,138233,0
중구,계,2008-04-01,138934,0
중구,계,2008-05-01,138934,0
중구,계,2008-06-01,138934,0
중구,계,2008-07-01,139438,0
중구,계,2008-08-01,139438,0
중구,계,2008-09-01,139438,0
중구,계,2008-10-01,138811,0
중구,계,2008-11-01,138811,0
중구,계,2008-12-01,138811,0
중구,계,2009-01-01,139047,0
중구,계,2009-02-01,139047,0
중구,계,2009-03-01,139047,0
중구,계,2009-04-01,138531,0
중구,계,2009-05-01,138531,0
중구,계,2009-06-01,138531,0
중구,계,2009-07-01,138035,0
중구,계,2009-08-01,138035,0
중구,계,2009-09-01,138035,0
중구,계,2009-10-01,137861,0
중구,계,2009-11-01,137861,0
중구,계,2009-12-01,137861,0
중구,계,2010-01-01,138102,0
중구,계,2010-02-01,138102,0
중구,계,2010-03-01,138102,0
중구,계,2010-04-01,137785,0
중구,계,2010-05-01,137785,0
중구,계,2010-06-01,137785,0
중구,계,2010-07-01,137361,0
중구,계,2010-08-01,137361,0
중구,계,2010-09-01,137361,0
중구,계,2010-10-01,141200,0
중구,계,2010-11-01,141200,0
중구,계,2010-12-01,141200,0
중구,계,2011-01-01,141401,0
중구,계,2011-02-01,141401,0
중구,계,2011-03-01,141401,0
중구,계,2011-04-01,141083,0
중구,계,2011-05-01,141083,0
중구,계,2011-06-01,141083,0
중구,계,2011-07-01,140682,0
중구,계,2011-08-01,140682,0
중구,계,2011-09-01,140682,0
중구,계,2011-10-01,141567,0
중구,계,2011-11-01,141567,0
중구,계,2011-12-01,141567,0
중구,계,2012-01-01,143727,0
중구,계,2012-02-01,143727,0
중구,계,2012-03-01,143727,0
중구,계,2012-04-01,143957,0
중구,계,2012-05-01,143957,0
중구,계,2012-06-01,143957,0
중구,계,2012-07-01,143089,0
중구,계,2012-08-01,143089,0
중구,계,2012-09-01,143089,0
중구,계,2012-10-01,140807,0
중구,계,2012-11-01,140807,0
중구,계,2012-12-01,140807,0
중구,계,2013-01-01,140127,0
중구,계,2013-02-01,140127,0
중구,계,2013-03-01,140127,0
중구,계,2013-04-01,139699,0
중구,계,2013-05-01,139699,0
중구,계,2013-06-01,139699,0
중구,계,2013-07-01,138738,0
중구,계,2013-08-01,138738,0
중구,계,2013-09-01,138738,0
중구,계,2013-10-01,137990,0
중구,계,2013-11-01,137990,0
중구,계,2013-12-01,137990,0
중구,계,2014-01-01,137466,0
중구,계,2014-02-01,137466,0
중구,계,2014-03-01,137466,0
중구,계,2014-04-01,137122,0
중구,계,2014-05-01,137122,0
중구,계,2014-06-01,137122,0
중구,계,2014-07-01,136773,0
중구,계,2014-08-01,136773,0
중구,계,2014-09-01,136773,0
중구,계,2014-10-01,136227,0
중구,계,2014-11-01,136227,0
중구,계,2014-12-01,136227,0
중구,계,2015-01-01,136063,0
중구,계,2015-02-01,136063,0
중구,계,2015-03-01,136063,0
중구,계,2015-04-01,135200,0
중구,계,2015-05-01,135200,0
중구,계,2015-06-01,135200,0
중구,계,2015-07-01,134828,0
중구,계,2015-08-01,134828,0
중구,계,2015-09-01,134828,0
중구,계,2015-10-01,134329,0
중구,계,2015-11-01,134329,0
중구,계,2015-12-01,134329,0
중구,계,2016-01-01,134436,0
중구,계,2016-02-01,134436,0
중구,계,2016-03-01,134436,0
중구,계,2016-04-01,134175,0
중구,계,2016-05-01,134175,0
중구,계,2016-06-01,134175,0
중구,계,2016-07-01,134463,0
중구,계,2016-08-01,134463,0
중구,계,2016-09-01,134463,0
중구,계,2016-10-01,134409,0
중구,계,2016-11-01,134409,0
중구,계,2016-12-01,134409,0
중구,계,2017-01-01,133240,0
중구,계,2017-02-01,133240,0
중구,계,2017-03-01,133240,0
중구,계,2017-04-01,132838,0
중구,계,2017-05-01,132838,0
중구,계,2017-06-01,132838,0
중구,계,2017-07-01,134174,0
중구,계,2017-08-01,134174,0
중구,계,2017-09-01,134174,0
중구,계,2017-10-01,134593,0
중구,계,2017-11-01,134593,0
중구,계,2017-12-01,134593,0
중구,계,2018-01-01,135139,0
중구,계,2018-02-01,135139,0
중구,계,2018-03-01,135139,0
중구,계,2018-04-01,135427,0
중구,계,2018-05-01,135427,0
중구,계,2018-06-01,135427,0
중구,계,2018-07-01,135258,0
중구,계,2018-08-01,135258,0
중구,계,2018-09-01,135258,0
중구,계,2018-10-01,135633,0
중구,계,2018-11-01,135633,0
중구,계,2018-12-01,135633,0
중구,계,2019-01-01,135836,0
중구,계,2019-02-01,135836,0
중구,계,2019-03-01,135836,0
중구,계,2019-04-01,136276,0
중구,계,2019-05-01,136276,0
중구,계,2019-06-01,136276,0
중구,계,2019-07-01,136663,0
중구,계,2019-08-01,136663,0
중구,계,2019-09-01,136663,0
중구,계,2019-10-01,136488,0
중구,계,2019-11-01,136488,0
중구,계,2019-12-01,136488,0
중구,계,2020-01-01,136469,0
중구,계,2020-02-01,136469,0
중구,계,2020-03-01,136469,0
중구,계,2020-04-01,136030,0
중구,계,2020-05-01,136030,0
중구,계,2020-06-01,136030,0
중구,계,2020-07-01,135321,0
중구,계,2020-08-01,135321,0
중구,계,2020-09-01,135321,0
중구,계,2020-10-01,134635,0
중구,계,2020-11-01,134635,0
중구,계,2020-12-01,134635,0
중구,계,2021-01-01,133708,0
중구,계,2021-02-01,133708,0
중구,계,2021-03-01,133708,0
중구,계,2021-04-01,132259,0
중구,계,2021-05-01,132259,0
중구,계,2021-06-01,132259,0
중구,계,2021-07-01,131943,0
중구,계,2021-08-01,131943,0
중구,계,2021-09-01,131943,0
중구,계,2021-10-01,131787,0
중구,계,2021-11-01,131787,346551
중구,계,2021-12-01,131787,670192
중구,계,2022-01-01,131450,8634403
중구,계,2022-02-01,131450,7237038
중구,계,2022-03-01,131450,8081917
중구,계,2022-04-01,131673,9445091
중구,계,2022-05-01,131673,10574305
중구,계,2022-06-01,131673,10120399
중구,계,2022-07-01,130764,10465491
중구,계,2022-08-01,130764,10555177
중구,계,2022-09-01,130764,9796991
중구,계,2022-10-01,130785,11849201
중구,계,2022-11-01,130785,11675824
중구,계,2022-12-01,130785,11982551
중구,계,2023-01-01,131390,10384930
중구,계,2023-02-01,131390,10717514
중구,계,2023-03-01,131390,12551169
중구,계,2023-04-01,132054,12070434
중구,계,2023-05-01,132054,12485707
중구,계,2023-06-01,132054,12148365
중구,계,2023-07-01,131825,12046987
중구,계,2023-08-01,131825,11847464
중구,계,2023-09-01,131825,11856825
중구,계,2023-10-01,131793,12572693
중구,계,2023-11-01,131793,12953168
중구,계,2023-12-01,131793,12986344
중구,계,2024-01-01,131812,12095356
중구,계,2024-02-01,131812,11249191
중구,계,2024-03-01,131812,13104721
중구,계,2024-04-01,131800,13038294
중구,계,2024-05-01,131800,13193654
중구,계,2024-06-01,131800,12279203
중구,계,2024-07-01,131589,12595289
중구,계,2024-08-01,131589,11703615
중구,계,2024-09-01,131589,11771388
중구,계,2024-10-01,131214,13509277
중구,계,2024-11-01,131214,13521122
중구,계,2024-12-01,131214,13560919
중구,계,2025-01-01,130418,11321945
중구,계,2025-02-01,130418,12393267
중구,계,2025-03-01,130418,14082829
용산구,계,2008-01-01,249346,0
용산구,계,2008-02-01,249346,0
용산구,계,2008-03-01,249346,0
용산구,계,2008-04-01,249475,0
용산구,계,2008-05-01,249475,0
용산구,계,2008-06-01,249475,0
용산구,계,2008-07-01,250775,0
용산구,계,2008-08-01,250775,0
용산구,계,2008-09-01,250775,0
용산구,계,2008-10-01,251043,0
용산구,계,2008-11-01,251043,0
용산구,계,2008-12-01,251043,0
용산구,계,2009-01-01,252120,0
용산구,계,2009-02-01,252120,0
용산구,계,2009-03-01,252120,0
용산구,계,2009-04-01,251710,0
용산구,계,2009-05-01,251710,0
용산구,계,2009-06-01,251710,0
용산구,계,2009-07-01,251528,0
용산구,계,2009-08-01,251528,0
용산구,계,2009-09-01,251528,0
용산구,계,2009-10-01,251200,0
용산구,계,2009-11-01,251200,0
용산구,계,2009-12-01,251200,0
용산구,계,2010-01-01,250844,0
용산구,계,2010-02-01,250844,0
용산구,계,2010-03-01,250844,0
용산구,계,2010-04-01,250345,0
용산구,계,2010-05-01,250345,0
용산구,계,2010-06-01,250345,0
용산구,계,2010-07-01,250069,0
용산구,계,2010-08-01,250069,0
용산구,계,2010-09-01,250069,0
용산구,계,2010-10-01,257143,0
용산구,계,2010-11-01,257143,0
용산구,계,2010-12-01,257143,0
용산구,계,2011-01-01,257881,0
용산구,계,2011-02-01,257881,0
용산구,계,2011-03-01,257881,0
용산구,계,2011-04-01,259659,0
용산구,계,2011-05-01,259659,0
용산구,계,2011-06-01,259659,0
용산구,계,2011-07-01,259810,0
용산구,계,2011-08-01,259810,0
용산구,계,2011-09-01,259810,0
용산구,계,2011-10-01,259288,0
용산구,계,2011-11-01,259288,0
용산구,계,2011-12-01,259288,0
용산구,계,2012-01-01,258374,0
용산구,계,2012-02-01,258374,0
용산구,계,2012-03-01,258374,0
용산구,계,2012-04-01,257194,0
용산구,계,2012-05-01,257194,0
용산구,계,2012-06-01,257194,0
용산구,계,2012-07-01,256614,0
용산구,계,2012-08-01,256614,0
용산구,계,2012-09-01,256614,0
용산구,계,2012-10-01,255294,0
용산구,계,2012-11-01,255294,0
용산구,계,2012-12-01,255294,0
용산구,계,2013-01-01,254749,0
용산구,계,2013-02-01,254749,0
용산구,계,2013-03-01,254749,0
용산구,계,2013-04-01,253903,0
용산구,계,2013-05-01,253903,0
용산구,계,2013-06-01,253903,0
용산구,계,2013-07-01,252998,0
용산구,계,2013-08-01,252998,0
용산구,계,2013-09-01,252998,0
용산구,계,2013-10-01,251925,0
용산구,계,2013-11-01,251925,0
용산구,계,2013-12-01,251925,0
용산구,계,2014-01-01,251651,0
용산구,계,2014-02-01,251651,0
용산구,계,2014-03-01,251651,0
용산구,계,2014-04-01,250922,0
용산구,계,2014-05-01,250922,0
용산구,계,2014-06-01,250922,0
용산구,계,2014-07-01,249930,0
용산구,계,2014-08-01,249930,0
용산구,계,2014-09-01,249930,0
용산구,계,2014-10-01,249914,0
용산구,계,2014-11-01,249914,0
용산구,계,2014-12-01,249914,0
용산구,계,2015-01-01,250003,0
용산구,계,2015-02-01,250003,0
용산구,계,2015-03-01,250003,0
용산구,계,2015-04-01,249517,0
용산구,계,2015-05-01,249517,0
용산구,계,2015-06-01,249517,0
용산구,계,2015-07-01,248859,0
용산구,계,2015-08-01,248859,0
용산구,계,2015-09-01,248859,0
용산구,계,2015-10-01,247909,0
용산구,계,2015-11-01,247909,0
용산구,계,2015-12-01,247909,0
용산구,계,2016-01-01,247297,0
용산구,계,2016-02-01,247297,0
용산구,계,2016-03-01,247297,0
용산구,계,2016-04-01,246934,0
용산구,계,2016-05-01,246934,0
용산구,계,2016-06-01,246934,0
용산구,계,2016-07-01,246317,0
용산구,계,2016-08-01,246317,0
용산구,계,2016-09-01,246317,0
용산구,계,2016-10-01,245102,0
용산구,계,2016-11-01,245102,0
용산구,계,2016-12-01,245102,0
용산구,계,2017-01-01,244203,0
용산구,계,2017-02-01,244203,0
용산구,계,2017-03-01,244203,0
용산구,계,2017-04-01,243406,0
용산구,계,2017-05-01,243406,0
용산구,계,2017-06-01,243406,0
용산구,계,2017-07-01,243922,0
용산구,계,2017-08-01,243922,0
용산구,계,2017-09-01,243922,0
용산구,계,2017-10-01,244444,0
용산구,계,2017-11-01,244444,0
용산구,계,2017-12-01,244444,0
용산구,계,2018-01-01,245411,0
용산구,계,2018-02-01,245411,0
용산구,계,2018-03-01,245411,0
용산구,계,2018-04-01,245245,0
용산구,계,2018-05-01,245245,0
용산구,계,2018-06-01,245245,0
용산구,계,2018-07-01,245087,0
용산구,계,2018-08-01,245087,0
용산구,계,2018-09-01,245087,0
용산구,계,2018-10-01,245090,0
용산구,계,2018-11-01,245090,0
용산구,계,2018-12-01,245090,0
용산구,계,2019-01-01,245139,0
용산구,계,2019-02-01,245139,0
용산구,계,2019-03-01,245139,0
용산구,계,2019-04-01,245069,0
용산구,계,2019-05-01,245069,0
용산구,계,2019-06-01,245069,0
용산구,계,2019-07-01,244989,0
용산구,계,2019-08-01,244989,0
용산구,계,2019-09-01,244989,0
용산구,계,2019-10-01,245185,0
용산구,계,2019-11-01,245185,0
용산구,계,2019-12-01,245185,0
용산구,계,2020-01-01,246165,0
용산구,계,2020-02-01,246165,0
용산구,계,2020-03-01,246165,0
용산구,계,2020-04-01,245362,0
용산구,계,2020-05-01,245362,0
용산구,계,2020-06-01,245362,0
용산구,계,2020-07-01,244953,0
용산구,계,2020-08-01,244953,0
용산구,계,2020-09-01,244953,0
용산구,계,2020-10-01,244645,0
용산구,계,2020-11-01,244645,0
용산구,계,2020-12-01,244645,0
용산구,계,2021-01-01,243336,0
용산구,계,2021-02-01,243336,0
용산구,계,2021-03-01,243336,0
용산구,계,2021-04-01,240665,0
용산구,계,2021-05-01,240665,0
용산구,계,2021-06-01,240665,0
용산구,계,2021-07-01,238300,0
용산구,계,2021-08-01,238300,0
용산구,계,2021-09-01,238300,0
용산구,계,2021-10-01,237285,0
용산구,계,2021-11-01,237285,102492
용산구,계,2021-12-01,237285,206500
용산구,계,2022-01-01,236518,2804691
용산구,계,2022-02-01,236518,2351317
용산구,계,2022-03-01,236518,2630763
용산구,계,2022-04-01,236632,3049943
용산구,계,2022-05-01,236632,3595008
용산구,계,2022-06-01,236632,3410169
용산구,계,2022-07-01,233734,3491131
용산구,계,2022-08-01,233734,3492379
용산구,계,2022-09-01,233734,3258311
용산구,계,2022-10-01,233284,3997913
용산구,계,2022-11-01,233284,3555877
용산구,계,2022-12-01,233284,3637749
용산구,계,2023-01-01,232482,3259174
용산구,계,2023-02-01,232482,3366337
용산구,계,2023-03-01,232482,3834936
용산구,계,2023-04-01,232069,3684085
용산구,계,2023-05-01,232069,3821318
용산구,계,2023-06-01,232069,3753640
용산구,계,2023-07-01,230692,3689910
용산구,계,2023-08-01,230692,3621278
용산구,계,2023-09-01,230692,3651801
용산구,계,2023-10-01,227106,3871644
용산구,계,2023-11-01,227106,3814786
용산구,계,2023-12-01,227106,3855443
용산구,계,2024-01-01,223433,3601739
용산구,계,2024-02-01,223433,3382018
용산구,계,2024-03-01,223433,3966325
용산구,계,2024-04-01,219451,3884187
용산구,계,2024-05-01,219451,3996479
용산구,계,2024-06-01,219451,3777229
용산구,계,2024-07-01,218370,3786680
용산구,계,2024-08-01,218370,3521196
용산구,계,2024-09-01,218370,3599770
용산구,계,2024-10-01,217194,4101528
용산구,계,2024-11-01,217194,4011390
용산구,계,2024-12-01,217194,4067224
용산구,계,2025-01-01,216537,3465107
용산구,계,2025-02-01,216537,3507958
용산구,계,2025-03-01,216537,4386878
성동구,계,2008-01-01,340724,0
성동구,계,2008-02-01,340724,0
성동구,계,2008-03-01,340724,0
성동구,계,2008-04-01,336190,0
성동구,계,2008-05-01,336190,0
성동구,계,2008-06-01,336190,0
성동구,계,2008-07-01,330698,0
성동구,계,2008-08-01,330698,0
성동구,계,2008-09-01,330698,0
성동구,계,2008-10-01,322679,0
성동구,계,2008-11-01,322679,0
성동구,계,2008-12-01,322679,0
성동구,계,2009-01-01,320180,0
성동구,계,2009-02-01,320180,0
성동구,계,2009-03-01,320180,0
성동구,계,2009-04-01,318706,0
성동구,계,2009-05-01,318706,0
성동구,계,2009-06-01,318706,0
성동구,계,2009-07-01,317670,0
성동구,계,2009-08-01,317670,0
성동구,계,2009-09-01,317670,0
성동구,계,2009-10-01,316064,0
성동구,계,2009-11-01,316064,0
성동구,계,2009-12-01,316064,0
성동구,계,2010-01-01,316113,0
성동구,계,2010-02-01,316113,0
성동구,계,2010-03-01,316113,0
성동구,계,2010-04-01,315005,0
성동구,계,2010-05-01,315005,0
성동구,계,2010-06-01,315005,0
성동구,계,2010-07-01,313666,0
성동구,계,2010-08-01,313666,0
성동구,계,2010-09-01,313666,0
성동구,계,2010-10-01,316892,0
성동구,계,2010-11-01,316892,0
성동구,계,2010-12-01,316892,0
성동구,계,2011-01-01,314993,0
성동구,계,2011-02-01,314993,0
성동구,계,2011-03-01,314993,0
성동구,계,2011-04-01,313333,0
성동구,계,2011-05-01,313333,0
성동구,계,2011-06-01,313333,0
성동구,계,2011-07-01,311504,0
성동구,계,2011-08-01,311504,0
성동구,계,2011-09-01,311504,0
성동구,계,2011-10-01,308767,0
성동구,계,2011-11-01,308767,0
성동구,계,2011-12-01,308767,0
성동구,계,2012-01-01,308020,0
성동구,계,2012-02-01,308020,0
성동구,계,2012-03-01,308020,0
성동구,계,2012-04-01,307436,0
성동구,계,2012-05-01,307436,0
성동구,계,2012-06-01,307436,0
성동구,계,2012-07-01,307801,0
성동구,계,2012-08-01,307801,0
성동구,계,2012-09-01,307801,0
성동구,계,2012-10-01,306868,0
성동구,계,2012-11-01,306868,0
성동구,계,2012-12-01,306868,0
성동구,계,2013-01-01,309312,0
성동구,계,2013-02-01,309312,0
성동구,계,2013-03-01,309312,0
성동구,계,2013-04-01,308870,0
성동구,계,2013-05-01,308870,0
성동구,계,2013-06-01,308870,0
성동구,계,2013-07-01,308047,0
성동구,계,2013-08-01,308047,0
성동구,계,2013-09-01,308047,0
성동구,계,2013-10-01,306571,0
성동구,계,2013-11-01,306571,0
성동구,계,2013-12-01,306571,0
성동구,계,2014-01-01,306597,0
성동구,계,2014-02-01,306597,0
성동구,계,2014-03-01,306597,0
성동구,계,2014-04-01,306692,0
성동구,계,2014-05-01,306692,0
성동구,계,2014-06-01,306692,0
성동구,계,2014-07-01,305752,0
성동구,계,2014-08-01,305752,0
성동구,계,2014-09-01,305752,0
성동구,계,2014-10-01,303891,0
성동구,계,2014-11-01,303891,0
성동구,계,2014-12-01,303891,0
성동구,계,2015-01-01,303777,0
성동구,계,2015-02-01,303777,0
성동구,계,2015-03-01,303777,0
성동구,계,2015-04-01,305969,0
성동구,계,2015-05-01,305969,0
성동구,계,2015-06-01,305969,0
성동구,계,2015-07-01,306384,0
성동구,계,2015-08-01,306384,0
성동구,계,2015-09-01,306384,0
성동구,계,2015-10-01,305065,0
성동구,계,2015-11-01,305065,0
성동구,계,2015-12-01,305065,0
성동구,계,2016-01-01,304565,0
성동구,계,2016-02-01,304565,0
성동구,계,2016-03-01,304565,0
성동구,계,2016-04-01,305525,0
성동구,계,2016-05-01,305525,0
성동구,계,2016-06-01,305525,0
성동구,계,2016-07-01,305506,0
성동구,계,2016-08-01,305506,0
성동구,계,2016-09-01,305506,0
성동구,계,2016-10-01,307161,0
성동구,계,2016-11-01,307161,0
성동구,계,2016-12-01,307161,0
성동구,계,2017-01-01,311244,0
성동구,계,2017-02-01,311244,0
성동구,계,2017-03-01,311244,0
성동구,계,2017-04-01,311831,0
성동구,계,2017-05-01,311831,0
성동구,계,2017-06-01,311831,0
성동구,계,2017-07-01,312933,0
성동구,계,2017-08-01,312933,0
성동구,계,2017-09-01,312933,0
성동구,계,2017-10-01,312711,0
성동구,계,2017-11-01,312711,0
성동구,계,2017-12-01,312711,0
성동구,계,2018-01-01,314551,0
성동구,계,2018-02-01,314551,0
성동구,계,2018-03-01,314551,0
성동구,계,2018-04-01,316068,0
성동구,계,2018-05-01,316068,0
성동구,계,2018-06-01,316068,0
성동구,계,2018-07-01,317197,0
성동구,계,2018-08-01,317197,0
성동구,계,2018-09-01,317197,0
성동구,계,2018-10-01,316463,0
성동구,계,2018-11-01,316463,0
성동구,계,2018-12-01,316463,0
성동구,계,2019-01-01,314608,0
성동구,계,2019-02-01,314608,0
성동구,계,2019-03-01,314608,0
성동구,계,2019-04-01,312991,0
성동구,계,2019-05-01,312991,0
성동구,계,2019-06-01,312991,0
성동구,계,2019-07-01,311290,0
성동구,계,2019-08-01,311290,0
성동구,계,2019-09-01,311290,0
성동구,계,2019-10-01,308979,0
성동구,계,2019-11-01,308979,0
성동구,계,2019-12-01,308979,0
성동구,계,2020-01-01,307193,0
성동구,계,2020-02-01,307193,0
성동구,계,2020-03-01,307193,0
성동구,계,2020-04-01,304851,0
성동구,계,2020-05-01,304851,0
성동구,계,2020-06-01,304851,0
성동구,계,2020-07-01,302695,0
성동구,계,2020-08-01,302695,0
성동구,계,2020-09-01,302695,0
성동구,계,2020-10-01,300505,0
성동구,계,2020-11-01,300505,0
성동구,계,2020-12-01,300505,0
성동구,계,2021-01-01,298421,0
성동구,계,2021-02-01,298421,0
성동구,계,2021-03-01,298421,0
성동구,계,2021-04-01,295767,0
성동구,계,2021-05-01,295767,0
성동구,계,2021-06-01,295767,0
성동구,계,2021-07-01,294140,0
성동구,계,2021-08-01,294140,0
성동구,계,2021-09-01,294140,0
성동구,계,2021-10-01,292672,0
성동구,계,2021-11-01,292672,190033
성동구,계,2021-12-01,292672,358676
성동구,계,2022-01-01,291609,4803376
성동구,계,2022-02-01,291609,4080958
성동구,계,2022-03-01,291609,4716251
성동구,계,2022-04-01,290664,5403241
성동구,계,2022-05-01,290664,5844417
성동구,계,2022-06-01,290664,5420322
성동구,계,2022-07-01,288941,5534309
성동구,계,2022-08-01,288941,5514329
성동구,계,2022-09-01,288941,5133639
성동구,계,2022-10-01,288234,5913284
성동구,계,2022-11-01,288234,5899619
성동구,계,2022-12-01,288234,5775660
성동구,계,2023-01-01,287240,5222730
성동구,계,2023-02-01,287240,5349549
성동구,계,2023-03-01,287240,6307902
성동구,계,2023-04-01,286564,6018443
성동구,계,2023-05-01,286564,6090043
성동구,계,2023-06-01,286564,5868243
성동구,계,2023-07-01,285543,5747324
성동구,계,2023-08-01,285543,5597610
성동구,계,2023-09-01,285543,5676088
성동구,계,2023-10-01,284766,5997861
성동구,계,2023-11-01,284766,6186540
성동구,계,2023-12-01,284766,6117140
성동구,계,2024-01-01,284258,5858890
성동구,계,2024-02-01,284258,5376174
성동구,계,2024-03-01,284258,6440418
성동구,계,2024-04-01,283853,6485482
성동구,계,2024-05-01,283853,6479554
성동구,계,2024-06-01,283853,5982841
성동구,계,2024-07-01,282385,6066424
성동구,계,2024-08-01,282385,5527103
성동구,계,2024-09-01,282385,5746718
성동구,계,2024-10-01,281289,6520939
성동구,계,2024-11-01,281289,6551034
성동구,계,2024-12-01,281289,6505643
성동구,계,2025-01-01,281062,5153725
성동구,계,2025-02-01,281062,5683713
성동구,계,2025-03-01,281062,6623195
광진구,계,2008-01-01,388123,0
광진구,계,2008-02-01,388123,0
광진구,계,2008-03-01,388123,0
광진구,계,2008-04-01,388357,0
광진구,계,2008-05-01,388357,0
광진구,계,2008-06-01,388357,0
광진구,계,2008-07-01,388527,0
광진구,계,2008-08-01,388527,0
광진구,계,2008-09-01,388527,0
광진구,계,2008-10-01,387254,0
광진구,계,2008-11-01,387254,0
광진구,계,2008-12-01,387254,0
광진구,계,2009-01-01,388376,0
광진구,계,2009-02-01,388376,0
광진구,계,2009-03-01,388376,0
광진구,계,2009-04-01,387637,0
광진구,계,2009-05-01,387637,0
광진구,계,2009-06-01,387637,0
광진구,계,2009-07-01,386990,0
광진구,계,2009-08-01,386990,0
광진구,계,2009-09-01,386990,0
광진구,계,2009-10-01,386513,0
광진구,계,2009-11-01,386513,0
광진구,계,2009-12-01,386513,0
광진구,계,2010-01-01,386292,0
광진구,계,2010-02-01,386292,0
광진구,계,2010-03-01,386292,0
광진구,계,2010-04-01,385166,0
광진구,계,2010-05-01,385166,0
광진구,계,2010-06-01,385166,0
광진구,계,2010-07-01,384118,0
광진구,계,2010-08-01,384118,0
광진구,계,2010-09-01,384118,0
광진구,계,2010-10-01,388775,0
광진구,계,2010-11-01,388775,0
광진구,계,2010-12-01,388775,0
광진구,계,2011-01-01,388811,0
광진구,계,2011-02-01,388811,0
광진구,계,2011-03-01,388811,0
광진구,계,2011-04-01,388347,0
광진구,계,2011-05-01,388347,0
광진구,계,2011-06-01,388347,0
광진구,계,2011-07-01,387864,0
광진구,계,2011-08-01,387864,0
광진구,계,2011-09-01,387864,0
광진구,계,2011-10-01,386673,0
광진구,계,2011-11-01,386673,0
광진구,계,2011-12-01,386673,0
광진구,계,2012-01-01,386283,0
광진구,계,2012-02-01,386283,0
광진구,계,2012-03-01,386283,0
광진구,계,2012-04-01,385970,0
광진구,계,2012-05-01,385970,0
광진구,계,2012-06-01,385970,0
광진구,계,2012-07-01,385874,0
광진구,계,2012-08-01,385874,0
광진구,계,2012-09-01,385874,0
광진구,계,2012-10-01,384269,0
광진구,계,2012-11-01,384269,0
광진구,계,2012-12-01,384269,0
광진구,계,2013-01-01,383806,0
광진구,계,2013-02-01,383806,0
광진구,계,2013-03-01,383806,0
광진구,계,2013-04-01,382885,0
광진구,계,2013-05-01,382885,0
광진구,계,2013-06-01,382885,0
광진구,계,2013-07-01,382807,0
광진구,계,2013-08-01,382807,0
광진구,계,2013-09-01,382807,0
광진구,계,2013-10-01,381439,0
광진구,계,2013-11-01,381439,0
광진구,계,2013-12-01,381439,0
광진구,계,2014-01-01,381017,0
광진구,계,2014-02-01,381017,0
광진구,계,2014-03-01,381017,0
광진구,계,2014-04-01,380146,0
광진구,계,2014-05-01,380146,0
광진구,계,2014-06-01,380146,0
광진구,계,2014-07-01,379408,0
광진구,계,2014-08-01,379408,0
광진구,계,2014-09-01,379408,0
광진구,계,2014-10-01,377375,0
광진구,계,2014-11-01,377375,0
광진구,계,2014-12-01,377375,0
광진구,계,2015-01-01,377204,0
광진구,계,2015-02-01,377204,0
광진구,계,2015-03-01,377204,0
광진구,계,2015-04-01,376620,0
광진구,계,2015-05-01,376620,0
광진구,계,2015-06-01,376620,0
광진구,계,2015-07-01,375951,0
광진구,계,2015-08-01,375951,0
광진구,계,2015-09-01,375951,0
광진구,계,2015-10-01,375180,0
광진구,계,2015-11-01,375180,0
광진구,계,2015-12-01,375180,0
광진구,계,2016-01-01,374798,0
광진구,계,2016-02-01,374798,0
광진구,계,2016-03-01,374798,0
광진구,계,2016-04-01,374053,0
광진구,계,2016-05-01,374053,0
광진구,계,2016-06-01,374053,0
광진구,계,2016-07-01,373680,0
광진구,계,2016-08-01,373680,0
광진구,계,2016-09-01,373680,0
