연도,구,거주인구,교통사고 발생건수,기타_부상자수,기타_사망자수,길가장자리구역통행중_부상자수,길가장자리구역통행중_사망자수,보도통행중_부상자수,보도통행중_사망자수,차도 통행중_부상자수,차도 통행중_사망자수,횡단중_부상자수,횡단중_사망자수,뺑소니_발생건수,뺑소니_부상자수,뺑소니_사망자수,자전거_발생건수,자전거_사망자수,자전거_부상자수,눈_발생건수,맑음_발생건수,비_발생건수,흐림_발생건수,눈_사상자수,맑음_사상자수,비_사상자수,흐림_사상자수,화재_소계,버스계_발생건수,승용계_발생건수,화물계_발생건수,버스계_사상자수,승용계_사상자수,화물계_사상자수,차대사람_발생건수,차대차_발생건수,차량단독_발생건수,차대사람_사상자수,차대차_사상자수,차량단독_사상자수,인구 10만명당 부상자수 (명),인구 10만명당 사망자수 (명),자동차 1만대당 발생건수 (건)
2014,동대문구,375481.0,154.0,320.0,5.0,11.0,1.0,12.0,0.0,13.0,1.0,154.0,9.0,45.0,71.0,1.0,252.0,1.0,270.0,14.0,1588.0,103.0,95.0,19.0,2061.0,151.0,131.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,1284.0,72.0,521.0,1827.0,86.0,639.6,7.2,154.3
2015,동대문구,375057.0,173.0,310.0,3.0,22.0,0.0,19.0,0.0,26.0,0.0,217.0,5.0,45.0,68.0,0.0,277.0,1.0,286.0,2.0,1803.0,165.0,106.0,4.0,2368.0,219.0,146.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,1442.0,66.0,613.0,2060.0,74.0,730.6,4.3,172.5
2016,동대문구,371859.0,170.0,196.0,0.0,41.0,1.0,13.0,0.0,32.0,0.0,315.0,7.0,34.0,48.0,0.0,252.0,3.0,263.0,2.0,1776.0,137.0,131.0,8.0,2252.0,183.0,193.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,1407.0,60.0,611.0,1968.0,64.0,709.9,3.8,168.9
2017,동대문구,367831.0,143.0,198.0,7.0,35.0,0.0,23.0,1.0,34.0,1.0,226.0,5.0,40.0,53.0,0.0,208.0,2.0,214.0,6.0,1479.0,81.0,147.0,7.0,1864.0,108.0,180.0,175.0,76.0,1030.0,47.0,89.0,1373.0,53.0,518.0,1128.0,72.0,535.0,1547.0,82.0,584.4,6.8,141.2
2018,동대문구,364982.0,141.0,256.0,5.0,24.0,0.0,20.0,0.0,44.0,0.0,156.0,4.0,33.0,45.0,0.0,204.0,3.0,215.0,5.0,1494.0,86.0,93.0,6.0,1909.0,109.0,124.0,179.0,81.0,1012.0,33.0,119.0,1340.0,41.0,492.0,1153.0,54.0,513.0,1603.0,58.0,592.9,3.8,139.2
2019,동대문구,363291.0,130.0,213.0,2.0,14.0,0.0,23.0,0.0,45.0,1.0,143.0,3.0,29.0,39.0,0.0,185.0,2.0,198.0,1.0,1377.0,83.0,97.0,1.0,1769.0,104.0,120.0,168.0,70.0,893.0,44.0,88.0,1173.0,55.0,424.0,1091.0,50.0,452.0,1500.0,51.0,547.6,4.1,128.7
2020,동대문구,359716.0,120.0,143.0,2.0,10.0,0.0,23.0,0.0,33.0,0.0,153.0,1.0,29.0,39.0,0.0,209.0,0.0,227.0,2.0,1230.0,88.0,97.0,2.0,1583.0,113.0,117.0,122.0,48.0,771.0,39.0,53.0,1026.0,46.0,331.0,1067.0,50.0,350.0,1454.0,51.0,516.8,2.8,118.7
2021,동대문구,352115.0,115.0,153.0,2.0,7.0,0.0,26.0,0.0,30.0,2.0,86.0,7.0,24.0,31.0,0.0,189.0,4.0,193.0,8.0,1162.0,75.0,105.0,10.0,1389.0,96.0,123.0,135.0,55.0,765.0,41.0,63.0,960.0,46.0,311.0,1048.0,31.0,316.0,1326.0,31.0,470.4,4.8,113.4
2022,동대문구,353029.0,127.0,193.0,0.0,14.0,0.0,32.0,1.0,52.0,1.0,130.0,0.0,18.0,21.0,0.0,197.0,1.0,206.0,9.0,1344.0,84.0,70.0,9.0,1620.0,108.0,89.0,152.0,66.0,854.0,46.0,80.0,1064.0,54.0,415.0,1070.0,49.0,437.0,1365.0,53.0,521.2,3.4,124.0
2023,동대문구,357384.0,139.0,172.0,1.0,12.0,0.0,43.0,0.0,55.0,1.0,107.0,3.0,23.0,34.0,2.0,221.0,1.0,240.0,4.0,1452.0,115.0,64.0,4.0,1762.0,153.0,84.0,144.0,122.0,938.0,58.0,133.0,1172.0,71.0,385.0,1242.0,47.0,404.0,1594.0,51.0,566.6,2.8,131.7
2024,동대문구,359524.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,동대문구,361950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005,동작구,0.0,99.0,100.0,1.0,24.0,1.0,18.0,0.0,42.0,0.0,139.0,3.0,32.0,47.0,1.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,856.0,29.0,331.0,1419.0,52.0,431.7,2.9,110.8
2006,동작구,0.0,87.0,62.0,1.0,40.0,3.0,26.0,0.0,48.0,4.0,95.0,4.0,48.0,62.0,2.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,759.0,31.0,283.0,1322.0,39.0,390.6,5.5,96.9
2007,동작구,0.0,90.0,79.0,1.0,30.0,0.0,14.0,0.0,36.0,2.0,111.0,6.0,49.0,84.0,0.0,31.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,800.0,33.0,266.0,1361.0,34.0,396.5,3.9,99.5
2008,동작구,413675.0,80.0,43.0,0.0,29.0,0.0,27.0,0.0,45.0,1.0,123.0,4.0,38.0,61.0,0.0,42.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,676.0,41.0,265.0,1129.0,52.0,349.4,2.4,89.3
2009,동작구,410426.0,102.0,111.0,0.0,34.0,0.0,19.0,0.0,41.0,0.0,136.0,7.0,42.0,73.0,0.0,68.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,850.0,54.0,349.0,1402.0,66.0,441.5,3.9,112.6
2010,동작구,409653.0,94.0,129.0,1.0,20.0,0.0,16.0,0.0,29.0,0.0,117.0,5.0,44.0,68.0,0.0,60.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,773.0,55.0,317.0,1219.0,71.0,385.2,3.1,102.3
2011,동작구,414252.0,99.0,208.0,2.0,16.0,0.0,20.0,0.0,24.0,1.0,111.0,5.0,69.0,88.0,1.0,67.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,791.0,36.0,382.0,1261.0,46.0,405.2,3.1,107.6
2012,동작구,414560.0,104.0,196.0,5.0,11.0,0.0,15.0,0.0,15.0,0.0,125.0,2.0,59.0,84.0,1.0,78.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,857.0,46.0,368.0,1302.0,51.0,410.1,3.4,110.3
2013,동작구,420739.0,102.0,179.0,5.0,25.0,0.0,24.0,0.0,12.0,0.0,123.0,4.0,33.0,62.0,0.0,108.0,1.0,121.0,13.0,1057.0,106.0,55.0,18.0,1579.0,168.0,92.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,844.0,46.0,380.0,1408.0,71.0,438.4,2.6,105.7
2014,동작구,421197.0,116.0,241.0,4.0,22.0,0.0,15.0,0.0,18.0,0.0,128.0,4.0,37.0,55.0,1.0,152.0,2.0,170.0,13.0,1204.0,94.0,85.0,20.0,1631.0,147.0,112.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,918.0,76.0,435.0,1393.0,86.0,453.4,3.1,119.5
2015,동작구,416588.0,115.0,91.0,0.0,73.0,0.0,28.0,0.0,51.0,1.0,172.0,0.0,36.0,55.0,0.0,160.0,0.0,177.0,9.0,1225.0,98.0,52.0,17.0,1781.0,129.0,72.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,935.0,58.0,416.0,1502.0,83.0,483.1,1.7,118.1
2016,동작구,413689.0,122.0,145.0,1.0,84.0,0.0,17.0,0.0,20.0,1.0,204.0,6.0,21.0,28.0,0.0,123.0,2.0,146.0,8.0,1343.0,78.0,39.0,13.0,1865.0,107.0,58.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,960.0,55.0,480.0,1508.0,59.0,490.8,4.6,123.3
2017,동작구,410733.0,117.0,160.0,2.0,39.0,0.0,25.0,1.0,35.0,2.0,143.0,6.0,26.0,47.0,0.0,112.0,1.0,134.0,11.0,1272.0,63.0,61.0,19.0,1864.0,84.0,94.0,212.0,93.0,907.0,27.0,136.0,1393.0,39.0,388.0,972.0,49.0,420.0,1588.0,55.0,500.1,4.9,117.5
2018,동작구,407825.0,117.0,141.0,3.0,38.0,0.0,20.0,0.0,57.0,2.0,169.0,4.0,18.0,31.0,1.0,114.0,0.0,126.0,11.0,1251.0,105.0,43.0,13.0,1695.0,137.0,52.0,193.0,90.0,909.0,27.0,125.0,1277.0,38.0,427.0,933.0,52.0,454.0,1393.0,54.0,462.2,2.2,117.2
2019,동작구,410857.0,117.0,149.0,1.0,30.0,0.0,28.0,0.0,77.0,0.0,139.0,2.0,18.0,44.0,0.0,95.0,0.0,115.0,3.0,1282.0,85.0,35.0,3.0,1832.0,130.0,59.0,205.0,94.0,868.0,25.0,136.0,1276.0,60.0,399.0,961.0,46.0,439.0,1535.0,52.0,494.2,1.2,116.6
2020,동작구,405191.0,108.0,138.0,2.0,24.0,1.0,24.0,0.0,27.0,0.0,104.0,3.0,18.0,44.0,0.0,126.0,0.0,150.0,3.0,1152.0,112.0,36.0,4.0,1618.0,153.0,50.0,139.0,80.0,742.0,39.0,108.0,1100.0,51.0,308.0,936.0,63.0,326.0,1437.0,66.0,453.0,2.5,108.1
2021,동작구,396480.0,95.0,158.0,4.0,9.0,0.0,23.0,0.0,21.0,2.0,81.0,2.0,26.0,39.0,0.0,89.0,1.0,101.0,10.0,988.0,80.0,54.0,12.0,1323.0,100.0,77.0,121.0,47.0,673.0,35.0,71.0,911.0,50.0,285.0,829.0,34.0,299.0,1197.0,35.0,385.4,2.8,94.4
2022,동작구,393184.0,101.0,171.0,0.0,19.0,0.0,23.0,0.0,28.0,4.0,68.0,1.0,17.0,27.0,0.0,93.0,0.0,104.0,5.0,1053.0,71.0,41.0,5.0,1433.0,106.0,51.0,178.0,86.0,728.0,31.0,101.0,1061.0,42.0,302.0,862.0,53.0,314.0,1286.0,58.0,422.9,1.8,101.5
2023,동작구,390418.0,103.0,162.0,2.0,10.0,0.0,31.0,0.0,43.0,0.0,93.0,3.0,18.0,25.0,0.0,82.0,0.0,90.0,3.0,998.0,83.0,118.0,9.0,1331.0,121.0,163.0,149.0,82.0,815.0,34.0,100.0,1141.0,42.0,324.0,870.0,48.0,346.0,1279.0,49.0,428.0,1.5,103.3
2024,동작구,388565.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,동작구,386897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005,마포구,0.0,129.0,117.0,3.0,15.0,0.0,45.0,0.0,37.0,0.0,127.0,9.0,106.0,151.0,1.0,49.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,1217.0,26.0,342.0,2173.0,29.0,640.2,6.9,126.9
2006,마포구,0.0,132.0,37.0,1.0,30.0,0.0,37.0,1.0,91.0,1.0,146.0,6.0,113.0,195.0,0.0,74.0,2.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,1244.0,34.0,342.0,2071.0,38.0,611.8,5.5,127.1
2007,마포구,0.0,119.0,13.0,0.0,35.0,1.0,26.0,1.0,116.0,0.0,136.0,6.0,84.0,136.0,0.0,59.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,1085.0,50.0,334.0,1868.0,63.0,559.7,6.0,113.7
2008,마포구,397842.0,139.0,64.0,1.0,66.0,0.0,39.0,0.0,50.0,0.0,169.0,6.0,55.0,93.0,0.0,115.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,1269.0,37.0,397.0,2113.0,46.0,646.9,3.1,134.7
2009,마포구,393586.0,138.0,145.0,1.0,39.0,0.0,23.0,0.0,49.0,3.0,172.0,6.0,57.0,110.0,0.0,99.0,4.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1207.0,51.0,440.0,2056.0,59.0,643.9,7.4,132.9
2010,마포구,394312.0,143.0,169.0,5.0,11.0,0.0,23.0,0.0,38.0,2.0,191.0,4.0,81.0,146.0,3.0,117.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,1270.0,55.0,431.0,2220.0,68.0,673.5,5.5,136.4
2011,마포구,400863.0,135.0,159.0,3.0,19.0,0.0,21.0,0.0,47.0,2.0,161.0,8.0,67.0,128.0,1.0,106.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1174.0,60.0,415.0,2061.0,77.0,634.7,5.8,127.0
2012,마포구,395821.0,130.0,191.0,10.0,11.0,0.0,22.0,0.0,28.0,2.0,141.0,0.0,74.0,111.0,1.0,159.0,3.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,1133.0,52.0,411.0,1900.0,75.0,600.4,5.8,121.6
2013,마포구,392671.0,145.0,224.0,6.0,23.0,0.0,20.0,0.0,36.0,1.0,151.0,7.0,83.0,120.0,1.0,160.0,0.0,183.0,19.0,1534.0,109.0,84.0,33.0,2428.0,174.0,119.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,1241.0,72.0,467.0,2198.0,90.0,698.5,5.9,135.1
2014,마포구,391952.0,146.0,271.0,4.0,16.0,0.0,31.0,0.0,36.0,0.0,117.0,8.0,87.0,133.0,1.0,149.0,3.0,156.0,10.0,1594.0,106.0,48.0,17.0,2405.0,148.0,82.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,1260.0,48.0,488.0,2096.0,69.0,665.2,5.1,132.4
2015,마포구,399490.0,150.0,212.0,4.0,37.0,0.0,25.0,0.0,54.0,1.0,168.0,3.0,65.0,111.0,1.0,213.0,1.0,219.0,2.0,1613.0,148.0,37.0,2.0,2452.0,244.0,47.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,1263.0,67.0,511.0,2158.0,78.0,685.3,4.3,133.8
2016,마포구,394478.0,147.0,147.0,1.0,30.0,0.0,19.0,0.0,94.0,4.0,166.0,3.0,56.0,79.0,0.0,149.0,0.0,160.0,8.0,1556.0,117.0,83.0,17.0,2305.0,166.0,127.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,1274.0,57.0,463.0,2086.0,71.0,666.4,3.8,131.5
2017,마포구,387945.0,154.0,229.0,0.0,21.0,0.0,30.0,0.0,63.0,2.0,149.0,5.0,53.0,80.0,1.0,113.0,0.0,119.0,11.0,1724.0,88.0,35.0,15.0,2582.0,153.0,50.0,213.0,58.0,1336.0,38.0,72.0,2119.0,44.0,462.0,1340.0,57.0,496.0,2236.0,69.0,724.0,2.1,138.9
2018,마포구,385630.0,139.0,178.0,1.0,22.0,0.0,21.0,0.0,50.0,0.0,145.0,3.0,42.0,61.0,0.0,91.0,1.0,95.0,8.0,1518.0,101.0,27.0,11.0,2226.0,139.0,40.0,239.0,76.0,1201.0,29.0,114.0,1815.0,41.0,397.0,1220.0,54.0,420.0,1962.0,58.0,628.7,2.8,123.7
2019,마포구,386021.0,124.0,200.0,1.0,7.0,0.0,20.0,0.0,33.0,1.0,115.0,2.0,31.0,51.0,0.0,106.0,0.0,114.0,5.0,1295.0,96.0,48.0,9.0,1817.0,155.0,68.0,217.0,79.0,992.0,35.0,111.0,1483.0,47.0,360.0,1094.0,40.0,385.0,1697.0,48.0,550.1,1.8,110.6
2020,마포구,384098.0,106.0,157.0,0.0,5.0,1.0,15.0,1.0,26.0,2.0,91.0,5.0,31.0,51.0,0.0,115.0,1.0,130.0,3.0,1115.0,95.0,53.0,3.0,1549.0,131.0,73.0,219.0,49.0,817.0,29.0,59.0,1207.0,33.0,265.0,974.0,33.0,284.0,1446.0,37.0,459.3,3.4,92.9
2021,마포구,379102.0,91.0,102.0,3.0,12.0,0.0,21.0,0.0,28.0,1.0,69.0,2.0,33.0,38.0,1.0,107.0,1.0,130.0,5.0,969.0,83.0,42.0,8.0,1411.0,109.0,55.0,217.0,44.0,712.0,27.0,64.0,1048.0,54.0,228.0,854.0,20.0,240.0,1326.0,21.0,415.4,3.7,79.2
2022,마포구,377141.0,88.0,113.0,1.0,13.0,0.0,23.0,0.0,27.0,1.0,73.0,5.0,45.0,67.0,0.0,105.0,1.0,119.0,4.0,947.0,44.0,34.0,4.0,1328.0,63.0,42.0,237.0,51.0,719.0,15.0,58.0,1035.0,21.0,238.0,809.0,18.0,254.0,1220.0,19.0,394.9,2.7,78.2
2023,마포구,375907.0,104.0,130.0,2.0,14.0,0.0,34.0,0.0,27.0,1.0,74.0,2.0,74.0,105.0,0.0,84.0,2.0,88.0,3.0,1052.0,87.0,48.0,4.0,1469.0,119.0,59.0,260.0,69.0,858.0,35.0,103.0,1223.0,52.0,272.0,959.0,19.0,292.0,1418.0,19.0,457.1,3.7,91.2
2024,마포구,373890.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,마포구,371852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005,서대문구,0.0,87.0,88.0,3.0,14.0,0.0,22.0,0.0,35.0,0.0,121.0,9.0,49.0,67.0,0.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,753.0,24.0,285.0,1288.0,32.0,446.4,4.5,109.8
2006,서대문구,0.0,77.0,31.0,0.0,38.0,1.0,21.0,0.0,58.0,0.0,134.0,5.0,31.0,52.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,647.0,22.0,281.0,1044.0,30.0,377.1,2.8,97.0
2007,서대문구,0.0,85.0,8.0,0.0,66.0,1.0,9.0,0.0,70.0,3.0,147.0,6.0,40.0,55.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,716.0,21.0,305.0,1198.0,23.0,423.6,3.6,106.0
2008,서대문구,348362.0,90.0,54.0,1.0,38.0,0.0,25.0,0.0,68.0,3.0,145.0,6.0,36.0,64.0,1.0,33.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,726.0,37.0,337.0,1169.0,38.0,449.0,4.1,114.7
2009,서대문구,337699.0,102.0,103.0,4.0,30.0,0.0,20.0,0.0,46.0,2.0,153.0,8.0,40.0,72.0,3.0,48.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,854.0,38.0,368.0,1428.0,41.0,537.9,7.7,130.7
2010,서대문구,334163.0,95.0,114.0,1.0,24.0,0.0,29.0,2.0,31.0,0.0,157.0,7.0,37.0,53.0,1.0,45.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,766.0,40.0,365.0,1317.0,52.0,514.9,4.5,122.1
2011,서대문구,328001.0,88.0,130.0,3.0,17.0,0.0,24.0,0.0,27.0,4.0,153.0,4.0,33.0,52.0,0.0,33.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,679.0,41.0,368.0,1096.0,46.0,461.0,4.3,115.7
2012,서대문구,322503.0,86.0,132.0,3.0,17.0,0.0,25.0,0.0,21.0,0.0,124.0,1.0,40.0,62.0,0.0,37.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,702.0,38.0,329.0,1281.0,48.0,506.6,4.0,111.1
2013,서대문구,325401.0,90.0,130.0,4.0,8.0,0.0,35.0,0.0,36.0,1.0,126.0,5.0,30.0,51.0,0.0,52.0,0.0,55.0,16.0,926.0,89.0,47.0,23.0,1363.0,128.0,75.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,702.0,56.0,343.0,1179.0,70.0,486.9,4.3,115.0
2014,서대문구,322987.0,93.0,151.0,1.0,16.0,0.0,18.0,0.0,32.0,3.0,151.0,5.0,29.0,39.0,0.0,64.0,1.0,67.0,10.0,966.0,60.0,84.0,10.0,1383.0,84.0,127.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,705.0,53.0,381.0,1164.0,61.0,495.5,5.0,118.8
2015,서대문구,319808.0,89.0,207.0,1.0,18.0,1.0,16.0,1.0,28.0,1.0,104.0,3.0,32.0,48.0,0.0,72.0,0.0,75.0,0.0,946.0,63.0,61.0,0.0,1326.0,93.0,85.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,658.0,57.0,385.0,1055.0,65.0,461.8,4.0,110.2
2016,서대문구,326522.0,94.0,128.0,2.0,8.0,1.0,12.0,0.0,68.0,2.0,104.0,6.0,29.0,40.0,1.0,65.0,2.0,69.0,1.0,981.0,51.0,102.0,1.0,1347.0,72.0,160.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,767.0,54.0,333.0,1185.0,62.0,480.6,4.3,114.3
2017,서대문구,326270.0,86.0,98.0,1.0,25.0,0.0,25.0,0.0,35.0,0.0,141.0,4.0,20.0,31.0,0.0,60.0,0.0,63.0,5.0,946.0,33.0,48.0,7.0,1305.0,49.0,77.0,221.0,76.0,667.0,20.0,108.0,965.0,24.0,310.0,674.0,48.0,339.0,1047.0,52.0,440.0,2.5,102.2
2018,서대문구,323427.0,86.0,107.0,0.0,17.0,0.0,18.0,0.0,46.0,1.0,153.0,3.0,15.0,32.0,0.0,55.0,0.0,64.0,1.0,911.0,50.0,70.0,1.0,1232.0,72.0,102.0,221.0,74.0,673.0,23.0,101.0,955.0,32.0,325.0,659.0,49.0,348.0,999.0,61.0,434.3,1.5,101.6
2019,서대문구,324042.0,92.0,121.0,2.0,10.0,0.0,21.0,0.0,38.0,2.0,134.0,4.0,20.0,24.0,1.0,69.0,1.0,73.0,2.0,962.0,59.0,81.0,3.0,1386.0,89.0,133.0,252.0,84.0,677.0,22.0,153.0,1016.0,26.0,326.0,736.0,51.0,342.0,1224.0,57.0,497.9,4.3,109.2
2020,서대문구,324227.0,77.0,81.0,4.0,10.0,0.0,16.0,0.0,24.0,1.0,133.0,3.0,20.0,24.0,1.0,62.0,1.0,65.0,0.0,808.0,55.0,63.0,0.0,1094.0,76.0,90.0,197.0,55.0,556.0,18.0,63.0,799.0,23.0,207.0,686.0,35.0,222.0,1002.0,38.0,388.9,1.9,88.7
2021,서대문구,317146.0,77.0,70.0,0.0,6.0,0.0,17.0,0.0,36.0,0.0,99.0,3.0,25.0,41.0,0.0,60.0,0.0,60.0,4.0,790.0,49.0,85.0,6.0,1011.0,70.0,126.0,242.0,59.0,526.0,19.0,72.0,718.0,24.0,216.0,665.0,49.0,235.0,925.0,55.0,382.1,2.9,90.9
2022,서대문구,317825.0,81.0,93.0,1.0,11.0,0.0,20.0,1.0,35.0,0.0,96.0,1.0,26.0,38.0,0.0,69.0,0.0,72.0,2.0,839.0,45.0,82.0,2.0,1115.0,50.0,130.0,202.0,88.0,576.0,23.0,114.0,781.0,31.0,255.0,658.0,61.0,263.0,981.0,64.0,407.8,1.6,93.2
2023,서대문구,321425.0,76.0,71.0,1.0,18.0,0.0,19.0,0.0,17.0,0.0,102.0,0.0,22.0,29.0,0.0,43.0,0.0,46.0,2.0,785.0,57.0,68.0,3.0,1040.0,75.0,100.0,190.0,80.0,604.0,24.0,107.0,831.0,35.0,223.0,641.0,52.0,231.0,935.0,58.0,380.5,1.2,86.9
2024,서대문구,319689.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,서대문구,318085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005,서초구,0.0,130.0,92.0,2.0,5.0,0.0,26.0,0.0,39.0,4.0,113.0,3.0,109.0,188.0,0.0,26.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,1273.0,32.0,278.0,2208.0,41.0,614.7,6.4,92.2
2006,서초구,0.0,135.0,96.0,2.0,18.0,0.0,24.0,0.0,33.0,1.0,115.0,5.0,97.0,164.0,0.0,24.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,1291.0,56.0,293.0,2243.0,67.0,623.2,5.6,92.6
2007,서초구,0.0,148.0,81.0,1.0,31.0,0.0,37.0,2.0,58.0,1.0,124.0,5.0,89.0,138.0,0.0,31.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1418.0,59.0,327.0,2481.0,84.0,696.9,5.1,93.1
2008,서초구,412307.0,165.0,105.0,2.0,25.0,0.0,34.0,0.0,89.0,1.0,116.0,3.0,103.0,152.0,1.0,56.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,1569.0,62.0,373.0,2879.0,77.0,803.8,4.1,112.0
