연도,구,거주인구,교통사고 발생건수,기타_부상자수,기타_사망자수,길가장자리구역통행중_부상자수,길가장자리구역통행중_사망자수,보도통행중_부상자수,보도통행중_사망자수,차도 통행중_부상자수,차도 통행중_사망자수,횡단중_부상자수,횡단중_사망자수,뺑소니_발생건수,뺑소니_부상자수,뺑소니_사망자수,자전거_발생건수,자전거_사망자수,자전거_부상자수,눈_발생건수,맑음_발생건수,비_발생건수,흐림_발생건수,눈_사상자수,맑음_사상자수,비_사상자수,흐림_사상자수,화재_소계,버스계_발생건수,승용계_발생건수,화물계_발생건수,버스계_사상자수,승용계_사상자수,화물계_사상자수,차대사람_발생건수,차대차_발생건수,차량단독_발생건수,차대사람_사상자수,차대차_사상자수,차량단독_사상자수,인구 10만명당 부상자수 (명),인구 10만명당 사망자수 (명),자동차 1만대당 발생건수 (건)
2009,서초구,425026.0,185.0,160.0,2.0,13.0,0.0,27.0,1.0,77.0,0.0,157.0,8.0,124.0,180.0,1.0,46.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,1760.0,64.0,454.0,3057.0,83.0,828.1,5.6,125.7
2010,서초구,434951.0,179.0,175.0,4.0,24.0,1.0,58.0,1.0,46.0,1.0,166.0,8.0,103.0,172.0,1.0,75.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,1630.0,75.0,483.0,2825.0,84.0,766.3,4.5,119.2
2011,서초구,439074.0,170.0,226.0,3.0,18.0,0.0,41.0,0.0,35.0,1.0,162.0,4.0,115.0,178.0,0.0,73.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,1509.0,69.0,487.0,2614.0,105.0,726.4,3.9,112.8
2012,서초구,441002.0,174.0,270.0,7.0,18.0,0.0,39.0,0.0,30.0,1.0,173.0,5.0,98.0,155.0,0.0,91.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,1500.0,74.0,537.0,2617.0,85.0,730.5,5.7,113.1
2013,서초구,444027.0,171.0,304.0,2.0,16.0,0.0,30.0,2.0,28.0,0.0,129.0,4.0,87.0,138.0,0.0,81.0,0.0,85.0,15.0,1798.0,171.0,70.0,23.0,2909.0,274.0,116.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,1525.0,62.0,496.0,2748.0,79.0,739.9,4.3,110.0
2014,서초구,450996.0,184.0,301.0,2.0,20.0,0.0,46.0,0.0,22.0,0.0,178.0,3.0,119.0,176.0,0.0,128.0,1.0,135.0,9.0,1987.0,157.0,54.0,15.0,3087.0,259.0,80.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,1587.0,74.0,579.0,2791.0,89.0,758.5,2.9,114.6
2015,서초구,452251.0,180.0,157.0,3.0,59.0,0.0,53.0,2.0,27.0,2.0,205.0,4.0,69.0,113.0,1.0,120.0,0.0,131.0,5.0,1900.0,175.0,75.0,7.0,2986.0,267.0,113.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,1595.0,69.0,519.0,2776.0,83.0,744.1,4.4,111.8
2016,서초구,450618.0,192.0,197.0,4.0,46.0,0.0,42.0,1.0,74.0,1.0,109.0,3.0,61.0,87.0,1.0,112.0,0.0,114.0,7.0,2101.0,146.0,55.0,12.0,3164.0,219.0,90.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,1774.0,78.0,483.0,2913.0,93.0,769.3,3.5,119.0
2017,서초구,447706.0,196.0,207.0,1.0,39.0,0.0,35.0,0.0,59.0,3.0,221.0,9.0,61.0,95.0,1.0,63.0,0.0,64.0,12.0,2151.0,108.0,84.0,14.0,3236.0,192.0,120.0,222.0,88.0,1813.0,56.0,141.0,2788.0,80.0,556.0,1751.0,54.0,582.0,2924.0,63.0,796.6,4.7,120.7
2018,서초구,442213.0,206.0,226.0,3.0,28.0,0.0,40.0,0.0,62.0,0.0,181.0,6.0,73.0,105.0,0.0,78.0,0.0,80.0,17.0,2226.0,148.0,70.0,30.0,3299.0,194.0,116.0,216.0,131.0,1883.0,44.0,188.0,2797.0,74.0,524.0,1905.0,49.0,548.0,3051.0,59.0,830.7,4.1,126.9
2019,서초구,435750.0,201.0,219.0,6.0,22.0,0.0,33.0,1.0,42.0,1.0,153.0,2.0,58.0,124.0,1.0,80.0,0.0,87.0,3.0,2211.0,117.0,56.0,6.0,3246.0,167.0,87.0,212.0,111.0,1778.0,70.0,166.0,2650.0,103.0,461.0,1892.0,65.0,477.0,2991.0,76.0,811.3,3.2,124.9
2020,서초구,431720.0,187.0,188.0,2.0,19.0,0.0,40.0,1.0,47.0,1.0,119.0,2.0,58.0,124.0,1.0,119.0,1.0,126.0,5.0,2020.0,136.0,61.0,5.0,2730.0,212.0,101.0,206.0,95.0,1586.0,58.0,138.0,2214.0,93.0,393.0,1813.0,44.0,417.0,2620.0,47.0,716.7,2.1,116.2
2021,서초구,420872.0,176.0,186.0,6.0,14.0,0.0,45.0,0.0,40.0,0.0,101.0,1.0,77.0,96.0,0.0,101.0,0.0,112.0,12.0,1858.0,148.0,83.0,18.0,2569.0,212.0,121.0,218.0,101.0,1458.0,49.0,158.0,2043.0,63.0,375.0,1694.0,49.0,389.0,2498.0,53.0,704.5,1.9,112.2
2022,서초구,410667.0,188.0,201.0,1.0,28.0,0.0,30.0,0.0,63.0,1.0,123.0,2.0,78.0,114.0,1.0,86.0,1.0,95.0,7.0,2040.0,122.0,69.0,10.0,3061.0,183.0,101.0,198.0,129.0,1652.0,62.0,193.0,2519.0,91.0,431.0,1791.0,42.0,451.0,2895.0,53.0,830.2,2.0,120.1
2023,서초구,410144.0,180.0,146.0,1.0,34.0,0.0,44.0,0.0,51.0,1.0,105.0,1.0,137.0,194.0,0.0,81.0,0.0,87.0,8.0,1908.0,147.0,92.0,13.0,2939.0,218.0,138.0,210.0,127.0,1564.0,61.0,269.0,2360.0,80.0,366.0,1745.0,57.0,382.0,2880.0,64.0,805.4,1.7,114.9
2024,서초구,412480.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,서초구,412715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005,성동구,0.0,95.0,109.0,3.0,9.0,0.0,10.0,0.0,23.0,0.0,104.0,2.0,61.0,83.0,1.0,62.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,877.0,20.0,259.0,1322.0,28.0,465.7,3.8,107.0
2006,성동구,0.0,87.0,41.0,2.0,12.0,0.0,24.0,0.0,36.0,1.0,124.0,3.0,43.0,73.0,1.0,59.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,800.0,28.0,240.0,1285.0,46.0,456.4,4.4,97.9
2007,성동구,0.0,98.0,26.0,1.0,10.0,0.0,22.0,0.0,30.0,0.0,149.0,9.0,29.0,39.0,0.0,80.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,935.0,22.0,246.0,1410.0,35.0,490.3,4.7,108.6
2008,성동구,332572.0,95.0,71.0,4.0,7.0,0.0,17.0,1.0,33.0,1.0,123.0,1.0,24.0,34.0,1.0,103.0,2.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,873.0,24.0,250.0,1357.0,26.0,500.8,5.3,109.2
2009,성동구,318155.0,105.0,109.0,2.0,13.0,0.0,19.0,0.0,26.0,0.0,112.0,1.0,37.0,65.0,2.0,118.0,2.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,948.0,48.0,287.0,1418.0,53.0,552.1,4.1,121.5
2010,성동구,315419.0,91.0,114.0,2.0,6.0,0.0,11.0,0.0,18.0,1.0,86.0,2.0,19.0,32.0,0.0,114.0,3.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,823.0,43.0,239.0,1254.0,50.0,482.2,4.7,103.3
2011,성동구,312149.0,96.0,140.0,3.0,7.0,0.0,7.0,0.0,14.0,1.0,98.0,3.0,37.0,55.0,0.0,131.0,2.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,866.0,31.0,267.0,1323.0,34.0,519.2,6.8,109.0
2012,성동구,307531.0,82.0,130.0,1.0,2.0,0.0,14.0,0.0,15.0,0.0,62.0,3.0,23.0,35.0,0.0,112.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,736.0,38.0,226.0,1128.0,52.0,456.2,2.0,91.6
2013,성동구,308200.0,91.0,163.0,3.0,12.0,0.0,6.0,0.0,3.0,0.0,82.0,2.0,25.0,29.0,0.0,137.0,0.0,152.0,5.0,947.0,73.0,38.0,5.0,1252.0,102.0,55.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,809.0,35.0,273.0,1154.0,39.0,475.6,2.6,100.3
2014,성동구,305733.0,99.0,189.0,3.0,4.0,0.0,20.0,0.0,7.0,0.0,103.0,1.0,26.0,41.0,0.0,177.0,1.0,192.0,11.0,1069.0,56.0,19.0,19.0,1542.0,78.0,31.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,851.0,43.0,318.0,1358.0,47.0,563.4,3.6,106.4
2015,성동구,305298.0,102.0,155.0,0.0,15.0,0.0,17.0,0.0,10.0,0.0,134.0,3.0,29.0,56.0,0.0,203.0,1.0,233.0,4.0,1099.0,86.0,33.0,5.0,1534.0,132.0,55.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,869.0,42.0,338.0,1347.0,48.0,565.5,2.6,105.8
2016,성동구,305689.0,91.0,113.0,3.0,19.0,1.0,18.0,1.0,16.0,0.0,117.0,4.0,15.0,29.0,0.0,147.0,1.0,160.0,3.0,1028.0,50.0,15.0,8.0,1447.0,73.0,23.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,776.0,42.0,292.0,1211.0,53.0,501.7,4.9,91.6
2017,성동구,312179.0,89.0,84.0,1.0,22.0,0.0,12.0,0.0,13.0,0.0,118.0,2.0,7.0,14.0,0.0,119.0,3.0,125.0,3.0,951.0,49.0,68.0,3.0,1339.0,73.0,92.0,177.0,30.0,659.0,20.0,60.0,1000.0,27.0,242.0,788.0,46.0,256.0,1204.0,56.0,480.0,4.8,86.9
2018,성동구,316069.0,95.0,126.0,1.0,20.0,0.0,16.0,0.0,12.0,0.0,103.0,4.0,24.0,44.0,0.0,116.0,2.0,123.0,8.0,1001.0,69.0,65.0,9.0,1379.0,100.0,82.0,187.0,39.0,723.0,31.0,40.0,1061.0,38.0,271.0,819.0,53.0,285.0,1229.0,56.0,493.3,2.8,90.2
2019,성동구,311967.0,90.0,79.0,2.0,30.0,0.0,15.0,1.0,23.0,1.0,79.0,4.0,11.0,21.0,0.0,133.0,1.0,141.0,1.0,1021.0,45.0,23.0,1.0,1359.0,61.0,30.0,170.0,41.0,681.0,29.0,52.0,957.0,43.0,225.0,831.0,35.0,235.0,1175.0,42.0,465.7,4.2,86.3
2020,성동구,303811.0,93.0,78.0,0.0,24.0,0.0,34.0,1.0,28.0,0.0,84.0,4.0,11.0,21.0,0.0,167.0,1.0,187.0,1.0,1016.0,77.0,25.0,1.0,1360.0,96.0,33.0,156.0,30.0,662.0,29.0,34.0,939.0,37.0,244.0,845.0,30.0,255.0,1202.0,33.0,492.8,3.0,88.7
2021,성동구,295250.0,88.0,119.0,3.0,22.0,0.0,18.0,0.0,14.0,0.0,71.0,2.0,18.0,21.0,0.0,169.0,0.0,188.0,3.0,947.0,46.0,29.0,3.0,1231.0,58.0,33.0,165.0,20.0,635.0,37.0,21.0,866.0,45.0,245.0,784.0,28.0,255.0,1085.0,30.0,465.4,2.7,84.6
2022,성동구,289862.0,79.0,68.0,2.0,16.0,0.0,19.0,0.0,28.0,0.0,82.0,1.0,19.0,35.0,0.0,144.0,1.0,153.0,5.0,837.0,47.0,53.0,13.0,1076.0,59.0,76.0,191.0,25.0,569.0,31.0,33.0,776.0,35.0,210.0,713.0,25.0,218.0,981.0,31.0,424.0,2.8,78.0
2023,성동구,286028.0,76.0,90.0,2.0,23.0,0.0,15.0,0.0,24.0,0.0,73.0,1.0,8.0,16.0,0.0,94.0,1.0,106.0,8.0,808.0,68.0,35.0,11.0,1074.0,95.0,47.0,177.0,39.0,590.0,33.0,50.0,815.0,43.0,216.0,687.0,16.0,231.0,977.0,19.0,428.8,2.1,75.8
2024,성동구,282946.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,성동구,281062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005,성북구,0.0,129.0,143.0,1.0,19.0,0.0,28.0,0.0,35.0,2.0,227.0,8.0,45.0,71.0,2.0,56.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,1098.0,26.0,469.0,1774.0,27.0,481.7,4.1,123.0
2006,성북구,0.0,130.0,44.0,2.0,59.0,1.0,43.0,0.0,47.0,1.0,254.0,11.0,61.0,88.0,2.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,1119.0,23.0,468.0,1771.0,33.0,469.8,5.0,119.7
2007,성북구,0.0,115.0,87.0,0.0,39.0,1.0,29.0,0.0,47.0,0.0,232.0,5.0,60.0,95.0,0.0,57.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,977.0,21.0,426.0,1494.0,32.0,407.0,1.9,105.1
2008,성북구,480359.0,148.0,69.0,3.0,44.0,0.0,39.0,0.0,55.0,3.0,275.0,7.0,56.0,87.0,2.0,82.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,1276.0,37.0,498.0,1986.0,41.0,520.5,3.9,133.8
2009,성북구,484018.0,158.0,161.0,0.0,33.0,0.0,48.0,0.0,64.0,2.0,222.0,6.0,68.0,96.0,0.0,111.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,1329.0,68.0,537.0,2019.0,76.0,540.2,3.1,139.1
2010,성북구,488157.0,134.0,186.0,1.0,31.0,0.0,35.0,0.0,73.0,1.0,194.0,6.0,42.0,85.0,0.0,98.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,1070.0,37.0,526.0,1639.0,42.0,441.4,2.0,114.8
2011,성북구,496747.0,130.0,172.0,4.0,33.0,0.0,39.0,0.0,30.0,0.0,214.0,10.0,48.0,77.0,2.0,90.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,1040.0,58.0,499.0,1559.0,67.0,425.3,4.4,111.2
2012,성북구,492453.0,131.0,156.0,1.0,25.0,0.0,21.0,0.0,27.0,1.0,259.0,6.0,39.0,73.0,0.0,112.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,1040.0,64.0,499.0,1491.0,76.0,418.8,2.2,110.1
2013,성북구,488456.0,128.0,116.0,0.0,29.0,1.0,23.0,1.0,37.0,2.0,257.0,4.0,43.0,59.0,1.0,83.0,0.0,87.0,15.0,1292.0,124.0,100.0,33.0,1789.0,178.0,152.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,1025.0,63.0,473.0,1606.0,79.0,442.8,1.9,107.4
2014,성북구,480663.0,138.0,143.0,4.0,31.0,0.0,29.0,1.0,46.0,1.0,242.0,3.0,29.0,37.0,0.0,122.0,1.0,131.0,16.0,1462.0,96.0,89.0,22.0,1984.0,119.0,118.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,1136.0,64.0,514.0,1661.0,69.0,467.9,3.6,116.7
2015,성북구,472852.0,140.0,109.0,1.0,58.0,1.0,22.0,0.0,45.0,2.0,279.0,5.0,35.0,47.0,0.0,125.0,2.0,131.0,1.0,1438.0,124.0,113.0,1.0,1979.0,176.0,145.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,1119.0,58.0,530.0,1711.0,64.0,486.8,4.1,117.5
2016,성북구,465490.0,134.0,101.0,2.0,52.0,0.0,12.0,0.0,64.0,0.0,277.0,4.0,25.0,40.0,0.0,96.0,0.0,96.0,1.0,1414.0,96.0,107.0,1.0,1843.0,125.0,150.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,1074.0,62.0,507.0,1542.0,70.0,456.2,2.8,113.4
2017,성북구,458551.0,129.0,85.0,3.0,31.0,0.0,25.0,0.0,43.0,1.0,227.0,7.0,29.0,45.0,1.0,105.0,1.0,109.0,9.0,1352.0,102.0,91.0,14.0,1824.0,142.0,101.0,159.0,90.0,1004.0,22.0,122.0,1380.0,49.0,413.0,1074.0,70.0,423.0,1572.0,90.0,454.1,3.7,108.5
2018,성북구,450748.0,118.0,108.0,2.0,19.0,0.0,23.0,0.0,42.0,2.0,208.0,5.0,29.0,54.0,1.0,75.0,0.0,75.0,10.0,1209.0,97.0,111.0,12.0,1672.0,157.0,153.0,188.0,90.0,908.0,29.0,129.0,1325.0,39.0,390.0,975.0,62.0,412.0,1506.0,76.0,442.3,3.1,99.9
2019,성북구,452792.0,125.0,121.0,1.0,12.0,0.0,20.0,0.0,53.0,1.0,209.0,2.0,15.0,21.0,0.0,95.0,1.0,97.0,3.0,1325.0,95.0,85.0,3.0,1784.0,121.0,105.0,173.0,88.0,960.0,35.0,124.0,1331.0,45.0,406.0,1038.0,65.0,423.0,1511.0,81.0,441.3,1.8,103.5
2020,성북구,450937.0,106.0,120.0,2.0,13.0,0.0,22.0,0.0,37.0,0.0,112.0,8.0,15.0,21.0,0.0,73.0,0.0,79.0,2.0,1118.0,96.0,56.0,5.0,1437.0,119.0,65.0,152.0,61.0,806.0,34.0,82.0,1063.0,44.0,340.0,898.0,37.0,355.0,1234.0,40.0,362.8,1.6,86.9
2021,성북구,442340.0,107.0,133.0,0.0,8.0,0.0,26.0,1.0,33.0,0.0,99.0,3.0,26.0,29.0,0.0,87.0,2.0,92.0,9.0,1103.0,72.0,65.0,11.0,1398.0,86.0,83.0,157.0,69.0,826.0,27.0,80.0,1056.0,34.0,295.0,948.0,42.0,308.0,1264.0,49.0,364.9,3.4,88.7
2022,성북구,442770.0,107.0,128.0,2.0,11.0,0.0,25.0,0.0,40.0,1.0,108.0,2.0,17.0,26.0,0.0,78.0,0.0,78.0,3.0,1166.0,73.0,31.0,4.0,1479.0,94.0,39.0,141.0,83.0,835.0,45.0,103.0,1101.0,52.0,297.0,946.0,45.0,307.0,1280.0,47.0,367.9,1.8,87.9
2023,성북구,440294.0,104.0,160.0,2.0,12.0,0.0,22.0,1.0,22.0,1.0,92.0,1.0,13.0,18.0,0.0,59.0,1.0,67.0,8.0,1063.0,92.0,31.0,15.0,1355.0,111.0,34.0,232.0,102.0,776.0,31.0,118.0,1038.0,36.0,302.0,898.0,56.0,314.0,1215.0,60.0,360.8,1.8,85.9
2024,성북구,436024.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,성북구,433569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9111.0,28728.0,771.0,9688.0,47221.0,1010.0,0.0,0.0,0.0
2006,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8852.0,28611.0,835.0,9478.0,46449.0,1047.0,0.0,0.0,0.0
2007,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9371.0,29183.0,855.0,10000.0,46865.0,1098.0,0.0,0.0,0.0
2008,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10468.0,30128.0,1106.0,11096.0,47992.0,1331.0,0.0,0.0,0.0
2009,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10987.0,31978.0,1354.0,11760.0,50677.0,1646.0,0.0,0.0,0.0
2010,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10783.0,29579.0,1300.0,11461.0,47110.0,1576.0,0.0,0.0,0.0
2011,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10869.0,28294.0,1288.0,11555.0,44940.0,1565.0,0.0,0.0,0.0
2012,소계,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10892.0,28537.0,1399.0,11618.0,45718.0,1670.0,0.0,0.0,0.0
2013,소계,,,,,,,,,,,,,,,,,,,322.0,33287.0,3019.0,2329.0,529.0,47929.0,4538.0,3473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10683.0,27358.0,1398.0,11374.0,44049.0,1716.0,0.0,0.0,0.0
2014,소계,,,,,,,,,,,,,,,,,,,302.0,35339.0,2463.0,2011.0,468.0,49880.0,3620.0,2867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11118.0,28201.0,1473.0,11835.0,44166.0,1744.0,0.0,0.0,0.0
2015,소계,,,,,,,,,,,,,,,,,,,125.0,36324.0,3132.0,1725.0,202.0,51385.0,4550.0,2434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11318.0,28854.0,1493.0,12042.0,45202.0,1788.0,0.0,0.0,0.0
2016,소계,,,,,,,,,,,,,,,,,,,131.0,35514.0,2462.0,1583.0,190.0,49469.0,3545.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10683.0,28030.0,1326.0,11340.0,43056.0,1621.0,0.0,0.0,0.0
2017,소계,,,,,,,,,,,,,,,,,,,217.0,34622.0,1884.0,1652.0,338.0,48413.0,2760.0,2308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10249.0,27103.0,1273.0,10895.0,41759.0,1499.0,0.0,0.0,0.0
2018,소계,,,,,,,,,,,,,,,,,,,195.0,34055.0,2465.0,1640.0,302.0,47297.0,3468.0,2379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9978.0,27522.0,1295.0,10584.0,41985.0,1486.0,0.0,0.0,0.0
2019,소계,,,,,,,,,,,,,,,,,,,61.0,35013.0,2216.0,1541.0,85.0,48311.0,3050.0,2119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9896.0,28150.0,1212.0,10459.0,42265.0,1430.0,0.0,0.0,0.0
2020,소계,,,,,,,,,,,,,,,,,,,58.0,30859.0,2470.0,1353.0,76.0,41684.0,3475.0,1831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7671.0,26508.0,1048.0,8109.0,38453.0,1170.0,0.0,0.0,0.0
2021,소계,,,,,,,,,,,,,,,,,,,193.0,29717.0,2018.0,1307.0,257.0,39767.0,2800.0,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7075.0,25926.0,912.0,7452.0,37001.0,1013.0,0.0,0.0,0.0
2022,소계,,,,,,,,,,,,,,,,,,,116.0,29846.0,1769.0,1126.0,158.0,40342.0,2377.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7807.0,24898.0,993.0,8200.0,36237.0,1113.0,0.0,0.0,0.0
2023,소계,,,,,,,,,,,,,,,,,,,112.0,29645.0,2224.0,1203.0,160.0,40001.0,3021.0,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762.0,25029.0,1020.0,8211.0,36277.0,1106.0,0.0,0.0,0.0
2005,송파구,0.0,209.0,232.0,2.0,30.0,0.0,38.0,0.0,104.0,0.0,204.0,10.0,115.0,159.0,2.0,131.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,1884.0,40.0,612.0,3071.0,50.0,607.5,4.4,124.4
2006,송파구,0.0,207.0,198.0,4.0,46.0,0.0,48.0,0.0,79.0,1.0,202.0,7.0,80.0,118.0,2.0,131.0,2.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,1891.0,48.0,578.0,3107.0,62.0,607.3,4.4,122.4
2007,송파구,0.0,207.0,101.0,1.0,78.0,0.0,52.0,0.0,142.0,1.0,213.0,1.0,67.0,91.0,1.0,195.0,3.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,1906.0,46.0,578.0,2989.0,59.0,572.2,2.7,119.5
2008,송파구,650910.0,218.0,146.0,1.0,71.0,0.0,59.0,1.0,154.0,1.0,236.0,8.0,76.0,130.0,0.0,217.0,6.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,1922.0,57.0,669.0,3218.0,68.0,580.1,4.4,118.4
2009,송파구,689526.0,228.0,214.0,2.0,69.0,1.0,54.0,1.0,117.0,1.0,226.0,5.0,83.0,137.0,0.0,275.0,1.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,2051.0,53.0,678.0,3349.0,79.0,592.5,3.2,120.2
